OID_;ORIG_FID;FID_ne_50m_coastline_Tes_SymDiff_Buffer_30KM;FID_ne_50m_coastline_Test_Clip_Buffer30km;FID_ne_50m_coastli_Testmap_ToPoly;Australia_elevation
1057;2;2;-1;38;81
1058;2;2;-1;38;84
1059;2;2;-1;38;83
1060;2;2;-1;38;85
1061;2;2;-1;38;89
1062;2;2;-1;38;95
1063;2;2;-1;38;96
1064;2;2;-1;38;93
1065;2;2;-1;38;95
1066;2;2;-1;38;98
1067;2;2;-1;38;102
1068;2;2;-1;38;103
1069;2;2;-1;38;102
1070;2;2;-1;38;97
1071;2;2;-1;38;96
1072;2;2;-1;38;97
1073;2;2;-1;38;106
1074;2;2;-1;38;107
1075;2;2;-1;38;105
1076;2;2;-1;38;104
1077;2;2;-1;38;109
1078;2;2;-1;38;108
1079;2;2;-1;38;117
1080;2;2;-1;38;109
1081;2;2;-1;38;113
1082;2;2;-1;38;110
1083;2;2;-1;38;35
1084;2;2;-1;38;59
1085;2;2;-1;38;38
1086;2;2;-1;38;32
1087;2;2;-1;38;40
1088;2;2;-1;38;37
1089;2;2;-1;38;47
1090;2;2;-1;38;55
1091;2;2;-1;38;44
1092;2;2;-1;38;41
1093;2;2;-1;38;57
1094;2;2;-1;38;82
1095;2;2;-1;38;67
1096;2;2;-1;38;69
1097;2;2;-1;38;80
1098;2;2;-1;38;67
1099;2;2;-1;38;77
1100;2;2;-1;38;63
1101;2;2;-1;38;100
1102;2;2;-1;38;81
1103;2;2;-1;38;76
1104;2;2;-1;38;84
1105;2;2;-1;38;69
1106;2;2;-1;38;73
1107;2;2;-1;38;60
1108;2;2;-1;38;60
1109;2;2;-1;38;62
1110;2;2;-1;38;52
1111;2;2;-1;38;47
1112;2;2;-1;38;47
1113;2;2;-1;38;57
1114;2;2;-1;38;63
1115;2;2;-1;38;80
1116;2;2;-1;38;94
1117;2;2;-1;38;128
1118;2;2;-1;38;85
1119;2;2;-1;38;119
1120;2;2;-1;38;92
1121;2;2;-1;38;90
1122;2;2;-1;38;95
1123;2;2;-1;38;106
1124;2;2;-1;38;101
1125;2;2;-1;38;98
1126;2;2;-1;38;89
1127;2;2;-1;38;90
1128;2;2;-1;38;89
1129;2;2;-1;38;71
1130;2;2;-1;38;73
1131;2;2;-1;38;72
1132;2;2;-1;38;67
1133;2;2;-1;38;55
1134;2;2;-1;38;54
1135;2;2;-1;38;51
1136;2;2;-1;38;68
1137;2;2;-1;38;74
1138;2;2;-1;38;57
1139;2;2;-1;38;80
1140;2;2;-1;38;79
1141;2;2;-1;38;80
1142;2;2;-1;38;60
1143;2;2;-1;38;49
1144;2;2;-1;38;101
1145;2;2;-1;38;103
1146;2;2;-1;38;78
1147;2;2;-1;38;63
1148;2;2;-1;38;46
1149;2;2;-1;38;41
1150;2;2;-1;38;33
1151;2;2;-1;38;32
1152;2;2;-1;38;60
1153;2;2;-1;38;61
1154;2;2;-1;38;63
1155;2;2;-1;38;56
1156;2;2;-1;38;55
1157;2;2;-1;38;52
1158;2;2;-1;38;47
1159;2;2;-1;38;50
1160;2;2;-1;38;67
1161;2;2;-1;38;79
1162;2;2;-1;38;87
1163;2;2;-1;38;93
1164;2;2;-1;38;80
1165;2;2;-1;38;73
1166;2;2;-1;38;59
1167;2;2;-1;38;70
1168;2;2;-1;38;70
1169;2;2;-1;38;44
1170;2;2;-1;38;73
1171;2;2;-1;38;79
1172;2;2;-1;38;73
1173;2;2;-1;38;85
1174;2;2;-1;38;71
1175;2;2;-1;38;67
1176;2;2;-1;38;57
1177;2;2;-1;38;76
1178;2;2;-1;38;106
1179;2;2;-1;38;163
1180;2;2;-1;38;121
1181;2;2;-1;38;82
1182;2;2;-1;38;100
1183;2;2;-1;38;84
1184;2;2;-1;38;117
1185;2;2;-1;38;427
1186;2;2;-1;38;414
1187;2;2;-1;38;405
1188;2;2;-1;38;323
1189;2;2;-1;38;305
1190;2;2;-1;38;295
1191;2;2;-1;38;284
1192;2;2;-1;38;267
1193;2;2;-1;38;262
1194;2;2;-1;38;263
1195;2;2;-1;38;308
1196;2;2;-1;38;349
1197;2;2;-1;38;512
1198;2;2;-1;38;362
1199;2;2;-1;38;449
1200;2;2;-1;38;519
1201;2;2;-1;38;105
1202;2;2;-1;38;40
1203;2;2;-1;38;16
1204;2;2;-1;38;17
1205;2;2;-1;38;59
1206;2;2;-1;38;50
1207;2;2;-1;38;181
1208;2;2;-1;38;81
1209;2;2;-1;38;113
1210;2;2;-1;38;29
1211;2;2;-1;38;66
1212;2;2;-1;38;150
1213;2;2;-1;38;531
1214;2;2;-1;38;331
1215;2;2;-1;38;68
1216;2;2;-1;38;70
1217;2;2;-1;38;60
1218;2;2;-1;38;40
1219;2;2;-1;38;98
1220;2;2;-1;38;40
1221;2;2;-1;38;188
1222;2;2;-1;38;159
1223;2;2;-1;38;207
1224;2;2;-1;38;73
1225;2;2;-1;38;54
1226;2;2;-1;38;40
1227;2;2;-1;38;73
1228;2;2;-1;38;246
1229;2;2;-1;38;25
1230;2;2;-1;38;138
1231;2;2;-1;38;127
1232;2;2;-1;38;209
1233;2;2;-1;38;164
1234;2;2;-1;38;19
1235;2;2;-1;38;125
1236;2;2;-1;38;81
1237;2;2;-1;38;136
1238;2;2;-1;38;28
1239;2;2;-1;38;11
1240;2;2;-1;38;7
1241;2;2;-1;38;110
1242;2;2;-1;38;17
1243;2;2;-1;38;4
1244;2;2;-1;38;6
1245;2;2;-1;38;14
1246;2;2;-1;38;22
1247;2;2;-1;38;42
1248;2;2;-1;38;77
1249;2;2;-1;38;160
1250;2;2;-1;38;400
1251;2;2;-1;38;159
1252;2;2;-1;38;155
1253;2;2;-1;38;178
1254;2;2;-1;38;192
1255;2;2;-1;38;241
1256;2;2;-1;38;213
1257;2;2;-1;38;90
1258;2;2;-1;38;154
1259;2;2;-1;38;133
1260;2;2;-1;38;185
1261;2;2;-1;38;216
1262;2;2;-1;38;210
1263;2;2;-1;38;164
1264;2;2;-1;38;114
1265;2;2;-1;38;99
1266;2;2;-1;38;92
1267;2;2;-1;38;94
1268;2;2;-1;38;86
1269;2;2;-1;38;88
1270;2;2;-1;38;116
1271;2;2;-1;38;53
1272;2;2;-1;38;48
1273;2;2;-1;38;51
1274;2;2;-1;38;66
1275;2;2;-1;38;80
1276;2;2;-1;38;80
1277;2;2;-1;38;82
1278;2;2;-1;38;84
1279;2;2;-1;38;89
1280;2;2;-1;38;82
1281;2;2;-1;38;89
1282;2;2;-1;38;102
1283;2;2;-1;38;98
1284;2;2;-1;38;101
1285;2;2;-1;38;110
1286;2;2;-1;38;110
1287;2;2;-1;38;69
1288;2;2;-1;38;51
1289;2;2;-1;38;58
1290;2;2;-1;38;63
1291;2;2;-1;38;58
1292;2;2;-1;38;66
1293;2;2;-1;38;66
1294;2;2;-1;38;69
1295;2;2;-1;38;69
1296;2;2;-1;38;72
1297;2;2;-1;38;75
1298;2;2;-1;38;73
1299;2;2;-1;38;51
1300;2;2;-1;38;56
1301;2;2;-1;38;206
1302;2;2;-1;38;192
1303;2;2;-1;38;151
1304;2;2;-1;38;422
1305;2;2;-1;38;478
1306;2;2;-1;38;519
1307;2;2;-1;38;554
1308;2;2;-1;38;660
1309;2;2;-1;38;845
1310;2;2;-1;38;556
1311;2;2;-1;38;44
1312;2;2;-1;38;269
1313;2;2;-1;38;325
1314;2;2;-1;38;340
1315;2;2;-1;38;312
1316;2;2;-1;38;251
1317;2;2;-1;38;347
1318;2;2;-1;38;34
1319;2;2;-1;38;89
1320;2;2;-1;38;161
1321;2;2;-1;38;114
1322;2;2;-1;38;96
1323;2;2;-1;38;18
1324;2;2;-1;38;30
1325;2;2;-1;38;105
1326;2;2;-1;38;136
1327;2;2;-1;38;107
1328;2;2;-1;38;41
1329;2;2;-1;38;3
1330;2;2;-1;38;1
1331;2;2;-1;38;19
1332;2;2;-1;38;73
1333;2;2;-1;38;74
1334;2;2;-1;38;152
1335;2;2;-1;38;221
1336;2;2;-1;38;191
1337;2;2;-1;38;211
1338;2;2;-1;38;230
1339;2;2;-1;38;184
1340;2;2;-1;38;95
1341;2;2;-1;38;152
1342;2;2;-1;38;141
1343;2;2;-1;38;202
1344;2;2;-1;38;240
1345;2;2;-1;38;210
1346;2;2;-1;38;229
1347;2;2;-1;38;249
1348;2;2;-1;38;235
1349;2;2;-1;38;177
1350;2;2;-1;38;129
1351;2;2;-1;38;163
1352;2;2;-1;38;223
1353;2;2;-1;38;234
1354;2;2;-1;38;185
1355;2;2;-1;38;193
1356;2;2;-1;38;163
1357;2;2;-1;38;233
1358;2;2;-1;38;218
1359;2;2;-1;38;178
1360;2;2;-1;38;200
1361;2;2;-1;38;284
1362;2;2;-1;38;249
1363;2;2;-1;38;248
1364;2;2;-1;38;280
1365;2;2;-1;38;273
1366;2;2;-1;38;229
1367;2;2;-1;38;248
1368;2;2;-1;38;228
1369;2;2;-1;38;242
1370;2;2;-1;38;243
1371;2;2;-1;38;235
1372;2;2;-1;38;225
1373;2;2;-1;38;52
1374;2;2;-1;38;57
1375;2;2;-1;38;470
1376;2;2;-1;38;468
1377;2;2;-1;38;229
1378;2;2;-1;38;348
1379;2;2;-1;38;396
1380;2;2;-1;38;679
1381;2;2;-1;38;102
1382;2;2;-1;38;94
1383;2;2;-1;38;273
1384;2;2;-1;38;121
1385;2;2;-1;38;86
1386;2;2;-1;38;800
1387;2;2;-1;38;268
1388;2;2;-1;38;285
1389;2;2;-1;38;64
1390;2;2;-1;38;87
1391;2;2;-1;38;25
1392;2;2;-1;38;0
1393;2;2;-1;38;28
1394;2;2;-1;38;5
1395;2;2;-1;38;9
1396;2;2;-1;38;6
1397;2;2;-1;38;15
1398;2;2;-1;38;51
1399;2;2;-1;38;47
1400;2;2;-1;38;22
1401;2;2;-1;38;43
1402;2;2;-1;38;44
1403;2;2;-1;38;50
1404;2;2;-1;38;72
1405;2;2;-1;38;36
1406;2;2;-1;38;29
1407;2;2;-1;38;12
1408;2;2;-1;38;8
1409;2;2;-1;38;226
1410;2;2;-1;38;212
1411;2;2;-1;38;212
1412;2;2;-1;38;219
1413;2;2;-1;38;233
1414;2;2;-1;38;229
1415;2;2;-1;38;186
1416;2;2;-1;38;63
1417;2;2;-1;38;161
1418;2;2;-1;38;126
1419;2;2;-1;38;152
1420;2;2;-1;38;180
1421;2;2;-1;38;196
1422;2;2;-1;38;189
1423;2;2;-1;38;168
1424;2;2;-1;38;161
1425;2;2;-1;38;129
1426;2;2;-1;38;106
1427;2;2;-1;38;101
1428;2;2;-1;38;114
1429;2;2;-1;38;109
1430;2;2;-1;38;93
1431;2;2;-1;38;83
1432;2;2;-1;38;80
1433;2;2;-1;38;65
1434;2;2;-1;38;80
1435;2;2;-1;38;88
1436;2;2;-1;38;99
1437;2;2;-1;38;77
1438;2;2;-1;38;92
1439;2;2;-1;38;94
1440;2;2;-1;38;93
1441;2;2;-1;38;84
1442;2;2;-1;38;75
1443;2;2;-1;38;77
1444;2;2;-1;38;76
1445;2;2;-1;38;68
1446;2;2;-1;38;64
1447;2;2;-1;38;65
1448;2;2;-1;38;63
1449;2;2;-1;38;55
1450;2;2;-1;38;48
1451;2;2;-1;38;190
1452;2;2;-1;38;170
1453;2;2;-1;38;67
1454;2;2;-1;38;99
1455;2;2;-1;38;280
1456;2;2;-1;38;120
1457;2;2;-1;38;79
1458;2;2;-1;38;363
1459;2;2;-1;38;463
1460;2;2;-1;38;209
1461;2;2;-1;38;441
1462;2;2;-1;38;450
1463;2;2;-1;38;168
1464;2;2;-1;38;147
1465;2;2;-1;38;147
1466;2;2;-1;38;96
1467;2;2;-1;38;61
1468;2;2;-1;38;83
1469;2;2;-1;38;102
1470;2;2;-1;38;101
1471;2;2;-1;38;74
1472;2;2;-1;38;90
1473;2;2;-1;38;74
1474;2;2;-1;38;260
1475;2;2;-1;38;98
1476;2;2;-1;38;174
1477;2;2;-1;38;31
1478;2;2;-1;38;36
1479;2;2;-1;38;35
1480;2;2;-1;38;43
1481;2;2;-1;38;57
1482;2;2;-1;38;41
1483;2;2;-1;38;14
1484;2;2;-1;38;72
1485;2;2;-1;38;67
1486;2;2;-1;38;54
1487;2;2;-1;38;70
1488;2;2;-1;38;64
1489;2;2;-1;38;72
1490;2;2;-1;38;72
1491;2;2;-1;38;74
1492;2;2;-1;38;72
1493;2;2;-1;38;64
1494;2;2;-1;38;50
1495;2;2;-1;38;48
1496;2;2;-1;38;45
1497;2;2;-1;38;34
1498;2;2;-1;38;30
1499;2;2;-1;38;32
1500;2;2;-1;38;36
1501;2;2;-1;38;34
1502;2;2;-1;38;37
1503;2;2;-1;38;35
1504;2;2;-1;38;36
1505;2;2;-1;38;38
1506;2;2;-1;38;34
1507;2;2;-1;38;35
1508;2;2;-1;38;37
1509;2;2;-1;38;35
1510;2;2;-1;38;32
1511;2;2;-1;38;32
1512;2;2;-1;38;34
1513;2;2;-1;38;29
1514;2;2;-1;38;29
1515;2;2;-1;38;29
1516;2;2;-1;38;30
1517;2;2;-1;38;28
1518;2;2;-1;38;16
1519;2;2;-1;38;19
1520;2;2;-1;38;16
1521;2;2;-1;38;13
1522;2;2;-1;38;11
1523;2;2;-1;38;32
1524;2;2;-1;38;29
1525;2;2;-1;38;66
1526;2;2;-1;38;121
1527;2;2;-1;38;54
1528;2;2;-1;38;40
1529;2;2;-1;38;101
1530;2;2;-1;38;111
1531;2;2;-1;38;48
1532;2;2;-1;38;82
1533;2;2;-1;38;65
1534;2;2;-1;38;23
1535;2;2;-1;38;59
1536;2;2;-1;38;37
1537;2;2;-1;38;49
1538;2;2;-1;38;59
1539;2;2;-1;38;69
1540;2;2;-1;38;74
1541;2;2;-1;38;77
1542;2;2;-1;38;44
1543;2;2;-1;38;58
1544;2;2;-1;38;30
1545;2;2;-1;38;48
1546;2;2;-1;38;67
1547;2;2;-1;38;43
1548;2;2;-1;38;35
1549;2;2;-1;38;47
1550;2;2;-1;38;45
1551;2;2;-1;38;34
1552;2;2;-1;38;16
1553;2;2;-1;38;28
1554;2;2;-1;38;26
1555;2;2;-1;38;48
1556;2;2;-1;38;61
1557;2;2;-1;38;41
1558;2;2;-1;38;64
1559;2;2;-1;38;73
1560;2;2;-1;38;53
1561;2;2;-1;38;72
1562;2;2;-1;38;72
1563;2;2;-1;38;64
1564;2;2;-1;38;94
1565;2;2;-1;38;108
1566;2;2;-1;38;11
1567;2;2;-1;38;10
1568;2;2;-1;38;5
1569;2;2;-1;38;0
1570;2;2;-1;38;-1
1571;2;2;-1;38;0
1572;2;2;-1;38;-1
1573;2;2;-1;38;1
1574;2;2;-1;38;1
1575;2;2;-1;38;0
1576;2;2;-1;38;0
1577;2;2;-1;38;0
1578;2;2;-1;38;1
1579;2;2;-1;38;31
1580;2;2;-1;38;7
1581;2;2;-1;38;6
1582;2;2;-1;38;36
1583;2;2;-1;38;22
1584;2;2;-1;38;23
1585;2;2;-1;38;7
1586;2;2;-1;38;23
1587;2;2;-1;38;28
1588;2;2;-1;38;23
1589;2;2;-1;38;31
1590;2;2;-1;38;49
1591;2;2;-1;38;54
1592;2;2;-1;38;77
1593;2;2;-1;38;92
1594;2;2;-1;38;99
1595;2;2;-1;38;124
1596;2;2;-1;38;158
1597;2;2;-1;38;141
1598;2;2;-1;38;124
1599;2;2;-1;38;113
1600;2;2;-1;38;84
1601;2;2;-1;38;67
1602;2;2;-1;38;128
1603;2;2;-1;38;120
1604;2;2;-1;38;90
1605;2;2;-1;38;109
1606;2;2;-1;38;108
1607;2;2;-1;38;77
1608;2;2;-1;38;32
1609;2;2;-1;38;14
1610;2;2;-1;38;123
1611;2;2;-1;38;262
1612;2;2;-1;38;246
1613;2;2;-1;38;66
1614;2;2;-1;38;33
1615;2;2;-1;38;20
1616;2;2;-1;38;32
1617;2;2;-1;38;18
1618;2;2;-1;38;29
1619;2;2;-1;38;171
1620;2;2;-1;38;74
1621;2;2;-1;38;51
1622;2;2;-1;38;43
1623;2;2;-1;38;3
1624;2;2;-1;38;4
1625;2;2;-1;38;7
1626;2;2;-1;38;9
1627;2;2;-1;38;17
1628;2;2;-1;38;14
1629;2;2;-1;38;9
1630;2;2;-1;38;28
1631;2;2;-1;38;24
1632;2;2;-1;38;76
1633;2;2;-1;38;56
1634;2;2;-1;38;31
1635;2;2;-1;38;229
1636;2;2;-1;38;111
1637;2;2;-1;38;78
1638;2;2;-1;38;107
1639;2;2;-1;38;47
1640;2;2;-1;38;57
1641;2;2;-1;38;107
1642;2;2;-1;38;48
1643;2;2;-1;38;86
1644;2;2;-1;38;65
1645;2;2;-1;38;37
1646;2;2;-1;38;104
1647;2;2;-1;38;93
1648;2;2;-1;38;161
1649;2;2;-1;38;386
1650;2;2;-1;38;82
1651;2;2;-1;38;59
1652;2;2;-1;38;50
1653;2;2;-1;38;63
1654;2;2;-1;38;92
1655;2;2;-1;38;44
1656;2;2;-1;38;28
1657;2;2;-1;38;36
1658;2;2;-1;38;55
1659;2;2;-1;38;75
1660;2;2;-1;38;93
1661;2;2;-1;38;89
1662;2;2;-1;38;48
1663;2;2;-1;38;32
1664;2;2;-1;38;21
1665;2;2;-1;38;16
1666;2;2;-1;38;19
1667;2;2;-1;38;20
1668;2;2;-1;38;17
1669;2;2;-1;38;28
1670;2;2;-1;38;17
1671;2;2;-1;38;17
1672;2;2;-1;38;16
1673;2;2;-1;38;17
1674;2;2;-1;38;16
1675;2;2;-1;38;13
1676;2;2;-1;38;19
1677;2;2;-1;38;14
1678;2;2;-1;38;18
1679;2;2;-1;38;18
1680;2;2;-1;38;17
1681;2;2;-1;38;14
1682;2;2;-1;38;18
1683;2;2;-1;38;20
1684;2;2;-1;38;22
1685;2;2;-1;38;13
1686;2;2;-1;38;14
1687;2;2;-1;38;12
1688;2;2;-1;38;17
1689;2;2;-1;38;24
1690;2;2;-1;38;28
1691;2;2;-1;38;32
1692;2;2;-1;38;36
1693;2;2;-1;38;34
1694;2;2;-1;38;39
1695;2;2;-1;38;38
1696;2;2;-1;38;45
1697;2;2;-1;38;39
1698;2;2;-1;38;45
1699;2;2;-1;38;44
1700;2;2;-1;38;42
1701;2;2;-1;38;38
1702;2;2;-1;38;41
1703;2;2;-1;38;40
1704;2;2;-1;38;44
1705;2;2;-1;38;49
1706;2;2;-1;38;50
1707;2;2;-1;38;50
1708;2;2;-1;38;46
1709;2;2;-1;38;54
1710;2;2;-1;38;44
1711;2;2;-1;38;67
1712;2;2;-1;38;78
1713;2;2;-1;38;132
1714;2;2;-1;38;178
1715;2;2;-1;38;192
1716;2;2;-1;38;183
1717;2;2;-1;38;136
1718;2;2;-1;38;96
1719;2;2;-1;38;91
1720;2;2;-1;38;116
1721;2;2;-1;38;72
1722;2;2;-1;38;54
1723;2;2;-1;38;56
1724;2;2;-1;38;47
1725;2;2;-1;38;39
1726;2;2;-1;38;125
1727;2;2;-1;38;284
1728;2;2;-1;38;378
1729;2;2;-1;38;501
1730;2;2;-1;38;278
1731;2;2;-1;38;507
1732;2;2;-1;38;323
1733;2;2;-1;38;190
1734;2;2;-1;38;218
1735;2;2;-1;38;212
1736;2;2;-1;38;270
1737;2;2;-1;38;510
1738;2;2;-1;38;201
1739;2;2;-1;38;196
1740;2;2;-1;38;316
1741;2;2;-1;38;399
1742;2;2;-1;38;207
1743;2;2;-1;38;226
1744;2;2;-1;38;395
1745;2;2;-1;38;282
1746;2;2;-1;38;305
1747;2;2;-1;38;425
1748;2;2;-1;38;407
1749;2;2;-1;38;420
1750;2;2;-1;38;210
1751;2;2;-1;38;317
1752;2;2;-1;38;235
1753;2;2;-1;38;119
1754;2;2;-1;38;76
1755;2;2;-1;38;64
1756;2;2;-1;38;52
1757;2;2;-1;38;54
1758;2;2;-1;38;39
1759;2;2;-1;38;32
1760;2;2;-1;38;46
1761;2;2;-1;38;76
1762;2;2;-1;38;30
1763;2;2;-1;38;47
1764;2;2;-1;38;53
1765;2;2;-1;38;51
1766;2;2;-1;38;61
1767;2;2;-1;38;63
1768;2;2;-1;38;54
1769;2;2;-1;38;48
1770;2;2;-1;38;36
1771;2;2;-1;38;41
1772;2;2;-1;38;45
1773;2;2;-1;38;68
1774;2;2;-1;38;96
1775;2;2;-1;38;48
1776;2;2;-1;38;81
1777;2;2;-1;38;65
1778;2;2;-1;38;86
1779;2;2;-1;38;66
1780;2;2;-1;38;93
1781;2;2;-1;38;63
1782;2;2;-1;38;108
1783;2;2;-1;38;40
1784;2;2;-1;38;30
1785;2;2;-1;38;31
1786;2;2;-1;38;49
1787;2;2;-1;38;37
1788;2;2;-1;38;28
1789;2;2;-1;38;38
1790;2;2;-1;38;43
1791;2;2;-1;38;51
1792;2;2;-1;38;68
1793;2;2;-1;38;54
1794;2;2;-1;38;94
1795;2;2;-1;38;55
1796;2;2;-1;38;33
1797;2;2;-1;38;30
1798;2;2;-1;38;29
1799;2;2;-1;38;32
1800;2;2;-1;38;32
1801;2;2;-1;38;33
1802;2;2;-1;38;34
1803;2;2;-1;38;38
1804;2;2;-1;38;35
1805;2;2;-1;38;34
1806;2;2;-1;38;34
1807;2;2;-1;38;40
1808;2;2;-1;38;39
1809;2;2;-1;38;41
1810;2;2;-1;38;37
1811;2;2;-1;38;47
1812;2;2;-1;38;49
1813;2;2;-1;38;62
1814;2;2;-1;38;58
1815;2;2;-1;38;58
1816;2;2;-1;38;61
1817;2;2;-1;38;47
1818;2;2;-1;38;39
1819;2;2;-1;38;30
1820;2;2;-1;38;23
1821;2;2;-1;38;23
1822;2;2;-1;38;88
1823;2;2;-1;38;19
1824;2;2;-1;38;21
1825;2;2;-1;38;23
1826;2;2;-1;38;27
1827;2;2;-1;38;24
1828;2;2;-1;38;31
1829;2;2;-1;38;36
1830;2;2;-1;38;57
1831;2;2;-1;38;68
1832;2;2;-1;38;86
1833;2;2;-1;38;84
1834;2;2;-1;38;62
1835;2;2;-1;38;65
1836;2;2;-1;38;69
1837;2;2;-1;38;84
1838;2;2;-1;38;102
1839;2;2;-1;38;95
1840;2;2;-1;38;88
1841;2;2;-1;38;107
1842;2;2;-1;38;92
1843;2;2;-1;38;84
1844;2;2;-1;38;80
1845;2;2;-1;38;97
1846;2;2;-1;38;100
1847;2;2;-1;38;102
1848;2;2;-1;38;88
1849;2;2;-1;38;92
1850;2;2;-1;38;86
1851;2;2;-1;38;88
1852;2;2;-1;38;76
1853;2;2;-1;38;77
1854;2;2;-1;38;87
1855;2;2;-1;38;104
1856;2;2;-1;38;89
1857;2;2;-1;38;74
1858;2;2;-1;38;74
1859;2;2;-1;38;68
1860;2;2;-1;38;64
1861;2;2;-1;38;60
1862;2;2;-1;38;47
1863;2;2;-1;38;33
1864;2;2;-1;38;19
1865;2;2;-1;38;9
1866;2;2;-1;38;8
1867;2;2;-1;38;23
1868;2;2;-1;38;22
1869;2;2;-1;38;58
1870;2;2;-1;38;50
1871;2;2;-1;38;59
1872;2;2;-1;38;60
1873;2;2;-1;38;56
1874;2;2;-1;38;49
1875;2;2;-1;38;29
1876;2;2;-1;38;52
1877;2;2;-1;38;42
1878;2;2;-1;38;358
1879;2;2;-1;38;596
1880;2;2;-1;38;553
1881;2;2;-1;38;321
1882;2;2;-1;38;105
1883;2;2;-1;38;74
1884;2;2;-1;38;50
1885;2;2;-1;38;52
1886;2;2;-1;38;45
1887;2;2;-1;38;51
1888;2;2;-1;38;302
1889;2;2;-1;38;57
1890;2;2;-1;38;42
1891;2;2;-1;38;167
1892;2;2;-1;38;28
1893;2;2;-1;38;22
1894;2;2;-1;38;19
1895;2;2;-1;38;19
1896;2;2;-1;38;19
1897;2;2;-1;38;22
1898;2;2;-1;38;85
1899;2;2;-1;38;39
1900;2;2;-1;38;78
1901;2;2;-1;38;92
1902;2;2;-1;38;115
1903;2;2;-1;38;98
1904;2;2;-1;38;129
1905;2;2;-1;38;240
1906;2;2;-1;38;116
1907;2;2;-1;38;62
1908;2;2;-1;38;89
1909;2;2;-1;38;688
1910;2;2;-1;38;188
1911;2;2;-1;38;132
1912;2;2;-1;38;84
1913;2;2;-1;38;84
1914;2;2;-1;38;67
1915;2;2;-1;38;72
1916;2;2;-1;38;86
1917;2;2;-1;38;76
1918;2;2;-1;38;94
1919;2;2;-1;38;126
1920;2;2;-1;38;286
1921;2;2;-1;38;112
1922;2;2;-1;38;80
1923;2;2;-1;38;67
1924;2;2;-1;38;50
1925;2;2;-1;38;88
1926;2;2;-1;38;103
1927;2;2;-1;38;364
1928;2;2;-1;38;83
1929;2;2;-1;38;224
1930;2;2;-1;38;115
1931;2;2;-1;38;865
1932;2;2;-1;38;706
1933;2;2;-1;38;646
1934;2;2;-1;38;491
1935;2;2;-1;38;903
1936;2;2;-1;38;878
1937;2;2;-1;38;778
1938;2;2;-1;38;766
1939;2;2;-1;38;464
1940;2;2;-1;38;122
1941;2;2;-1;38;49
1942;2;2;-1;38;49
1943;2;2;-1;38;45
1944;2;2;-1;38;56
1945;2;2;-1;38;43
1946;2;2;-1;38;55
1947;2;2;-1;38;69
1948;2;2;-1;38;67
1949;2;2;-1;38;78
1950;2;2;-1;38;68
1951;2;2;-1;38;67
1952;2;2;-1;38;66
1953;2;2;-1;38;61
1954;2;2;-1;38;56
1955;2;2;-1;38;71
1956;2;2;-1;38;66
1957;2;2;-1;38;64
1958;2;2;-1;38;90
1959;2;2;-1;38;119
1960;2;2;-1;38;109
1961;2;2;-1;38;130
1962;2;2;-1;38;122
1963;2;2;-1;38;86
1964;2;2;-1;38;81
1965;2;2;-1;38;75
1966;2;2;-1;38;66
1967;2;2;-1;38;74
1968;2;2;-1;38;75
1969;2;2;-1;38;68
1970;2;2;-1;38;71
1971;2;2;-1;38;76
1972;2;2;-1;38;71
1973;2;2;-1;38;55
1974;2;2;-1;38;26
1975;2;2;-1;38;8
1976;2;2;-1;38;7
1977;2;2;-1;38;8
1978;2;2;-1;38;10
1979;2;2;-1;38;27
1980;2;2;-1;38;51
1981;2;2;-1;38;78
1982;2;2;-1;38;121
1983;2;2;-1;38;21
1984;2;2;-1;38;15
1985;2;2;-1;38;42
1986;2;2;-1;38;47
1987;2;2;-1;38;28
1988;2;2;-1;38;25
1989;2;2;-1;38;39
1990;2;2;-1;38;15
1991;2;2;-1;38;27
1992;2;2;-1;38;56
1993;2;2;-1;38;79
1994;2;2;-1;38;45
1995;2;2;-1;38;5
1996;2;2;-1;38;6
1997;2;2;-1;38;5
1998;2;2;-1;38;6
1999;2;2;-1;38;6
2000;2;2;-1;38;6
2001;2;2;-1;38;-2
2002;2;2;-1;38;6
2003;2;2;-1;38;7
2004;2;2;-1;38;8
2005;2;2;-1;38;16
2006;2;2;-1;38;3
2007;2;2;-1;38;11
2008;2;2;-1;38;21
2009;2;2;-1;38;23
2010;2;2;-1;38;21
2011;2;2;-1;38;19
2012;2;2;-1;38;13
2013;2;2;-1;38;7
2014;2;2;-1;38;13
2015;2;2;-1;38;13
2016;2;2;-1;38;7
2017;2;2;-1;38;0
2018;2;2;-1;38;0
2019;2;2;-1;38;-1
2020;2;2;-1;38;0
2021;2;2;-1;38;4
2022;2;2;-1;38;6
2023;2;2;-1;38;4
2024;2;2;-1;38;6
2025;2;2;-1;38;8
2026;2;2;-1;38;7
2027;2;2;-1;38;10
2028;2;2;-1;38;9
2029;2;2;-1;38;6
2030;2;2;-1;38;330
2031;2;2;-1;38;264
2032;2;2;-1;38;710
2033;2;2;-1;38;317
2034;2;2;-1;38;98
2035;2;2;-1;38;20
2036;2;2;-1;38;20
2037;2;2;-1;38;38
2038;2;2;-1;38;381
2039;2;2;-1;38;532
2040;2;2;-1;38;618
2041;2;2;-1;38;594
2042;2;2;-1;38;822
2043;2;2;-1;38;617
2044;2;2;-1;38;352
2045;2;2;-1;38;452
2046;2;2;-1;38;47
2047;2;2;-1;38;59
2048;2;2;-1;38;105
