OID_;ORIG_FID;FID_ne_50m_coastline_Tes_SymDiff_Buffer_30KM;FID_ne_50m_coastline_Test_Clip_Buffer30km;FID_ne_50m_coastli_Testmap_ToPoly;Australia_elevation
94;1;1;-1;4;424
95;1;1;-1;4;424
96;1;1;-1;4;376
97;1;1;-1;4;694
98;1;1;-1;4;540
99;1;1;-1;4;231
100;1;1;-1;4;310
101;1;1;-1;4;847
102;1;1;-1;4;140
103;1;1;-1;4;140
104;1;1;-1;4;189
105;1;1;-1;4;163
106;1;1;-1;4;225
107;1;1;-1;4;274
108;1;1;-1;4;460
109;1;1;-1;4;437
110;1;1;-1;4;466
111;1;1;-1;4;495
112;1;1;-1;4;533
113;1;1;-1;4;554
114;1;1;-1;4;515
115;1;1;-1;4;559
116;1;1;-1;4;517
117;1;1;-1;4;537
118;1;1;-1;4;553
119;1;1;-1;4;462
120;1;1;-1;4;613
121;1;1;-1;4;401
122;1;1;-1;4;319
123;1;1;-1;4;292
124;1;1;-1;4;347
125;1;1;-1;4;435
126;1;1;-1;4;275
127;1;1;-1;4;289
128;1;1;-1;4;252
129;1;1;-1;4;210
130;1;1;-1;4;145
131;1;1;-1;4;210
132;1;1;-1;4;181
133;1;1;-1;4;210
134;1;1;-1;4;198
135;1;1;-1;4;447
136;1;1;-1;4;303
137;1;1;-1;4;314
138;1;1;-1;4;197
139;1;1;-1;4;222
140;1;1;-1;4;298
141;1;1;-1;4;186
142;1;1;-1;4;226
143;1;1;-1;4;259
144;1;1;-1;4;174
145;1;1;-1;4;183
146;1;1;-1;4;306
147;1;1;-1;4;215
148;1;1;-1;4;181
149;1;1;-1;4;155
150;1;1;-1;4;190
151;1;1;-1;4;146
152;1;1;-1;4;239
153;1;1;-1;4;159
154;1;1;-1;4;0
155;1;1;-1;4;281
156;1;1;-1;4;272
157;1;1;-1;4;222
158;1;1;-1;4;206
159;1;1;-1;4;426
160;1;1;-1;4;368
161;1;1;-1;4;487
162;1;1;-1;4;675
163;1;1;-1;4;328
164;1;1;-1;4;553
165;1;1;-1;4;693
166;1;1;-1;4;574
167;1;1;-1;4;261
168;1;1;-1;4;179
169;1;1;-1;4;158
170;1;1;-1;4;191
171;1;1;-1;4;271
172;1;1;-1;4;283
173;1;1;-1;4;487
174;1;1;-1;4;488
175;1;1;-1;4;165
176;1;1;-1;4;444
177;1;1;-1;4;670
178;1;1;-1;4;558
179;1;1;-1;4;272
180;1;1;-1;4;390
181;2;2;-1;38;104
182;2;2;-1;38;105
183;2;2;-1;38;122
184;2;2;-1;38;128
185;2;2;-1;38;93
186;2;2;-1;38;98
187;2;2;-1;38;75
188;2;2;-1;38;109
189;2;2;-1;38;110
190;2;2;-1;38;125
191;2;2;-1;38;105
192;2;2;-1;38;121
193;2;2;-1;38;183
194;2;2;-1;38;228
195;2;2;-1;38;232
196;2;2;-1;38;209
197;2;2;-1;38;151
198;2;2;-1;38;68
199;2;2;-1;38;108
200;2;2;-1;38;152
201;2;2;-1;38;150
202;2;2;-1;38;105
203;2;2;-1;38;183
204;2;2;-1;38;162
205;2;2;-1;38;145
206;2;2;-1;38;98
207;2;2;-1;38;42
208;2;2;-1;38;84
209;2;2;-1;38;145
210;2;2;-1;38;119
211;2;2;-1;38;112
212;2;2;-1;38;126
213;2;2;-1;38;117
214;2;2;-1;38;127
215;2;2;-1;38;127
216;2;2;-1;38;216
217;2;2;-1;38;165
218;2;2;-1;38;182
219;2;2;-1;38;46
220;2;2;-1;38;124
221;2;2;-1;38;165
222;2;2;-1;38;145
223;2;2;-1;38;180
224;2;2;-1;38;164
225;2;2;-1;38;87
226;2;2;-1;38;102
227;2;2;-1;38;99
228;2;2;-1;38;10
229;2;2;-1;38;7
230;2;2;-1;38;94
231;2;2;-1;38;162
232;2;2;-1;38;139
233;2;2;-1;38;134
234;2;2;-1;38;258
235;2;2;-1;38;303
236;2;2;-1;38;286
237;2;2;-1;38;337
238;2;2;-1;38;495
239;2;2;-1;38;660
240;2;2;-1;38;550
241;2;2;-1;38;363
242;2;2;-1;38;354
243;2;2;-1;38;444
244;2;2;-1;38;341
245;2;2;-1;38;287
246;2;2;-1;38;212
247;2;2;-1;38;221
248;2;2;-1;38;73
249;2;2;-1;38;73
250;2;2;-1;38;88
251;2;2;-1;38;61
252;2;2;-1;38;56
253;2;2;-1;38;62
254;2;2;-1;38;71
255;2;2;-1;38;69
256;2;2;-1;38;71
257;2;2;-1;38;113
258;2;2;-1;38;79
259;2;2;-1;38;85
260;2;2;-1;38;49
261;2;2;-1;38;39
262;2;2;-1;38;35
263;2;2;-1;38;30
264;2;2;-1;38;30
265;2;2;-1;38;29
266;2;2;-1;38;28
267;2;2;-1;38;22
268;2;2;-1;38;25
269;2;2;-1;38;29
270;2;2;-1;38;18
271;2;2;-1;38;8
272;2;2;-1;38;9
273;2;2;-1;38;20
274;2;2;-1;38;22
275;2;2;-1;38;21
276;2;2;-1;38;24
277;2;2;-1;38;22
278;2;2;-1;38;19
279;2;2;-1;38;56
280;2;2;-1;38;23
281;2;2;-1;38;24
282;2;2;-1;38;25
283;2;2;-1;38;23
284;2;2;-1;38;23
285;2;2;-1;38;28
286;2;2;-1;38;124
287;2;2;-1;38;102
288;2;2;-1;38;149
289;2;2;-1;38;150
290;2;2;-1;38;112
291;2;2;-1;38;120
292;2;2;-1;38;124
293;2;2;-1;38;139
294;2;2;-1;38;156
295;2;2;-1;38;158
296;2;2;-1;38;108
297;2;2;-1;38;95
298;2;2;-1;38;112
299;2;2;-1;38;96
300;2;2;-1;38;64
301;2;2;-1;38;123
302;2;2;-1;38;132
303;2;2;-1;38;134
304;2;2;-1;38;130
305;2;2;-1;38;132
306;2;2;-1;38;78
307;2;2;-1;38;53
308;2;2;-1;38;44
309;2;2;-1;38;129
310;2;2;-1;38;48
311;2;2;-1;38;55
312;2;2;-1;38;42
313;2;2;-1;38;53
314;2;2;-1;38;57
315;2;2;-1;38;61
316;2;2;-1;38;65
317;2;2;-1;38;66
318;2;2;-1;38;123
319;2;2;-1;38;126
320;2;2;-1;38;180
321;2;2;-1;38;266
322;2;2;-1;38;255
323;2;2;-1;38;172
324;2;2;-1;38;173
325;2;2;-1;38;139
326;2;2;-1;38;111
327;2;2;-1;38;74
328;2;2;-1;38;44
329;2;2;-1;38;50
330;2;2;-1;38;95
331;2;2;-1;38;296
332;2;2;-1;38;177
333;2;2;-1;38;233
334;2;2;-1;38;256
335;2;2;-1;38;174
336;2;2;-1;38;161
337;2;2;-1;38;285
338;2;2;-1;38;509
339;2;2;-1;38;129
340;2;2;-1;38;138
341;2;2;-1;38;118
342;2;2;-1;38;24
343;2;2;-1;38;53
344;2;2;-1;38;96
345;2;2;-1;38;135
346;2;2;-1;38;127
347;2;2;-1;38;141
348;2;2;-1;38;183
349;2;2;-1;38;148
350;2;2;-1;38;155
351;2;2;-1;38;91
352;2;2;-1;38;169
353;2;2;-1;38;120
354;2;2;-1;38;111
355;2;2;-1;38;115
356;2;2;-1;38;111
357;2;2;-1;38;176
358;2;2;-1;38;137
359;2;2;-1;38;176
360;2;2;-1;38;179
361;2;2;-1;38;123
362;2;2;-1;38;93
363;2;2;-1;38;45
364;2;2;-1;38;97
365;2;2;-1;38;53
366;2;2;-1;38;17
367;2;2;-1;38;54
368;2;2;-1;38;74
369;2;2;-1;38;58
370;2;2;-1;38;61
371;2;2;-1;38;44
372;2;2;-1;38;37
373;2;2;-1;38;34
374;2;2;-1;38;12
375;2;2;-1;38;8
376;2;2;-1;38;10
377;2;2;-1;38;165
378;2;2;-1;38;176
379;2;2;-1;38;214
380;2;2;-1;38;245
381;2;2;-1;38;264
382;2;2;-1;38;178
383;2;2;-1;38;253
384;2;2;-1;38;174
385;2;2;-1;38;106
386;2;2;-1;38;174
387;2;2;-1;38;188
388;2;2;-1;38;354
389;2;2;-1;38;240
390;2;2;-1;38;227
391;2;2;-1;38;201
392;2;2;-1;38;292
393;2;2;-1;38;809
394;2;2;-1;38;581
395;2;2;-1;38;256
396;2;2;-1;38;165
397;2;2;-1;38;135
398;2;2;-1;38;223
399;2;2;-1;38;276
400;2;2;-1;38;287
401;2;2;-1;38;226
402;2;2;-1;38;125
403;2;2;-1;38;255
404;2;2;-1;38;567
405;2;2;-1;38;244
406;2;2;-1;38;233
407;2;2;-1;38;219
408;2;2;-1;38;213
409;2;2;-1;38;169
410;2;2;-1;38;80
411;2;2;-1;38;94
412;2;2;-1;38;136
413;2;2;-1;38;166
414;2;2;-1;38;385
415;2;2;-1;38;459
416;2;2;-1;38;177
417;2;2;-1;38;121
418;2;2;-1;38;160
419;2;2;-1;38;412
420;2;2;-1;38;560
421;2;2;-1;38;539
422;2;2;-1;38;354
423;2;2;-1;38;239
424;2;2;-1;38;124
425;2;2;-1;38;204
426;2;2;-1;38;426
427;2;2;-1;38;335
428;2;2;-1;38;236
429;2;2;-1;38;209
430;2;2;-1;38;358
431;2;2;-1;38;299
432;2;2;-1;38;137
433;2;2;-1;38;123
434;2;2;-1;38;118
435;2;2;-1;38;130
436;2;2;-1;38;179
437;2;2;-1;38;149
438;2;2;-1;38;182
439;2;2;-1;38;165
440;2;2;-1;38;149
441;2;2;-1;38;172
442;2;2;-1;38;195
443;2;2;-1;38;111
444;2;2;-1;38;145
445;2;2;-1;38;156
446;2;2;-1;38;127
447;2;2;-1;38;125
448;2;2;-1;38;124
449;2;2;-1;38;116
450;2;2;-1;38;123
451;2;2;-1;38;113
452;2;2;-1;38;96
453;2;2;-1;38;57
454;2;2;-1;38;81
455;2;2;-1;38;133
456;2;2;-1;38;130
457;2;2;-1;38;131
458;2;2;-1;38;154
459;2;2;-1;38;145
460;2;2;-1;38;132
461;2;2;-1;38;163
462;2;2;-1;38;40
463;2;2;-1;38;36
464;2;2;-1;38;113
465;2;2;-1;38;108
466;2;2;-1;38;186
467;2;2;-1;38;104
468;2;2;-1;38;114
469;2;2;-1;38;235
470;2;2;-1;38;226
471;2;2;-1;38;219
472;2;2;-1;38;288
473;2;2;-1;38;334
474;2;2;-1;38;381
475;2;2;-1;38;363
476;2;2;-1;38;362
477;2;2;-1;38;411
478;2;2;-1;38;365
479;2;2;-1;38;417
480;2;2;-1;38;514
481;2;2;-1;38;317
482;2;2;-1;38;378
483;2;2;-1;38;342
484;2;2;-1;38;22
485;2;2;-1;38;18
486;2;2;-1;38;33
487;2;2;-1;38;20
488;2;2;-1;38;23
489;2;2;-1;38;15
490;2;2;-1;38;15
491;2;2;-1;38;14
492;2;2;-1;38;17
493;2;2;-1;38;18
494;2;2;-1;38;13
495;2;2;-1;38;16
496;2;2;-1;38;21
497;2;2;-1;38;23
498;2;2;-1;38;18
499;2;2;-1;38;18
500;2;2;-1;38;12
501;2;2;-1;38;12
502;2;2;-1;38;12
503;2;2;-1;38;78
504;2;2;-1;38;34
505;2;2;-1;38;70
506;2;2;-1;38;22
507;2;2;-1;38;11
508;2;2;-1;38;9
509;2;2;-1;38;11
510;2;2;-1;38;14
511;2;2;-1;38;28
512;2;2;-1;38;62
513;2;2;-1;38;73
514;2;2;-1;38;80
515;2;2;-1;38;78
516;2;2;-1;38;51
517;2;2;-1;38;57
518;2;2;-1;38;143
519;2;2;-1;38;228
520;2;2;-1;38;209
521;2;2;-1;38;21
522;2;2;-1;38;324
523;2;2;-1;38;318
524;2;2;-1;38;406
525;2;2;-1;38;355
526;2;2;-1;38;587
527;2;2;-1;38;721
528;2;2;-1;38;717
529;2;2;-1;38;694
530;2;2;-1;38;325
531;2;2;-1;38;540
532;2;2;-1;38;251
533;2;2;-1;38;217
534;2;2;-1;38;359
535;2;2;-1;38;211
536;2;2;-1;38;251
537;2;2;-1;38;134
538;2;2;-1;38;542
539;2;2;-1;38;324
540;2;2;-1;38;852
541;2;2;-1;38;246
542;2;2;-1;38;275
543;2;2;-1;38;236
544;2;2;-1;38;675
545;2;2;-1;38;524
546;2;2;-1;38;470
547;2;2;-1;38;719
548;2;2;-1;38;689
549;2;2;-1;38;204
550;2;2;-1;38;174
551;2;2;-1;38;188
552;2;2;-1;38;205
553;2;2;-1;38;541
554;2;2;-1;38;247
555;2;2;-1;38;552
556;2;2;-1;38;87
557;2;2;-1;38;107
558;2;2;-1;38;92
559;2;2;-1;38;124
560;2;2;-1;38;134
561;2;2;-1;38;132
562;2;2;-1;38;155
563;2;2;-1;38;146
564;2;2;-1;38;161
565;2;2;-1;38;158
566;2;2;-1;38;185
567;2;2;-1;38;183
568;2;2;-1;38;158
569;2;2;-1;38;183
570;2;2;-1;38;184
571;2;2;-1;38;145
572;2;2;-1;38;99
573;2;2;-1;38;136
574;2;2;-1;38;178
575;2;2;-1;38;151
576;2;2;-1;38;188
577;2;2;-1;38;219
578;2;2;-1;38;239
579;2;2;-1;38;168
580;2;2;-1;38;179
581;2;2;-1;38;154
582;2;2;-1;38;99
583;2;2;-1;38;137
584;2;2;-1;38;117
585;2;2;-1;38;108
586;2;2;-1;38;30
587;2;2;-1;38;56
588;2;2;-1;38;33
589;2;2;-1;38;143
590;2;2;-1;38;138
591;2;2;-1;38;169
592;2;2;-1;38;151
593;2;2;-1;38;171
594;2;2;-1;38;140
595;2;2;-1;38;181
596;2;2;-1;38;173
597;2;2;-1;38;137
598;2;2;-1;38;126
599;2;2;-1;38;147
600;2;2;-1;38;69
601;2;2;-1;38;180
602;2;2;-1;38;276
603;2;2;-1;38;270
604;2;2;-1;38;154
605;2;2;-1;38;222
606;2;2;-1;38;240
607;2;2;-1;38;225
608;2;2;-1;38;195
609;2;2;-1;38;250
610;2;2;-1;38;224
611;2;2;-1;38;195
612;2;2;-1;38;272
613;2;2;-1;38;180
614;2;2;-1;38;112
615;2;2;-1;38;101
616;2;2;-1;38;118
617;2;2;-1;38;120
618;2;2;-1;38;88
619;2;2;-1;38;132
620;2;2;-1;38;139
621;2;2;-1;38;150
622;2;2;-1;38;153
623;2;2;-1;38;154
624;2;2;-1;38;149
625;2;2;-1;38;151
626;2;2;-1;38;159
627;2;2;-1;38;152
628;2;2;-1;38;168
629;2;2;-1;38;140
630;2;2;-1;38;95
631;2;2;-1;38;145
632;2;2;-1;38;189
633;2;2;-1;38;149
634;2;2;-1;38;152
635;2;2;-1;38;95
636;2;2;-1;38;78
637;2;2;-1;38;148
638;2;2;-1;38;179
639;2;2;-1;38;189
640;2;2;-1;38;159
641;2;2;-1;38;137
642;2;2;-1;38;169
643;2;2;-1;38;93
644;2;2;-1;38;214
645;2;2;-1;38;270
646;2;2;-1;38;208
647;2;2;-1;38;293
648;2;2;-1;38;254
649;2;2;-1;38;189
650;2;2;-1;38;246
651;2;2;-1;38;246
652;2;2;-1;38;293
653;2;2;-1;38;244
654;2;2;-1;38;191
655;2;2;-1;38;139
656;2;2;-1;38;84
657;2;2;-1;38;109
658;2;2;-1;38;121
659;2;2;-1;38;118
660;2;2;-1;38;96
661;2;2;-1;38;118
662;2;2;-1;38;110
663;2;2;-1;38;103
664;2;2;-1;38;137
665;2;2;-1;38;156
666;2;2;-1;38;179
667;2;2;-1;38;211
668;2;2;-1;38;177
669;2;2;-1;38;117
670;2;2;-1;38;119
671;2;2;-1;38;115
672;2;2;-1;38;118
673;2;2;-1;38;129
674;2;2;-1;38;160
675;2;2;-1;38;145
676;2;2;-1;38;159
677;2;2;-1;38;161
678;2;2;-1;38;157
679;2;2;-1;38;149
680;2;2;-1;38;133
681;2;2;-1;38;134
682;2;2;-1;38;128
683;2;2;-1;38;120
684;2;2;-1;38;124
685;2;2;-1;38;139
686;2;2;-1;38;164
687;2;2;-1;38;133
688;2;2;-1;38;161
689;2;2;-1;38;154
690;2;2;-1;38;171
691;2;2;-1;38;171
692;2;2;-1;38;182
693;2;2;-1;38;176
694;2;2;-1;38;143
695;2;2;-1;38;188
696;2;2;-1;38;193
697;2;2;-1;38;174
698;2;2;-1;38;204
699;2;2;-1;38;130
700;2;2;-1;38;106
701;2;2;-1;38;110
702;2;2;-1;38;124
703;2;2;-1;38;147
704;2;2;-1;38;141
705;2;2;-1;38;148
706;2;2;-1;38;144
707;2;2;-1;38;145
708;2;2;-1;38;145
709;2;2;-1;38;147
710;2;2;-1;38;137
711;2;2;-1;38;143
712;2;2;-1;38;143
713;2;2;-1;38;143
714;2;2;-1;38;135
715;2;2;-1;38;130
716;2;2;-1;38;128
717;2;2;-1;38;131
718;2;2;-1;38;127
719;2;2;-1;38;165
720;2;2;-1;38;137
721;2;2;-1;38;116
722;2;2;-1;38;116
723;2;2;-1;38;111
724;2;2;-1;38;108
725;2;2;-1;38;113
726;2;2;-1;38;124
727;2;2;-1;38;128
728;2;2;-1;38;130
729;2;2;-1;38;127
730;2;2;-1;38;118
731;2;2;-1;38;123
732;2;2;-1;38;130
733;2;2;-1;38;137
734;2;2;-1;38;132
735;2;2;-1;38;129
736;2;2;-1;38;126
737;2;2;-1;38;121
738;2;2;-1;38;120
739;2;2;-1;38;120
740;2;2;-1;38;110
741;2;2;-1;38;132
742;2;2;-1;38;154
743;2;2;-1;38;140
744;2;2;-1;38;195
745;2;2;-1;38;109
746;2;2;-1;38;102
747;2;2;-1;38;68
748;2;2;-1;38;57
749;2;2;-1;38;59
750;2;2;-1;38;57
751;2;2;-1;38;63
752;2;2;-1;38;81
753;2;2;-1;38;56
754;2;2;-1;38;45
755;2;2;-1;38;54
756;2;2;-1;38;49
757;2;2;-1;38;36
758;2;2;-1;38;43
759;2;2;-1;38;40
760;2;2;-1;38;48
761;2;2;-1;38;27
762;2;2;-1;38;27
763;2;2;-1;38;56
764;2;2;-1;38;66
765;2;2;-1;38;81
766;2;2;-1;38;69
767;2;2;-1;38;36
768;2;2;-1;38;32
769;2;2;-1;38;36
770;2;2;-1;38;68
771;2;2;-1;38;104
772;2;2;-1;38;49
773;2;2;-1;38;43
774;2;2;-1;38;46
775;2;2;-1;38;38
776;2;2;-1;38;38
777;2;2;-1;38;47
778;2;2;-1;38;47
779;2;2;-1;38;66
780;2;2;-1;38;94
781;2;2;-1;38;154
782;2;2;-1;38;246
783;2;2;-1;38;229
784;2;2;-1;38;172
785;2;2;-1;38;251
786;2;2;-1;38;177
787;2;2;-1;38;134
788;2;2;-1;38;169
789;2;2;-1;38;173
790;2;2;-1;38;131
791;2;2;-1;38;182
792;2;2;-1;38;247
793;2;2;-1;38;249
794;2;2;-1;38;226
795;2;2;-1;38;227
796;2;2;-1;38;281
797;2;2;-1;38;317
798;2;2;-1;38;352
799;2;2;-1;38;350
800;2;2;-1;38;345
801;2;2;-1;38;354
802;2;2;-1;38;262
803;2;2;-1;38;188
804;2;2;-1;38;148
805;2;2;-1;38;97
806;2;2;-1;38;71
807;2;2;-1;38;112
808;2;2;-1;38;100
809;2;2;-1;38;125
810;2;2;-1;38;229
811;2;2;-1;38;149
812;2;2;-1;38;121
813;2;2;-1;38;125
814;2;2;-1;38;114
815;2;2;-1;38;141
816;2;2;-1;38;156
817;2;2;-1;38;160
818;2;2;-1;38;253
819;2;2;-1;38;190
820;2;2;-1;38;114
821;2;2;-1;38;90
822;2;2;-1;38;97
823;2;2;-1;38;89
824;2;2;-1;38;78
825;2;2;-1;38;86
826;2;2;-1;38;100
827;2;2;-1;38;98
828;2;2;-1;38;92
829;2;2;-1;38;83
830;2;2;-1;38;92
831;2;2;-1;38;84
832;2;2;-1;38;69
833;2;2;-1;38;77
834;2;2;-1;38;54
835;2;2;-1;38;77
836;2;2;-1;38;132
837;2;2;-1;38;90
838;2;2;-1;38;87
839;2;2;-1;38;213
840;2;2;-1;38;196
841;2;2;-1;38;116
842;2;2;-1;38;121
843;2;2;-1;38;115
844;2;2;-1;38;154
845;2;2;-1;38;291
846;2;2;-1;38;246
847;2;2;-1;38;168
848;2;2;-1;38;109
849;2;2;-1;38;97
850;2;2;-1;38;102
851;2;2;-1;38;99
852;2;2;-1;38;93
853;2;2;-1;38;98
854;2;2;-1;38;92
855;2;2;-1;38;120
856;2;2;-1;38;163
857;2;2;-1;38;265
858;2;2;-1;38;295
859;2;2;-1;38;250
860;2;2;-1;38;314
861;2;2;-1;38;360
862;2;2;-1;38;411
863;2;2;-1;38;298
864;2;2;-1;38;340
865;2;2;-1;38;263
866;2;2;-1;38;214
867;2;2;-1;38;122
868;2;2;-1;38;120
869;2;2;-1;38;70
870;2;2;-1;38;176
871;2;2;-1;38;161
872;2;2;-1;38;84
873;2;2;-1;38;82
874;2;2;-1;38;100
875;2;2;-1;38;101
876;2;2;-1;38;93
877;2;2;-1;38;44
878;2;2;-1;38;73
879;2;2;-1;38;57
880;2;2;-1;38;105
881;2;2;-1;38;67
882;2;2;-1;38;84
883;2;2;-1;38;83
884;2;2;-1;38;115
885;2;2;-1;38;88
886;2;2;-1;38;95
887;2;2;-1;38;300
888;2;2;-1;38;136
889;2;2;-1;38;228
890;2;2;-1;38;328
891;2;2;-1;38;455
892;2;2;-1;38;371
893;2;2;-1;38;528
894;2;2;-1;38;601
895;2;2;-1;38;733
896;2;2;-1;38;724
897;2;2;-1;38;666
898;2;2;-1;38;437
899;2;2;-1;38;411
900;2;2;-1;38;430
901;2;2;-1;38;201
902;2;2;-1;38;275
903;2;2;-1;38;325
904;2;2;-1;38;245
905;2;2;-1;38;163
906;2;2;-1;38;236
907;2;2;-1;38;110
908;2;2;-1;38;180
909;2;2;-1;38;296
910;2;2;-1;38;317
911;2;2;-1;38;270
912;2;2;-1;38;241
913;2;2;-1;38;315
914;2;2;-1;38;294
915;2;2;-1;38;304
916;2;2;-1;38;252
917;2;2;-1;38;302
918;2;2;-1;38;247
919;2;2;-1;38;218
920;2;2;-1;38;70
921;2;2;-1;38;238
922;2;2;-1;38;248
923;2;2;-1;38;265
924;2;2;-1;38;42
925;2;2;-1;38;47
926;2;2;-1;38;34
927;2;2;-1;38;14
928;2;2;-1;38;30
929;2;2;-1;38;34
930;2;2;-1;38;39
931;2;2;-1;38;46
932;2;2;-1;38;54
933;2;2;-1;38;65
934;2;2;-1;38;72
935;2;2;-1;38;70
936;2;2;-1;38;68
937;2;2;-1;38;63
938;2;2;-1;38;148
939;2;2;-1;38;158
940;2;2;-1;38;159
941;2;2;-1;38;99
942;2;2;-1;38;99
943;2;2;-1;38;109
944;2;2;-1;38;114
945;2;2;-1;38;115
946;2;2;-1;38;115
947;2;2;-1;38;115
948;2;2;-1;38;108
949;2;2;-1;38;118
950;2;2;-1;38;122
951;2;2;-1;38;125
952;2;2;-1;38;119
953;2;2;-1;38;132
954;2;2;-1;38;129
955;2;2;-1;38;131
956;2;2;-1;38;124
957;2;2;-1;38;127
958;2;2;-1;38;123
959;2;2;-1;38;123
960;2;2;-1;38;125
961;2;2;-1;38;129
962;2;2;-1;38;126
963;2;2;-1;38;130
964;2;2;-1;38;138
965;2;2;-1;38;133
966;2;2;-1;38;135
967;2;2;-1;38;142
968;2;2;-1;38;134
969;2;2;-1;38;132
970;2;2;-1;38;129
971;2;2;-1;38;133
972;2;2;-1;38;131
973;2;2;-1;38;133
974;2;2;-1;38;131
975;2;2;-1;38;138
976;2;2;-1;38;143
977;2;2;-1;38;145
978;2;2;-1;38;147
979;2;2;-1;38;19
980;2;2;-1;38;18
981;2;2;-1;38;20
982;2;2;-1;38;23
983;2;2;-1;38;22
984;2;2;-1;38;22
985;2;2;-1;38;23
986;2;2;-1;38;25
987;2;2;-1;38;25
988;2;2;-1;38;21
989;2;2;-1;38;20
990;2;2;-1;38;18
991;2;2;-1;38;17
992;2;2;-1;38;53
993;2;2;-1;38;98
994;2;2;-1;38;97
995;2;2;-1;38;93
996;2;2;-1;38;91
997;2;2;-1;38;95
998;2;2;-1;38;99
999;2;2;-1;38;98
1000;2;2;-1;38;95
1001;2;2;-1;38;95
1002;2;2;-1;38;92
1003;2;2;-1;38;90
1004;2;2;-1;38;93
1005;2;2;-1;38;90
1006;2;2;-1;38;99
1007;2;2;-1;38;95
1008;2;2;-1;38;99
1009;2;2;-1;38;104
1010;2;2;-1;38;99
1011;2;2;-1;38;99
1012;2;2;-1;38;94
1013;2;2;-1;38;112
1014;2;2;-1;38;112
1015;2;2;-1;38;116
1016;2;2;-1;38;118
1017;2;2;-1;38;125
1018;2;2;-1;38;118
1019;2;2;-1;38;121
1020;2;2;-1;38;118
1021;2;2;-1;38;116
1022;2;2;-1;38;117
1023;2;2;-1;38;111
1024;2;2;-1;38;112
1025;2;2;-1;38;111
1026;2;2;-1;38;106
1027;2;2;-1;38;100
1028;2;2;-1;38;100
1029;2;2;-1;38;103
1030;2;2;-1;38;104
1031;2;2;-1;38;103
1032;2;2;-1;38;106
1033;2;2;-1;38;104
1034;2;2;-1;38;102
1035;2;2;-1;38;100
1036;2;2;-1;38;96
1037;2;2;-1;38;99
1038;2;2;-1;38;92
1039;2;2;-1;38;86
1040;2;2;-1;38;84
1041;2;2;-1;38;86
1042;2;2;-1;38;86
1043;2;2;-1;38;89
1044;2;2;-1;38;23
1045;2;2;-1;38;20
1046;2;2;-1;38;19
1047;2;2;-1;38;17
1048;2;2;-1;38;20
1049;2;2;-1;38;71
1050;2;2;-1;38;73
1051;2;2;-1;38;70
1052;2;2;-1;38;71
1053;2;2;-1;38;73
1054;2;2;-1;38;74
1055;2;2;-1;38;77
1056;2;2;-1;38;84
