OID_;ORIG_FID;FID_ne_50m_coastline_Tes_SymDiff_Buffer_20KM;FID_ne_50m_coastline_Test_Clip_Buffer20km;FID_ne_50m_coastli_Testmap_ToPoly;Australia_elevation
1028;4;4;-1;38;121
1029;4;4;-1;38;126
1030;4;4;-1;38;127
1031;4;4;-1;38;132
1032;4;4;-1;38;132
1033;4;4;-1;38;126
1034;4;4;-1;38;133
1035;4;4;-1;38;134
1036;4;4;-1;38;132
1037;4;4;-1;38;133
1038;4;4;-1;38;137
1039;4;4;-1;38;139
1040;4;4;-1;38;139
1041;4;4;-1;38;147
1042;4;4;-1;38;152
1043;4;4;-1;38;145
1044;4;4;-1;38;149
1045;4;4;-1;38;20
1046;4;4;-1;38;22
1047;4;4;-1;38;21
1048;4;4;-1;38;20
1049;4;4;-1;38;23
1050;4;4;-1;38;19
1051;4;4;-1;38;19
1052;4;4;-1;38;26
1053;4;4;-1;38;26
1054;4;4;-1;38;21
1055;4;4;-1;38;26
1056;4;4;-1;38;16
1057;4;4;-1;38;13
1058;4;4;-1;38;12
1059;4;4;-1;38;12
1060;4;4;-1;38;8
1061;4;4;-1;38;7
1062;4;4;-1;38;6
1063;4;4;-1;38;84
1064;4;4;-1;38;92
1065;4;4;-1;38;90
1066;4;4;-1;38;92
1067;4;4;-1;38;91
1068;4;4;-1;38;88
1069;4;4;-1;38;81
1070;4;4;-1;38;86
1071;4;4;-1;38;91
1072;4;4;-1;38;91
1073;4;4;-1;38;89
1074;4;4;-1;38;90
1075;4;4;-1;38;94
1076;4;4;-1;38;98
1077;4;4;-1;38;96
1078;4;4;-1;38;98
1079;4;4;-1;38;101
1080;4;4;-1;38;103
1081;4;4;-1;38;106
1082;4;4;-1;38;108
1083;4;4;-1;38;110
1084;4;4;-1;38;110
1085;4;4;-1;38;103
1086;4;4;-1;38;102
1087;4;4;-1;38;105
1088;4;4;-1;38;101
1089;4;4;-1;38;96
1090;4;4;-1;38;96
1091;4;4;-1;38;96
1092;4;4;-1;38;95
1093;4;4;-1;38;91
1094;4;4;-1;38;94
1095;4;4;-1;38;89
1096;4;4;-1;38;24
1097;4;4;-1;38;14
1098;4;4;-1;38;15
1099;4;4;-1;38;17
1100;4;4;-1;38;18
1101;4;4;-1;38;17
1102;4;4;-1;38;16
1103;4;4;-1;38;16
1104;4;4;-1;38;17
1105;4;4;-1;38;17
1106;4;4;-1;38;16
1107;4;4;-1;38;17
1108;4;4;-1;38;17
1109;4;4;-1;38;16
1110;4;4;-1;38;15
1111;4;4;-1;38;18
1112;4;4;-1;38;16
1113;4;4;-1;38;17
1114;4;4;-1;38;18
1115;4;4;-1;38;20
1116;4;4;-1;38;90
1117;4;4;-1;38;94
1118;4;4;-1;38;97
1119;4;4;-1;38;95
1120;4;4;-1;38;99
1121;4;4;-1;38;99
1122;4;4;-1;38;99
1123;4;4;-1;38;104
1124;4;4;-1;38;107
1125;4;4;-1;38;104
1126;4;4;-1;38;106
1127;4;4;-1;38;104
1128;4;4;-1;38;106
1129;4;4;-1;38;40
1130;4;4;-1;38;25
1131;4;4;-1;38;21
1132;4;4;-1;38;22
1133;4;4;-1;38;55
1134;4;4;-1;38;89
1135;4;4;-1;38;123
1136;4;4;-1;38;155
1137;4;4;-1;38;138
1138;4;4;-1;38;99
1139;4;4;-1;38;158
1140;4;4;-1;38;174
1141;4;4;-1;38;144
1142;4;4;-1;38;110
1143;4;4;-1;38;93
1144;4;4;-1;38;89
1145;4;4;-1;38;80
1146;4;4;-1;38;84
1147;4;4;-1;38;38
1148;4;4;-1;38;43
1149;4;4;-1;38;31
1150;4;4;-1;38;35
1151;4;4;-1;38;36
1152;4;4;-1;38;40
1153;4;4;-1;38;49
1154;4;4;-1;38;44
1155;4;4;-1;38;47
1156;4;4;-1;38;46
1157;4;4;-1;38;51
1158;4;4;-1;38;31
1159;4;4;-1;38;44
1160;4;4;-1;38;49
1161;4;4;-1;38;54
1162;4;4;-1;38;59
1163;4;4;-1;38;66
1164;4;4;-1;38;62
1165;4;4;-1;38;53
1166;4;4;-1;38;43
1167;4;4;-1;38;53
1168;4;4;-1;38;46
1169;4;4;-1;38;39
1170;4;4;-1;38;37
1171;4;4;-1;38;54
1172;4;4;-1;38;30
1173;4;4;-1;38;32
1174;4;4;-1;38;34
1175;4;4;-1;38;44
1176;4;4;-1;38;29
1177;4;4;-1;38;19
1178;4;4;-1;38;57
1179;4;4;-1;38;40
1180;4;4;-1;38;28
1181;4;4;-1;38;11
1182;4;4;-1;38;20
1183;4;4;-1;38;15
1184;4;4;-1;38;28
1185;4;4;-1;38;29
1186;4;4;-1;38;34
1187;4;4;-1;38;57
1188;4;4;-1;38;105
1189;4;4;-1;38;108
1190;4;4;-1;38;89
1191;4;4;-1;38;97
1192;4;4;-1;38;41
1193;4;4;-1;38;46
1194;4;4;-1;38;33
1195;4;4;-1;38;10
1196;4;4;-1;38;21
1197;4;4;-1;38;44
1198;4;4;-1;38;60
1199;4;4;-1;38;46
1200;4;4;-1;38;39
1201;4;4;-1;38;41
1202;4;4;-1;38;40
1203;4;4;-1;38;44
1204;4;4;-1;38;51
1205;4;4;-1;38;45
1206;4;4;-1;38;59
1207;4;4;-1;38;52
1208;4;4;-1;38;51
1209;4;4;-1;38;48
1210;4;4;-1;38;46
1211;4;4;-1;38;45
1212;4;4;-1;38;55
1213;4;4;-1;38;74
1214;4;4;-1;38;66
1215;4;4;-1;38;77
1216;4;4;-1;38;59
1217;4;4;-1;38;70
1218;4;4;-1;38;104
1219;4;4;-1;38;166
1220;4;4;-1;38;157
1221;4;4;-1;38;454
1222;4;4;-1;38;422
1223;4;4;-1;38;467
1224;4;4;-1;38;411
1225;4;4;-1;38;402
1226;4;4;-1;38;637
1227;4;4;-1;38;599
1228;4;4;-1;38;495
1229;4;4;-1;38;506
1230;4;4;-1;38;375
1231;4;4;-1;38;403
1232;4;4;-1;38;578
1233;4;4;-1;38;644
1234;4;4;-1;38;328
1235;4;4;-1;38;209
1236;4;4;-1;38;249
1237;4;4;-1;38;44
1238;4;4;-1;38;23
1239;4;4;-1;38;5
1240;4;4;-1;38;39
1241;4;4;-1;38;16
1242;4;4;-1;38;38
1243;4;4;-1;38;98
1244;4;4;-1;38;227
1245;4;4;-1;38;235
1246;4;4;-1;38;149
1247;4;4;-1;38;274
1248;4;4;-1;38;58
1249;4;4;-1;38;29
1250;4;4;-1;38;32
1251;4;4;-1;38;42
1252;4;4;-1;38;118
1253;4;4;-1;38;116
1254;4;4;-1;38;201
1255;4;4;-1;38;30
1256;4;4;-1;38;111
1257;4;4;-1;38;128
1258;4;4;-1;38;12
1259;4;4;-1;38;37
1260;4;4;-1;38;7
1261;4;4;-1;38;7
1262;4;4;-1;38;57
1263;4;4;-1;38;121
1264;4;4;-1;38;165
1265;4;4;-1;38;96
1266;4;4;-1;38;50
1267;4;4;-1;38;4
1268;4;4;-1;38;6
1269;4;4;-1;38;71
1270;4;4;-1;38;76
1271;4;4;-1;38;91
1272;4;4;-1;38;10
1273;4;4;-1;38;6
1274;4;4;-1;38;44
1275;4;4;-1;38;45
1276;4;4;-1;38;22
1277;4;4;-1;38;14
1278;4;4;-1;38;16
1279;4;4;-1;38;12
1280;4;4;-1;38;14
1281;4;4;-1;38;36
1282;4;4;-1;38;37
1283;4;4;-1;38;37
1284;4;4;-1;38;2
1285;4;4;-1;38;2
1286;4;4;-1;38;0
1287;4;4;-1;38;22
1288;4;4;-1;38;41
1289;4;4;-1;38;52
1290;4;4;-1;38;95
1291;4;4;-1;38;51
1292;4;4;-1;38;33
1293;4;4;-1;38;14
1294;4;4;-1;38;60
1295;4;4;-1;38;58
1296;4;4;-1;38;54
1297;4;4;-1;38;62
1298;4;4;-1;38;83
1299;4;4;-1;38;123
1300;4;4;-1;38;87
1301;4;4;-1;38;84
1302;4;4;-1;38;114
1303;4;4;-1;38;221
1304;4;4;-1;38;159
1305;4;4;-1;38;141
1306;4;4;-1;38;132
1307;4;4;-1;38;89
1308;4;4;-1;38;56
1309;4;4;-1;38;44
1310;4;4;-1;38;42
1311;4;4;-1;38;37
1312;4;4;-1;38;52
1313;4;4;-1;38;61
1314;4;4;-1;38;53
1315;4;4;-1;38;45
1316;4;4;-1;38;52
1317;4;4;-1;38;55
1318;4;4;-1;38;54
1319;4;4;-1;38;63
1320;4;4;-1;38;56
1321;4;4;-1;38;57
1322;4;4;-1;38;68
1323;4;4;-1;38;66
1324;4;4;-1;38;63
1325;4;4;-1;38;65
1326;4;4;-1;38;73
1327;4;4;-1;38;70
1328;4;4;-1;38;66
1329;4;4;-1;38;65
1330;4;4;-1;38;62
1331;4;4;-1;38;59
1332;4;4;-1;38;66
1333;4;4;-1;38;69
1334;4;4;-1;38;66
1335;4;4;-1;38;72
1336;4;4;-1;38;72
1337;4;4;-1;38;71
1338;4;4;-1;38;75
1339;4;4;-1;38;76
1340;4;4;-1;38;67
1341;4;4;-1;38;75
1342;4;4;-1;38;78
1343;4;4;-1;38;82
1344;4;4;-1;38;82
1345;4;4;-1;38;85
1346;4;4;-1;38;81
1347;4;4;-1;38;81
1348;4;4;-1;38;86
1349;4;4;-1;38;88
1350;4;4;-1;38;96
1351;4;4;-1;38;90
1352;4;4;-1;38;87
1353;4;4;-1;38;93
1354;4;4;-1;38;90
1355;4;4;-1;38;74
1356;4;4;-1;38;63
1357;4;4;-1;38;56
1358;4;4;-1;38;59
1359;4;4;-1;38;56
1360;4;4;-1;38;59
1361;4;4;-1;38;60
1362;4;4;-1;38;63
1363;4;4;-1;38;62
1364;4;4;-1;38;63
1365;4;4;-1;38;69
1366;4;4;-1;38;67
1367;4;4;-1;38;66
1368;4;4;-1;38;62
1369;4;4;-1;38;56
1370;4;4;-1;38;65
1371;4;4;-1;38;33
1372;4;4;-1;38;186
1373;4;4;-1;38;83
1374;4;4;-1;38;48
1375;4;4;-1;38;67
1376;4;4;-1;38;141
1377;4;4;-1;38;16
1378;4;4;-1;38;63
1379;4;4;-1;38;73
1380;4;4;-1;38;59
1381;4;4;-1;38;30
1382;4;4;-1;38;8
1383;4;4;-1;38;0
1384;4;4;-1;38;0
1385;4;4;-1;38;77
1386;4;4;-1;38;46
1387;4;4;-1;38;94
1388;4;4;-1;38;66
1389;4;4;-1;38;16
1390;4;4;-1;38;35
1391;4;4;-1;38;32
1392;4;4;-1;38;12
1393;4;4;-1;38;35
1394;4;4;-1;38;67
1395;4;4;-1;38;69
1396;4;4;-1;38;58
1397;4;4;-1;38;142
1398;4;4;-1;38;336
1399;4;4;-1;38;112
1400;4;4;-1;38;217
1401;4;4;-1;38;353
1402;4;4;-1;38;558
1403;4;4;-1;38;535
1404;4;4;-1;38;286
1405;4;4;-1;38;26
1406;4;4;-1;38;44
1407;4;4;-1;38;54
1408;4;4;-1;38;57
1409;4;4;-1;38;57
1410;4;4;-1;38;68
1411;4;4;-1;38;71
1412;4;4;-1;38;81
1413;4;4;-1;38;79
1414;4;4;-1;38;109
1415;4;4;-1;38;67
1416;4;4;-1;38;108
1417;4;4;-1;38;130
1418;4;4;-1;38;143
1419;4;4;-1;38;110
1420;4;4;-1;38;184
1421;4;4;-1;38;247
1422;4;4;-1;38;232
1423;4;4;-1;38;193
1424;4;4;-1;38;170
1425;4;4;-1;38;51
1426;4;4;-1;38;125
1427;4;4;-1;38;149
1428;4;4;-1;38;132
1429;4;4;-1;38;140
1430;4;4;-1;38;173
1431;4;4;-1;38;184
1432;4;4;-1;38;250
1433;4;4;-1;38;252
1434;4;4;-1;38;159
1435;4;4;-1;38;201
1436;4;4;-1;38;166
1437;4;4;-1;38;161
1438;4;4;-1;38;222
1439;4;4;-1;38;260
1440;4;4;-1;38;243
1441;4;4;-1;38;189
1442;4;4;-1;38;167
1443;4;4;-1;38;183
1444;4;4;-1;38;148
1445;4;4;-1;38;220
1446;4;4;-1;38;303
1447;4;4;-1;38;528
1448;4;4;-1;38;322
1449;4;4;-1;38;14
1450;4;4;-1;38;22
1451;4;4;-1;38;361
1452;4;4;-1;38;232
1453;4;4;-1;38;359
1454;4;4;-1;38;406
1455;4;4;-1;38;417
1456;4;4;-1;38;217
1457;4;4;-1;38;26
1458;4;4;-1;38;62
1459;4;4;-1;38;119
1460;4;4;-1;38;162
1461;4;4;-1;38;163
1462;4;4;-1;38;36
1463;4;4;-1;38;5
1464;4;4;-1;38;11
1465;4;4;-1;38;2
1466;4;4;-1;38;3
1467;4;4;-1;38;63
1468;4;4;-1;38;10
1469;4;4;-1;38;17
1470;4;4;-1;38;36
1471;4;4;-1;38;56
1472;4;4;-1;38;40
1473;4;4;-1;38;0
1474;4;4;-1;38;0
1475;4;4;-1;38;5
1476;4;4;-1;38;1
1477;4;4;-1;38;3
1478;4;4;-1;38;2
1479;4;4;-1;38;1
1480;4;4;-1;38;209
1481;4;4;-1;38;218
1482;4;4;-1;38;199
1483;4;4;-1;38;179
1484;4;4;-1;38;171
1485;4;4;-1;38;185
1486;4;4;-1;38;173
1487;4;4;-1;38;159
1488;4;4;-1;38;163
1489;4;4;-1;38;174
1490;4;4;-1;38;67
1491;4;4;-1;38;133
1492;4;4;-1;38;174
1493;4;4;-1;38;212
1494;4;4;-1;38;191
1495;4;4;-1;38;165
1496;4;4;-1;38;147
1497;4;4;-1;38;135
1498;4;4;-1;38;112
1499;4;4;-1;38;94
1500;4;4;-1;38;92
1501;4;4;-1;38;95
1502;4;4;-1;38;92
1503;4;4;-1;38;81
1504;4;4;-1;38;68
1505;4;4;-1;38;58
1506;4;4;-1;38;39
1507;4;4;-1;38;28
1508;4;4;-1;38;25
1509;4;4;-1;38;38
1510;4;4;-1;38;59
1511;4;4;-1;38;66
1512;4;4;-1;38;71
1513;4;4;-1;38;87
1514;4;4;-1;38;90
1515;4;4;-1;38;50
1516;4;4;-1;38;72
1517;4;4;-1;38;77
1518;4;4;-1;38;85
1519;4;4;-1;38;75
1520;4;4;-1;38;71
1521;4;4;-1;38;73
1522;4;4;-1;38;64
1523;4;4;-1;38;148
1524;4;4;-1;38;126
1525;4;4;-1;38;126
1526;4;4;-1;38;50
1527;4;4;-1;38;233
1528;4;4;-1;38;108
1529;4;4;-1;38;126
1530;4;4;-1;38;63
1531;4;4;-1;38;32
1532;4;4;-1;38;162
1533;4;4;-1;38;115
1534;4;4;-1;38;31
1535;4;4;-1;38;33
1536;4;4;-1;38;26
1537;4;4;-1;38;36
1538;4;4;-1;38;14
1539;4;4;-1;38;19
1540;4;4;-1;38;51
1541;4;4;-1;38;76
1542;4;4;-1;38;41
1543;4;4;-1;38;59
1544;4;4;-1;38;49
1545;4;4;-1;38;29
1546;4;4;-1;38;19
1547;4;4;-1;38;5
1548;4;4;-1;38;91
1549;4;4;-1;38;53
1550;4;4;-1;38;26
1551;4;4;-1;38;23
1552;4;4;-1;38;24
1553;4;4;-1;38;53
1554;4;4;-1;38;97
1555;4;4;-1;38;94
1556;4;4;-1;38;358
1557;4;4;-1;38;78
1558;4;4;-1;38;461
1559;4;4;-1;38;51
1560;4;4;-1;38;55
1561;4;4;-1;38;44
1562;4;4;-1;38;32
1563;4;4;-1;38;37
1564;4;4;-1;38;39
1565;4;4;-1;38;45
1566;4;4;-1;38;51
1567;4;4;-1;38;57
1568;4;4;-1;38;50
1569;4;4;-1;38;51
1570;4;4;-1;38;48
1571;4;4;-1;38;34
1572;4;4;-1;38;29
1573;4;4;-1;38;23
1574;4;4;-1;38;28
1575;4;4;-1;38;26
1576;4;4;-1;38;27
1577;4;4;-1;38;26
1578;4;4;-1;38;25
1579;4;4;-1;38;25
1580;4;4;-1;38;24
1581;4;4;-1;38;27
1582;4;4;-1;38;25
1583;4;4;-1;38;26
1584;4;4;-1;38;26
1585;4;4;-1;38;23
1586;4;4;-1;38;22
1587;4;4;-1;38;20
1588;4;4;-1;38;20
1589;4;4;-1;38;16
1590;4;4;-1;38;21
1591;4;4;-1;38;19
1592;4;4;-1;38;18
1593;4;4;-1;38;15
1594;4;4;-1;38;11
1595;4;4;-1;38;8
1596;4;4;-1;38;43
1597;4;4;-1;38;81
1598;4;4;-1;38;93
1599;4;4;-1;38;71
1600;4;4;-1;38;26
1601;4;4;-1;38;34
1602;4;4;-1;38;28
1603;4;4;-1;38;43
1604;4;4;-1;38;28
1605;4;4;-1;38;29
1606;4;4;-1;38;38
1607;4;4;-1;38;35
1608;4;4;-1;38;40
1609;4;4;-1;38;44
1610;4;4;-1;38;53
1611;4;4;-1;38;32
1612;4;4;-1;38;17
1613;4;4;-1;38;12
1614;4;4;-1;38;14
1615;4;4;-1;38;35
1616;4;4;-1;38;43
1617;4;4;-1;38;47
1618;4;4;-1;38;32
1619;4;4;-1;38;27
1620;4;4;-1;38;1
1621;4;4;-1;38;12
1622;4;4;-1;38;29
1623;4;4;-1;38;32
1624;4;4;-1;38;34
1625;4;4;-1;38;61
1626;4;4;-1;38;41
1627;4;4;-1;38;68
1628;4;4;-1;38;64
1629;4;4;-1;38;65
1630;4;4;-1;38;129
1631;4;4;-1;38;69
1632;4;4;-1;38;27
1633;4;4;-1;38;39
1634;4;4;-1;38;85
1635;4;4;-1;38;76
1636;4;4;-1;38;46
1637;4;4;-1;38;88
1638;4;4;-1;38;9
1639;4;4;-1;38;6
1640;4;4;-1;38;3
1641;4;4;-1;38;2
1642;4;4;-1;38;0
1643;4;4;-1;38;0
1644;4;4;-1;38;0
1645;4;4;-1;38;0
1646;4;4;-1;38;0
1647;4;4;-1;38;0
1648;4;4;-1;38;0
1649;4;4;-1;38;0
1650;4;4;-1;38;-5
1651;4;4;-1;38;-2
1652;4;4;-1;38;-1
1653;4;4;-1;38;2
1654;4;4;-1;38;0
1655;4;4;-1;38;1
1656;4;4;-1;38;2
1657;4;4;-1;38;2
1658;4;4;-1;38;0
1659;4;4;-1;38;-1
1660;4;4;-1;38;1
1661;4;4;-1;38;1
1662;4;4;-1;38;3
1663;4;4;-1;38;6
1664;4;4;-1;38;15
1665;4;4;-1;38;22
1666;4;4;-1;38;35
1667;4;4;-1;38;37
1668;4;4;-1;38;44
1669;4;4;-1;38;47
1670;4;4;-1;38;48
1671;4;4;-1;38;61
1672;4;4;-1;38;62
1673;4;4;-1;38;50
1674;4;4;-1;38;49
1675;4;4;-1;38;352
1676;4;4;-1;38;25
1677;4;4;-1;38;15
1678;4;4;-1;38;26
1679;4;4;-1;38;19
1680;4;4;-1;38;27
1681;4;4;-1;38;31
1682;4;4;-1;38;85
1683;4;4;-1;38;401
1684;4;4;-1;38;146
1685;4;4;-1;38;5
1686;4;4;-1;38;4
1687;4;4;-1;38;0
1688;4;4;-1;38;3
1689;4;4;-1;38;-3
1690;4;4;-1;38;2
1691;4;4;-1;38;5
1692;4;4;-1;38;16
1693;4;4;-1;38;15
1694;4;4;-1;38;24
1695;4;4;-1;38;56
1696;4;4;-1;38;54
1697;4;4;-1;38;68
1698;4;4;-1;38;49
1699;4;4;-1;38;32
1700;4;4;-1;38;20
1701;4;4;-1;38;38
1702;4;4;-1;38;52
1703;4;4;-1;38;97
1704;4;4;-1;38;25
1705;4;4;-1;38;40
1706;4;4;-1;38;57
1707;4;4;-1;38;91
1708;4;4;-1;38;295
1709;4;4;-1;38;80
1710;4;4;-1;38;108
1711;4;4;-1;38;101
1712;4;4;-1;38;137
1713;4;4;-1;38;85
1714;4;4;-1;38;240
1715;4;4;-1;38;62
1716;4;4;-1;38;31
1717;4;4;-1;38;43
1718;4;4;-1;38;11
1719;4;4;-1;38;73
1720;4;4;-1;38;30
1721;4;4;-1;38;24
1722;4;4;-1;38;37
1723;4;4;-1;38;30
1724;4;4;-1;38;52
1725;4;4;-1;38;70
1726;4;4;-1;38;85
1727;4;4;-1;38;54
1728;4;4;-1;38;60
1729;4;4;-1;38;65
1730;4;4;-1;38;81
1731;4;4;-1;38;72
1732;4;4;-1;38;98
1733;4;4;-1;38;55
1734;4;4;-1;38;32
1735;4;4;-1;38;14
1736;4;4;-1;38;37
1737;4;4;-1;38;68
1738;4;4;-1;38;93
1739;4;4;-1;38;36
1740;4;4;-1;38;7
1741;4;4;-1;38;11
1742;4;4;-1;38;2
1743;4;4;-1;38;4
1744;4;4;-1;38;7
1745;4;4;-1;38;12
1746;4;4;-1;38;8
1747;4;4;-1;38;9
1748;4;4;-1;38;9
1749;4;4;-1;38;11
1750;4;4;-1;38;11
1751;4;4;-1;38;11
1752;4;4;-1;38;7
1753;4;4;-1;38;8
1754;4;4;-1;38;10
1755;4;4;-1;38;8
1756;4;4;-1;38;10
1757;4;4;-1;38;11
1758;4;4;-1;38;14
1759;4;4;-1;38;12
1760;4;4;-1;38;13
1761;4;4;-1;38;15
1762;4;4;-1;38;10
1763;4;4;-1;38;8
1764;4;4;-1;38;8
1765;4;4;-1;38;9
1766;4;4;-1;38;16
1767;4;4;-1;38;18
1768;4;4;-1;38;22
1769;4;4;-1;38;26
1770;4;4;-1;38;21
1771;4;4;-1;38;21
1772;4;4;-1;38;22
1773;4;4;-1;38;24
1774;4;4;-1;38;23
1775;4;4;-1;38;24
1776;4;4;-1;38;25
1777;4;4;-1;38;22
1778;4;4;-1;38;25
1779;4;4;-1;38;22
1780;4;4;-1;38;23
1781;4;4;-1;38;24
1782;4;4;-1;38;26
1783;4;4;-1;38;22
1784;4;4;-1;38;22
1785;4;4;-1;38;30
1786;4;4;-1;38;31
1787;4;4;-1;38;33
1788;4;4;-1;38;16
1789;4;4;-1;38;51
1790;4;4;-1;38;47
1791;4;4;-1;38;224
1792;4;4;-1;38;79
1793;4;4;-1;38;393
1794;4;4;-1;38;365
1795;4;4;-1;38;151
1796;4;4;-1;38;50
1797;4;4;-1;38;49
1798;4;4;-1;38;69
1799;4;4;-1;38;307
1800;4;4;-1;38;352
1801;4;4;-1;38;345
1802;4;4;-1;38;204
1803;4;4;-1;38;336
1804;4;4;-1;38;339
1805;4;4;-1;38;256
1806;4;4;-1;38;246
1807;4;4;-1;38;279
1808;4;4;-1;38;378
1809;4;4;-1;38;394
1810;4;4;-1;38;48
1811;4;4;-1;38;22
1812;4;4;-1;38;13
1813;4;4;-1;38;13
1814;4;4;-1;38;23
1815;4;4;-1;38;16
1816;4;4;-1;38;24
1817;4;4;-1;38;9
1818;4;4;-1;38;10
1819;4;4;-1;38;39
1820;4;4;-1;38;28
1821;4;4;-1;38;42
1822;4;4;-1;38;72
1823;4;4;-1;38;147
1824;4;4;-1;38;151
1825;4;4;-1;38;67
1826;4;4;-1;38;31
1827;4;4;-1;38;15
1828;4;4;-1;38;9
1829;4;4;-1;38;35
1830;4;4;-1;38;33
1831;4;4;-1;38;40
1832;4;4;-1;38;101
1833;4;4;-1;38;324
1834;4;4;-1;38;98
1835;4;4;-1;38;189
1836;4;4;-1;38;43
1837;4;4;-1;38;55
1838;4;4;-1;38;54
1839;4;4;-1;38;157
1840;4;4;-1;38;82
1841;4;4;-1;38;115
1842;4;4;-1;38;398
1843;4;4;-1;38;31
1844;4;4;-1;38;60
1845;4;4;-1;38;86
1846;4;4;-1;38;67
1847;4;4;-1;38;61
1848;4;4;-1;38;77
1849;4;4;-1;38;148
1850;4;4;-1;38;80
1851;4;4;-1;38;66
1852;4;4;-1;38;47
1853;4;4;-1;38;30
1854;4;4;-1;38;23
1855;4;4;-1;38;47
1856;4;4;-1;38;30
1857;4;4;-1;38;48
1858;4;4;-1;38;36
1859;4;4;-1;38;27
1860;4;4;-1;38;59
1861;4;4;-1;38;33
1862;4;4;-1;38;49
1863;4;4;-1;38;42
1864;4;4;-1;38;51
1865;4;4;-1;38;27
1866;4;4;-1;38;22
1867;4;4;-1;38;32
1868;4;4;-1;38;24
1869;4;4;-1;38;20
1870;4;4;-1;38;17
1871;4;4;-1;38;16
1872;4;4;-1;38;17
1873;4;4;-1;38;17
1874;4;4;-1;38;18
1875;4;4;-1;38;20
1876;4;4;-1;38;27
1877;4;4;-1;38;23
1878;4;4;-1;38;29
1879;4;4;-1;38;49
1880;4;4;-1;38;37
1881;4;4;-1;38;88
1882;4;4;-1;38;19
1883;4;4;-1;38;18
1884;4;4;-1;38;18
1885;4;4;-1;38;20
1886;4;4;-1;38;23
1887;4;4;-1;38;24
1888;4;4;-1;38;27
1889;4;4;-1;38;27
1890;4;4;-1;38;22
1891;4;4;-1;38;19
1892;4;4;-1;38;22
1893;4;4;-1;38;25
1894;4;4;-1;38;30
1895;4;4;-1;38;23
1896;4;4;-1;38;25
1897;4;4;-1;38;28
1898;4;4;-1;38;26
1899;4;4;-1;38;31
1900;4;4;-1;38;37
1901;4;4;-1;38;32
1902;4;4;-1;38;27
1903;4;4;-1;38;18
1904;4;4;-1;38;12
1905;4;4;-1;38;15
1906;4;4;-1;38;9
1907;4;4;-1;38;11
1908;4;4;-1;38;16
1909;4;4;-1;38;16
1910;4;4;-1;38;15
1911;4;4;-1;38;15
1912;4;4;-1;38;21
1913;4;4;-1;38;27
1914;4;4;-1;38;52
1915;4;4;-1;38;29
1916;4;4;-1;38;34
1917;4;4;-1;38;57
1918;4;4;-1;38;50
1919;4;4;-1;38;44
1920;4;4;-1;38;41
1921;4;4;-1;38;37
1922;4;4;-1;38;44
1923;4;4;-1;38;50
1924;4;4;-1;38;47
1925;4;4;-1;38;55
1926;4;4;-1;38;62
1927;4;4;-1;38;64
1928;4;4;-1;38;50
1929;4;4;-1;38;52
1930;4;4;-1;38;54
1931;4;4;-1;38;63
1932;4;4;-1;38;62
1933;4;4;-1;38;72
1934;4;4;-1;38;74
1935;4;4;-1;38;56
1936;4;4;-1;38;63
1937;4;4;-1;38;55
1938;4;4;-1;38;53
1939;4;4;-1;38;51
1940;4;4;-1;38;58
1941;4;4;-1;38;67
1942;4;4;-1;38;50
1943;4;4;-1;38;43
1944;4;4;-1;38;46
1945;4;4;-1;38;31
1946;4;4;-1;38;26
1947;4;4;-1;38;21
1948;4;4;-1;38;23
1949;4;4;-1;38;10
1950;4;4;-1;38;11
1951;4;4;-1;38;11
1952;4;4;-1;38;22
1953;4;4;-1;38;16
1954;4;4;-1;38;33
1955;4;4;-1;38;27
1956;4;4;-1;38;21
1957;4;4;-1;38;679
1958;4;4;-1;38;114
1959;4;4;-1;38;10
1960;4;4;-1;38;10
1961;4;4;-1;38;14
1962;4;4;-1;38;12
1963;4;4;-1;38;11
1964;4;4;-1;38;12
1965;4;4;-1;38;10
1966;4;4;-1;38;6
1967;4;4;-1;38;9
1968;4;4;-1;38;13
1969;4;4;-1;38;8
1970;4;4;-1;38;12
1971;4;4;-1;38;19
1972;4;4;-1;38;35
1973;4;4;-1;38;38
1974;4;4;-1;38;30
1975;4;4;-1;38;31
1976;4;4;-1;38;30
1977;4;4;-1;38;56
1978;4;4;-1;38;45
1979;4;4;-1;38;80
1980;4;4;-1;38;75
1981;4;4;-1;38;56
1982;4;4;-1;38;118
1983;4;4;-1;38;32
1984;4;4;-1;38;37
1985;4;4;-1;38;38
1986;4;4;-1;38;53
1987;4;4;-1;38;181
1988;4;4;-1;38;277
1989;4;4;-1;38;68
1990;4;4;-1;38;50
1991;4;4;-1;38;33
1992;4;4;-1;38;29
1993;4;4;-1;38;30
1994;4;4;-1;38;21
1995;4;4;-1;38;11
1996;4;4;-1;38;19
1997;4;4;-1;38;22
1998;4;4;-1;38;65
1999;4;4;-1;38;62
2000;4;4;-1;38;66
2001;4;4;-1;38;48
2002;4;4;-1;38;80
2003;4;4;-1;38;84
2004;4;4;-1;38;85
2005;4;4;-1;38;98
2006;4;4;-1;38;151
2007;4;4;-1;38;79
2008;4;4;-1;38;297
2009;4;4;-1;38;25
2010;4;4;-1;38;91
2011;4;4;-1;38;51
2012;4;4;-1;38;61
2013;4;4;-1;38;72
2014;4;4;-1;38;39
2015;4;4;-1;38;46
2016;4;4;-1;38;27
2017;4;4;-1;38;31
2018;4;4;-1;38;28
2019;4;4;-1;38;12
