OID_;ORIG_FID;FID_ne_50m_coastline_Tes_SymDiff_Buffer_20KM;FID_ne_50m_coastline_Test_Clip_Buffer20km;FID_ne_50m_coastli_Testmap_ToPoly;Australia_elevation
2020;4;4;-1;38;27
2021;4;4;-1;38;29
2022;4;4;-1;38;38
2023;4;4;-1;38;28
2024;4;4;-1;38;38
2025;4;4;-1;38;33
2026;4;4;-1;38;39
2027;4;4;-1;38;48
2028;4;4;-1;38;42
2029;4;4;-1;38;55
2030;4;4;-1;38;42
2031;4;4;-1;38;33
2032;4;4;-1;38;35
2033;4;4;-1;38;49
2034;4;4;-1;38;20
2035;4;4;-1;38;51
2036;4;4;-1;38;52
2037;4;4;-1;38;29
2038;4;4;-1;38;71
2039;4;4;-1;38;76
2040;4;4;-1;38;81
2041;4;4;-1;38;100
2042;4;4;-1;38;72
2043;4;4;-1;38;64
2044;4;4;-1;38;52
2045;4;4;-1;38;52
2046;4;4;-1;38;45
2047;4;4;-1;38;56
2048;4;4;-1;38;39
2049;4;4;-1;38;54
2050;4;4;-1;38;49
2051;4;4;-1;38;28
2052;4;4;-1;38;21
2053;4;4;-1;38;19
2054;4;4;-1;38;7
2055;4;4;-1;38;10
2056;4;4;-1;38;29
2057;4;4;-1;38;43
2058;4;4;-1;38;37
2059;4;4;-1;38;57
2060;4;4;-1;38;7
2061;4;4;-1;38;21
2062;4;4;-1;38;19
2063;4;4;-1;38;27
2064;4;4;-1;38;22
2065;4;4;-1;38;23
2066;4;4;-1;38;18
2067;4;4;-1;38;12
2068;4;4;-1;38;0
2069;4;4;-1;38;1
2070;4;4;-1;38;1
2071;4;4;-1;38;2
2072;4;4;-1;38;0
2073;4;4;-1;38;0
2074;4;4;-1;38;0
2075;4;4;-1;38;4
2076;4;4;-1;38;0
2077;4;4;-1;38;644
2078;4;4;-1;38;440
2079;4;4;-1;38;580
2080;4;4;-1;38;21
2081;4;4;-1;38;13
2082;4;4;-1;38;16
2083;4;4;-1;38;35
2084;4;4;-1;38;486
2085;4;4;-1;38;533
2086;4;4;-1;38;364
2087;4;4;-1;38;471
2088;4;4;-1;38;318
2089;4;4;-1;38;480
2090;4;4;-1;38;48
2091;4;4;-1;38;39
2092;4;4;-1;38;30
2093;4;4;-1;38;29
2094;4;4;-1;38;21
2095;4;4;-1;38;21
2096;4;4;-1;38;17
2097;4;4;-1;38;16
2098;4;4;-1;38;64
2099;4;4;-1;38;38
2100;4;4;-1;38;329
2101;4;4;-1;38;781
2102;4;4;-1;38;905
2103;4;4;-1;38;850
2104;4;4;-1;38;584
2105;4;4;-1;38;527
2106;4;4;-1;38;427
2107;4;4;-1;38;645
2108;4;4;-1;38;549
2109;4;4;-1;38;505
2110;4;4;-1;38;596
2111;4;4;-1;38;623
2112;4;4;-1;38;267
2113;4;4;-1;38;59
2114;4;4;-1;38;54
2115;4;4;-1;38;58
2116;4;4;-1;38;39
2117;4;4;-1;38;22
2118;4;4;-1;38;55
2119;4;4;-1;38;55
2120;4;4;-1;38;71
2121;4;4;-1;38;60
2122;4;4;-1;38;698
2123;4;4;-1;38;79
2124;4;4;-1;38;99
2125;4;4;-1;38;116
2126;4;4;-1;38;136
2127;4;4;-1;38;145
2128;4;4;-1;38;184
2129;4;4;-1;38;136
2130;4;4;-1;38;95
2131;4;4;-1;38;90
2132;4;4;-1;38;78
2133;4;4;-1;38;87
2134;4;4;-1;38;76
2135;4;4;-1;38;101
2136;4;4;-1;38;151
2137;4;4;-1;38;141
2138;4;4;-1;38;108
2139;4;4;-1;38;85
2140;4;4;-1;38;69
2141;4;4;-1;38;28
2142;4;4;-1;38;15
2143;4;4;-1;38;17
2144;4;4;-1;38;57
2145;4;4;-1;38;92
2146;4;4;-1;38;32
2147;4;4;-1;38;31
2148;4;4;-1;38;45
2149;4;4;-1;38;62
2150;4;4;-1;38;41
2151;4;4;-1;38;57
2152;4;4;-1;38;64
2153;4;4;-1;38;86
2154;4;4;-1;38;79
2155;4;4;-1;38;62
2156;4;4;-1;38;48
2157;4;4;-1;38;37
2158;4;4;-1;38;30
2159;4;4;-1;38;19
2160;4;4;-1;38;36
2161;4;4;-1;38;31
2162;4;4;-1;38;15
2163;4;4;-1;38;21
2164;4;4;-1;38;52
2165;4;4;-1;38;14
2166;4;4;-1;38;9
2167;4;4;-1;38;13
2168;4;4;-1;38;22
2169;4;4;-1;38;12
2170;4;4;-1;38;13
2171;4;4;-1;38;31
2172;4;4;-1;38;19
2173;4;4;-1;38;53
2174;4;4;-1;38;51
2175;4;4;-1;38;37
2176;4;4;-1;38;30
2177;4;4;-1;38;34
2178;4;4;-1;38;24
2179;4;4;-1;38;33
2180;4;4;-1;38;39
2181;4;4;-1;38;67
2182;4;4;-1;38;132
2183;4;4;-1;38;59
2184;4;4;-1;38;99
2185;4;4;-1;38;212
2186;4;4;-1;38;14
2187;4;4;-1;38;16
2188;4;4;-1;38;10
2189;4;4;-1;38;14
2190;4;4;-1;38;11
2191;4;4;-1;38;8
2192;4;4;-1;38;8
2193;4;4;-1;38;19
2194;4;4;-1;38;51
2195;4;4;-1;38;63
2196;4;4;-1;38;40
2197;4;4;-1;38;18
2198;4;4;-1;38;12
2199;4;4;-1;38;14
2200;4;4;-1;38;32
2201;4;4;-1;38;45
2202;4;4;-1;38;66
2203;4;4;-1;38;119
2204;4;4;-1;38;61
2205;4;4;-1;38;226
2206;4;4;-1;38;172
2207;4;4;-1;38;229
2208;4;4;-1;38;330
2209;4;4;-1;38;172
2210;4;4;-1;38;83
2211;4;4;-1;38;107
2212;4;4;-1;38;93
2213;4;4;-1;38;82
2214;4;4;-1;38;2
2215;4;4;-1;38;70
2216;4;4;-1;38;33
2217;4;4;-1;38;131
2218;4;4;-1;38;87
2219;4;4;-1;38;136
2220;4;4;-1;38;197
2221;4;4;-1;38;218
2222;4;4;-1;38;176
2223;4;4;-1;38;328
2224;4;4;-1;38;224
2225;4;4;-1;38;221
2226;4;4;-1;38;293
2227;4;4;-1;38;102
2228;4;4;-1;38;8
2229;4;4;-1;38;26
2230;4;4;-1;38;375
2231;4;4;-1;38;336
2232;4;4;-1;38;300
2233;4;4;-1;38;312
2234;4;4;-1;38;236
2235;4;4;-1;38;269
2236;4;4;-1;38;8
2237;4;4;-1;38;14
2238;4;4;-1;38;12
2239;4;4;-1;38;17
2240;4;4;-1;38;12
2241;4;4;-1;38;14
2242;4;4;-1;38;17
2243;4;4;-1;38;15
2244;4;4;-1;38;20
2245;4;4;-1;38;45
2246;4;4;-1;38;19
2247;4;4;-1;38;36
2248;4;4;-1;38;21
2249;4;4;-1;38;31
2250;4;4;-1;38;29
2251;4;4;-1;38;53
2252;4;4;-1;38;17
2253;4;4;-1;38;35
2254;4;4;-1;38;40
2255;4;4;-1;38;32
2256;4;4;-1;38;34
2257;4;4;-1;38;30
2258;4;4;-1;38;23
2259;4;4;-1;38;23
2260;4;4;-1;38;17
2261;4;4;-1;38;9
2262;4;4;-1;38;14
2263;4;4;-1;38;18
2264;4;4;-1;38;15
2265;4;4;-1;38;13
2266;4;4;-1;38;13
2267;4;4;-1;38;10
2268;4;4;-1;38;11
2269;4;4;-1;38;11
2270;4;4;-1;38;10
2271;4;4;-1;38;10
2272;4;4;-1;38;11
2273;4;4;-1;38;12
2274;4;4;-1;38;11
2275;4;4;-1;38;12
2276;4;4;-1;38;11
2277;4;4;-1;38;11
2278;4;4;-1;38;9
2279;4;4;-1;38;10
2280;4;4;-1;38;8
2281;4;4;-1;38;7
2282;4;4;-1;38;12
2283;4;4;-1;38;17
2284;4;4;-1;38;16
2285;4;4;-1;38;16
2286;4;4;-1;38;15
2287;4;4;-1;38;14
2288;4;4;-1;38;14
2289;4;4;-1;38;13
2290;4;4;-1;38;7
2291;4;4;-1;38;6
2292;4;4;-1;38;3
2293;4;4;-1;38;0
2294;4;4;-1;38;0
2295;4;4;-1;38;0
2296;4;4;-1;38;5
2297;4;4;-1;38;3
2298;4;4;-1;38;1
2299;4;4;-1;38;0
2300;4;4;-1;38;2
2301;4;4;-1;38;1
2302;4;4;-1;38;1
2303;4;4;-1;38;3
2304;4;4;-1;38;3
2305;4;4;-1;38;2
2306;4;4;-1;38;0
2307;4;4;-1;38;1
2308;4;4;-1;38;5
2309;4;4;-1;38;14
2310;4;4;-1;38;-1
2311;4;4;-1;38;5
2312;4;4;-1;38;0
2313;4;4;-1;38;4
2314;4;4;-1;38;1
2315;4;4;-1;38;5
2316;4;4;-1;38;3
2317;4;4;-1;38;3
2318;4;4;-1;38;4
2319;4;4;-1;38;1
2320;4;4;-1;38;5
2321;4;4;-1;38;4
2322;4;4;-1;38;2
2323;4;4;-1;38;5
2324;4;4;-1;38;8
2325;4;4;-1;38;7
2326;4;4;-1;38;6
2327;4;4;-1;38;5
2328;4;4;-1;38;8
2329;4;4;-1;38;6
2330;4;4;-1;38;8
2331;4;4;-1;38;7
2332;4;4;-1;38;4
2333;4;4;-1;38;5
2334;4;4;-1;38;5
2335;4;4;-1;38;5
2336;4;4;-1;38;3
2337;4;4;-1;38;9
2338;4;4;-1;38;5
2339;4;4;-1;38;5
2340;4;4;-1;38;8
2341;4;4;-1;38;7
2342;4;4;-1;38;10
2343;4;4;-1;38;9
2344;4;4;-1;38;192
2345;4;4;-1;38;150
2346;4;4;-1;38;200
2347;4;4;-1;38;252
2348;4;4;-1;38;242
2349;4;4;-1;38;1185
2350;4;4;-1;38;1108
2351;4;4;-1;38;1137
2352;4;4;-1;38;1208
2353;4;4;-1;38;1056
2354;4;4;-1;38;778
2355;4;4;-1;38;395
2356;4;4;-1;38;418
2357;4;4;-1;38;606
2358;4;4;-1;38;410
2359;4;4;-1;38;398
2360;4;4;-1;38;363
2361;4;4;-1;38;455
2362;4;4;-1;38;400
2363;4;4;-1;38;454
2364;4;4;-1;38;834
2365;4;4;-1;38;1119
2366;4;4;-1;38;841
2367;4;4;-1;38;216
2368;4;4;-1;38;26
2369;4;4;-1;38;474
2370;4;4;-1;38;116
2371;4;4;-1;38;134
2372;4;4;-1;38;281
2373;4;4;-1;38;781
2374;4;4;-1;38;447
2375;4;4;-1;38;21
2376;4;4;-1;38;75
2377;4;4;-1;38;74
2378;4;4;-1;38;233
2379;4;4;-1;38;90
2380;4;4;-1;38;243
2381;4;4;-1;38;297
2382;4;4;-1;38;122
2383;4;4;-1;38;105
2384;4;4;-1;38;132
2385;4;4;-1;38;189
2386;4;4;-1;38;280
2387;4;4;-1;38;194
2388;4;4;-1;38;86
2389;4;4;-1;38;245
2390;4;4;-1;38;0
2391;4;4;-1;38;10
2392;4;4;-1;38;7
2393;4;4;-1;38;76
2394;4;4;-1;38;43
2395;4;4;-1;38;67
2396;4;4;-1;38;75
2397;4;4;-1;38;49
2398;4;4;-1;38;12
2399;4;4;-1;38;17
2400;4;4;-1;38;44
2401;4;4;-1;38;237
2402;4;4;-1;38;242
2403;4;4;-1;38;222
2404;4;4;-1;38;38
2405;4;4;-1;38;83
2406;4;4;-1;38;198
2407;4;4;-1;38;90
2408;4;4;-1;38;169
2409;4;4;-1;38;155
2410;4;4;-1;38;200
2411;4;4;-1;38;259
2412;4;4;-1;38;328
2413;4;4;-1;38;342
2414;4;4;-1;38;294
2415;4;4;-1;38;256
2416;4;4;-1;38;271
2417;4;4;-1;38;12
2418;4;4;-1;38;230
2419;4;4;-1;38;277
2420;4;4;-1;38;262
2421;4;4;-1;38;251
2422;4;4;-1;38;211
2423;4;4;-1;38;229
2424;4;4;-1;38;243
2425;4;4;-1;38;178
2426;4;4;-1;38;183
2427;4;4;-1;38;86
2428;4;4;-1;38;307
2429;4;4;-1;38;250
2430;4;4;-1;38;270
2431;4;4;-1;38;49
2432;4;4;-1;38;27
2433;4;4;-1;38;70
2434;4;4;-1;38;131
2435;4;4;-1;38;312
2436;4;4;-1;38;327
2437;4;4;-1;38;328
2438;4;4;-1;38;159
2439;4;4;-1;38;93
2440;4;4;-1;38;139
2441;4;4;-1;38;108
2442;4;4;-1;38;127
2443;4;4;-1;38;242
2444;4;4;-1;38;245
2445;4;4;-1;38;205
2446;4;4;-1;38;196
2447;4;4;-1;38;215
2448;4;4;-1;38;185
2449;4;4;-1;38;180
2450;4;4;-1;38;115
2451;4;4;-1;38;74
2452;4;4;-1;38;66
2453;4;4;-1;38;95
2454;4;4;-1;38;189
2455;4;4;-1;38;257
2456;4;4;-1;38;180
2457;4;4;-1;38;130
2458;4;4;-1;38;159
2459;4;4;-1;38;239
2460;4;4;-1;38;262
2461;4;4;-1;38;253
2462;4;4;-1;38;143
2463;4;4;-1;38;239
2464;4;4;-1;38;220
2465;4;4;-1;38;158
2466;4;4;-1;38;31
2467;4;4;-1;38;5
2468;4;4;-1;38;3
2469;4;4;-1;38;4
2470;4;4;-1;38;96
2471;4;4;-1;38;224
2472;4;4;-1;38;165
2473;4;4;-1;38;215
2474;4;4;-1;38;279
2475;4;4;-1;38;183
2476;4;4;-1;38;117
2477;4;4;-1;38;11
2478;4;4;-1;38;5
2479;4;4;-1;38;34
2480;4;4;-1;38;5
2481;4;4;-1;38;76
2482;4;4;-1;38;5
2483;4;4;-1;38;4
2484;4;4;-1;38;25
2485;4;4;-1;38;26
2486;4;4;-1;38;54
2487;4;4;-1;38;184
2488;4;4;-1;38;80
2489;4;4;-1;38;61
2490;4;4;-1;38;35
2491;4;4;-1;38;1
2492;4;4;-1;38;27
2493;4;4;-1;38;1
2494;4;4;-1;38;0
2495;4;4;-1;38;10
2496;4;4;-1;38;67
2497;4;4;-1;38;64
2498;4;4;-1;38;77
2499;4;4;-1;38;93
2500;4;4;-1;38;49
2501;4;4;-1;38;31
2502;4;4;-1;38;12
2503;4;4;-1;38;4
2504;4;4;-1;38;6
2505;4;4;-1;38;9
2506;4;4;-1;38;16
2507;4;4;-1;38;23
2508;4;4;-1;38;15
2509;4;4;-1;38;14
2510;4;4;-1;38;20
2511;4;4;-1;38;10
2512;4;4;-1;38;11
2513;4;4;-1;38;12
2514;4;4;-1;38;42
2515;4;4;-1;38;7
2516;4;4;-1;38;7
2517;4;4;-1;38;6
2518;4;4;-1;38;7
2519;4;4;-1;38;6
2520;4;4;-1;38;28
2521;4;4;-1;38;85
2522;4;4;-1;38;22
2523;4;4;-1;38;137
2524;4;4;-1;38;211
2525;4;4;-1;38;210
2526;4;4;-1;38;145
2527;4;4;-1;38;46
2528;4;4;-1;38;0
2529;4;4;-1;38;2
2530;4;4;-1;38;88
2531;4;4;-1;38;63
2532;4;4;-1;38;130
2533;4;4;-1;38;129
2534;4;4;-1;38;97
2535;4;4;-1;38;57
2536;4;4;-1;38;105
2537;4;4;-1;38;27
2538;4;4;-1;38;193
2539;4;4;-1;38;18
2540;4;4;-1;38;31
2541;4;4;-1;38;9
2542;4;4;-1;38;5
2543;4;4;-1;38;34
2544;4;4;-1;38;114
2545;4;4;-1;38;30
2546;4;4;-1;38;11
2547;4;4;-1;38;5
2548;4;4;-1;38;5
2549;4;4;-1;38;8
2550;4;4;-1;38;50
2551;4;4;-1;38;93
2552;4;4;-1;38;21
2553;4;4;-1;38;15
2554;4;4;-1;38;19
2555;4;4;-1;38;24
2556;4;4;-1;38;26
2557;4;4;-1;38;0
2558;4;4;-1;38;3
2559;4;4;-1;38;0
2560;4;4;-1;38;3
2561;4;4;-1;38;16
2562;4;4;-1;38;11
2563;4;4;-1;38;7
2564;4;4;-1;38;14
2565;4;4;-1;38;8
2566;4;4;-1;38;11
2567;4;4;-1;38;15
2568;4;4;-1;38;25
2569;4;4;-1;38;16
2570;4;4;-1;38;21
2571;4;4;-1;38;15
2572;4;4;-1;38;23
2573;4;4;-1;38;1
2574;4;4;-1;38;21
2575;4;4;-1;38;25
2576;4;4;-1;38;150
2577;4;4;-1;38;39
2578;4;4;-1;38;35
2579;4;4;-1;38;25
2580;4;4;-1;38;27
2581;4;4;-1;38;20
2582;4;4;-1;38;22
2583;4;4;-1;38;18
2584;4;4;-1;38;17
2585;4;4;-1;38;17
2586;4;4;-1;38;15
2587;4;4;-1;38;27
2588;4;4;-1;38;34
2589;4;4;-1;38;27
2590;4;4;-1;38;19
2591;4;4;-1;38;20
2592;4;4;-1;38;21
2593;4;4;-1;38;10
2594;4;4;-1;38;7
2595;4;4;-1;38;23
2596;4;4;-1;38;5
2597;4;4;-1;38;5
2598;4;4;-1;38;10
2599;4;4;-1;38;2
2600;4;4;-1;38;11
2601;4;4;-1;38;11
2602;4;4;-1;38;11
2603;4;4;-1;38;12
2604;4;4;-1;38;11
2605;4;4;-1;38;14
2606;4;4;-1;38;8
2607;4;4;-1;38;4
2608;4;4;-1;38;8
2609;4;4;-1;38;1
2610;4;4;-1;38;1
2611;4;4;-1;38;4
2612;4;4;-1;38;4
2613;4;4;-1;38;10
2614;4;4;-1;38;11
2615;4;4;-1;38;8
2616;4;4;-1;38;10
2617;4;4;-1;38;9
2618;4;4;-1;38;9
2619;4;4;-1;38;11
2620;4;4;-1;38;13
2621;4;4;-1;38;7
2622;4;4;-1;38;5
2623;4;4;-1;38;5
2624;4;4;-1;38;2
2625;4;4;-1;38;4
2626;4;4;-1;38;4
2627;4;4;-1;38;5
2628;4;4;-1;38;8
2629;4;4;-1;38;11
2630;4;4;-1;38;9
2631;4;4;-1;38;10
2632;4;4;-1;38;9
2633;4;4;-1;38;12
2634;4;4;-1;38;15
2635;4;4;-1;38;13
2636;4;4;-1;38;15
2637;4;4;-1;38;14
2638;4;4;-1;38;11
2639;4;4;-1;38;19
2640;4;4;-1;38;19
2641;4;4;-1;38;17
2642;4;4;-1;38;69
2643;4;4;-1;38;52
2644;4;4;-1;38;74
2645;4;4;-1;38;66
2646;4;4;-1;38;20
2647;4;4;-1;38;22
2648;4;4;-1;38;16
2649;4;4;-1;38;14
2650;4;4;-1;38;19
2651;4;4;-1;38;11
2652;4;4;-1;38;8
2653;4;4;-1;38;7
2654;4;4;-1;38;8
2655;4;4;-1;38;7
2656;4;4;-1;38;5
2657;4;4;-1;38;7
2658;4;4;-1;38;115
2659;4;4;-1;38;37
2660;4;4;-1;38;33
2661;4;4;-1;38;58
2662;4;4;-1;38;100
2663;4;4;-1;38;126
2664;4;4;-1;38;94
2665;4;4;-1;38;65
2666;4;4;-1;38;52
2667;4;4;-1;38;130
2668;4;4;-1;38;85
2669;4;4;-1;38;189
2670;4;4;-1;38;332
2671;4;4;-1;38;91
2672;4;4;-1;38;103
2673;4;4;-1;38;46
2674;4;4;-1;38;260
2675;4;4;-1;38;235
2676;4;4;-1;38;369
2677;4;4;-1;38;273
2678;4;4;-1;38;360
2679;4;4;-1;38;327
2680;4;4;-1;38;114
2681;4;4;-1;38;64
2682;4;4;-1;38;42
2683;4;4;-1;38;73
2684;4;4;-1;38;209
2685;4;4;-1;38;54
2686;4;4;-1;38;267
2687;4;4;-1;38;272
2688;4;4;-1;38;31
2689;4;4;-1;38;119
2690;4;4;-1;38;38
2691;4;4;-1;38;163
2692;4;4;-1;38;225
2693;4;4;-1;38;138
2694;4;4;-1;38;150
2695;4;4;-1;38;199
2696;4;4;-1;38;424
2697;4;4;-1;38;510
2698;4;4;-1;38;381
2699;4;4;-1;38;278
2700;4;4;-1;38;218
2701;4;4;-1;38;333
2702;4;4;-1;38;67
2703;4;4;-1;38;87
2704;4;4;-1;38;58
2705;4;4;-1;38;143
2706;4;4;-1;38;163
2707;4;4;-1;38;156
2708;4;4;-1;38;79
2709;4;4;-1;38;91
2710;4;4;-1;38;76
2711;4;4;-1;38;15
2712;4;4;-1;38;51
2713;4;4;-1;38;202
2714;4;4;-1;38;139
2715;4;4;-1;38;130
2716;4;4;-1;38;80
2717;4;4;-1;38;80
2718;4;4;-1;38;64
2719;4;4;-1;38;32
2720;4;4;-1;38;8
2721;4;4;-1;38;16
2722;4;4;-1;38;71
2723;4;4;-1;38;76
2724;4;4;-1;38;107
2725;4;4;-1;38;144
2726;4;4;-1;38;148
2727;4;4;-1;38;108
2728;4;4;-1;38;117
2729;4;4;-1;38;110
2730;4;4;-1;38;114
2731;4;4;-1;38;211
2732;4;4;-1;38;141
2733;4;4;-1;38;195
2734;4;4;-1;38;136
2735;4;4;-1;38;118
2736;4;4;-1;38;39
2737;4;4;-1;38;34
2738;4;4;-1;38;75
2739;4;4;-1;38;53
2740;4;4;-1;38;61
2741;4;4;-1;38;61
2742;4;4;-1;38;39
2743;4;4;-1;38;8
2744;4;4;-1;38;2
2745;4;4;-1;38;3
2746;4;4;-1;38;14
2747;4;4;-1;38;30
2748;4;4;-1;38;4
2749;4;4;-1;38;12
2750;4;4;-1;38;32
2751;4;4;-1;38;5
2752;4;4;-1;38;11
2753;4;4;-1;38;13
2754;4;4;-1;38;4
2755;4;4;-1;38;16
2756;4;4;-1;38;22
2757;4;4;-1;38;21
2758;4;4;-1;38;52
2759;4;4;-1;38;10
2760;4;4;-1;38;18
2761;4;4;-1;38;6
2762;4;4;-1;38;3
2763;4;4;-1;38;5
2764;4;4;-1;38;20
2765;4;4;-1;38;11
2766;4;4;-1;38;13
2767;4;4;-1;38;6
2768;4;4;-1;38;4
2769;4;4;-1;38;3
2770;4;4;-1;38;6
2771;4;4;-1;38;0
2772;4;4;-1;38;2
2773;4;4;-1;38;7
2774;4;4;-1;38;4
2775;4;4;-1;38;4
2776;4;4;-1;38;0
2777;4;4;-1;38;18
2778;4;4;-1;38;2
2779;4;4;-1;38;8
2780;4;4;-1;38;13
2781;4;4;-1;38;17
2782;4;4;-1;38;17
2783;4;4;-1;38;17
2784;4;4;-1;38;20
2785;4;4;-1;38;18
2786;4;4;-1;38;7
2787;4;4;-1;38;16
2788;4;4;-1;38;36
2789;4;4;-1;38;56
2790;4;4;-1;38;47
2791;4;4;-1;38;54
2792;4;4;-1;38;56
2793;4;4;-1;38;31
2794;4;4;-1;38;24
2795;4;4;-1;38;45
2796;4;4;-1;38;30
2797;4;4;-1;38;12
2798;4;4;-1;38;27
2799;4;4;-1;38;20
2800;4;4;-1;38;9
2801;4;4;-1;38;19
2802;4;4;-1;38;15
2803;4;4;-1;38;42
2804;4;4;-1;38;46
2805;4;4;-1;38;39
2806;4;4;-1;38;25
2807;4;4;-1;38;16
2808;4;4;-1;38;15
2809;4;4;-1;38;28
2810;4;4;-1;38;18
2811;4;4;-1;38;20
2812;4;4;-1;38;19
2813;4;4;-1;38;43
2814;4;4;-1;38;32
2815;4;4;-1;38;64
2816;4;4;-1;38;59
2817;4;4;-1;38;52
2818;4;4;-1;38;47
2819;4;4;-1;38;37
2820;4;4;-1;38;5
2821;4;4;-1;38;39
2822;4;4;-1;38;45
2823;4;4;-1;38;17
2824;4;4;-1;38;15
2825;4;4;-1;38;52
2826;4;4;-1;38;12
2827;4;4;-1;38;26
2828;4;4;-1;38;58
2829;4;4;-1;38;17
2830;4;4;-1;38;8
2831;4;4;-1;38;9
2832;4;4;-1;38;13
2833;4;4;-1;38;4
2834;4;4;-1;38;8
2835;4;4;-1;38;16
2836;4;4;-1;38;17
2837;4;4;-1;38;12
2838;4;4;-1;38;7
2839;4;4;-1;38;13
2840;4;4;-1;38;15
2841;4;4;-1;38;15
2842;4;4;-1;38;14
2843;4;4;-1;38;16
2844;4;4;-1;38;6
2845;4;4;-1;38;7
2846;4;4;-1;38;17
2847;4;4;-1;38;19
2848;4;4;-1;38;18
2849;4;4;-1;38;18
2850;4;4;-1;38;11
2851;4;4;-1;38;8
2852;4;4;-1;38;14
2853;4;4;-1;38;15
2854;4;4;-1;38;18
2855;4;4;-1;38;13
2856;4;4;-1;38;34
2857;4;4;-1;38;50
2858;4;4;-1;38;54
2859;4;4;-1;38;46
2860;4;4;-1;38;59
2861;4;4;-1;38;34
2862;4;4;-1;38;57
2863;4;4;-1;38;56
2864;4;4;-1;38;47
2865;4;4;-1;38;28
2866;4;4;-1;38;17
2867;4;4;-1;38;20
2868;4;4;-1;38;28
2869;4;4;-1;38;31
2870;4;4;-1;38;60
2871;4;4;-1;38;33
2872;4;4;-1;38;9
2873;4;4;-1;38;20
2874;4;4;-1;38;151
2875;4;4;-1;38;109
2876;4;4;-1;38;481
2877;4;4;-1;38;232
2878;4;4;-1;38;265
2879;4;4;-1;38;61
2880;4;4;-1;38;190
2881;4;4;-1;38;98
2882;4;4;-1;38;238
2883;4;4;-1;38;249
2884;4;4;-1;38;346
2885;4;4;-1;38;247
2886;4;4;-1;38;269
2887;4;4;-1;38;222
2888;4;4;-1;38;199
2889;4;4;-1;38;200
2890;4;4;-1;38;45
2891;4;4;-1;38;155
2892;4;4;-1;38;249
2893;4;4;-1;38;138
2894;4;4;-1;38;262
2895;4;4;-1;38;365
2896;4;4;-1;38;530
2897;4;4;-1;38;539
2898;4;4;-1;38;87
2899;4;4;-1;38;51
2900;4;4;-1;38;44
2901;4;4;-1;38;34
2902;4;4;-1;38;30
2903;4;4;-1;38;33
2904;4;4;-1;38;45
2905;4;4;-1;38;41
2906;4;4;-1;38;68
2907;4;4;-1;38;77
2908;4;4;-1;38;69
2909;3;3;-1;35;39
2910;3;3;-1;35;47
2911;3;3;-1;35;39
2912;3;3;-1;35;73
2913;3;3;-1;35;106
2914;3;3;-1;35;66
2915;3;3;-1;35;74
2916;3;3;-1;35;65
2917;3;3;-1;35;41
2918;3;3;-1;35;44
2919;3;3;-1;35;17
2920;3;3;-1;35;24
2921;3;3;-1;35;8
2922;3;3;-1;35;12
2923;3;3;-1;35;58
2924;3;3;-1;35;2
2925;3;3;-1;35;60
2926;3;3;-1;35;10
2927;3;3;-1;35;3
2928;3;3;-1;35;21
2929;3;3;-1;35;43
2930;3;3;-1;35;16
2931;3;3;-1;35;4
2932;3;3;-1;35;29
2933;3;3;-1;35;23
2934;3;3;-1;35;43
2935;4;4;-1;38;19
2936;4;4;-1;38;17
2937;4;4;-1;38;35
2938;4;4;-1;38;22
2939;4;4;-1;38;34
2940;4;4;-1;38;28
2941;4;4;-1;38;23
2942;4;4;-1;38;20
2943;4;4;-1;38;2
2944;4;4;-1;38;4
2945;4;4;-1;38;4
2946;4;4;-1;38;5
2947;4;4;-1;38;5
2948;4;4;-1;38;4
2949;4;4;-1;38;9
2950;4;4;-1;38;8
2951;4;4;-1;38;4
2952;4;4;-1;38;5
2953;4;4;-1;38;3
2954;4;4;-1;38;4
2955;4;4;-1;38;21
2956;4;4;-1;38;5
2957;4;4;-1;38;11
2958;4;4;-1;38;4
2959;4;4;-1;38;43
2960;4;4;-1;38;27
2961;4;4;-1;38;3
2962;4;4;-1;38;5
2963;4;4;-1;38;8
2964;4;4;-1;38;5
2965;4;4;-1;38;4
2966;4;4;-1;38;13
2967;4;4;-1;38;5
2968;4;4;-1;38;4
2969;4;4;-1;38;5
2970;4;4;-1;38;19
2971;4;4;-1;38;34
2972;4;4;-1;38;45
2973;4;4;-1;38;8
2974;4;4;-1;38;44
2975;4;4;-1;38;24
2976;4;4;-1;38;6
2977;4;4;-1;38;16
2978;4;4;-1;38;3
2979;4;4;-1;38;6
2980;4;4;-1;38;31
2981;4;4;-1;38;41
2982;4;4;-1;38;9
2983;4;4;-1;38;1
2984;4;4;-1;38;29
2985;4;4;-1;38;9
2986;4;4;-1;38;4
2987;4;4;-1;38;3
2988;4;4;-1;38;9
2989;4;4;-1;38;2
2990;4;4;-1;38;2
2991;4;4;-1;38;16
2992;4;4;-1;38;22
2993;4;4;-1;38;18
2994;4;4;-1;38;7
2995;4;4;-1;38;8
2996;4;4;-1;38;7
2997;4;4;-1;38;31
2998;4;4;-1;38;20
2999;4;4;-1;38;95
3000;4;4;-1;38;63
3001;4;4;-1;38;60
3002;4;4;-1;38;47
3003;4;4;-1;38;29
3004;4;4;-1;38;15
3005;4;4;-1;38;7
3006;4;4;-1;38;6
3007;4;4;-1;38;34
3008;4;4;-1;38;36
3009;4;4;-1;38;77
3010;4;4;-1;38;36
3011;4;4;-1;38;43
