OID_;id;id_cs;ate_avg;ate_min;ate_max;ate_stdev;GlobSedv2_Clip_ProjectRaster
1;10652;50076;-94,569999999999993;-27,000000000000000;-176,599999999999994;44,060000000000002;
2;10653;50077;-245,719999999999999;-4,800000000000000;-702,299999999999955;204,349999999999994;
3;10654;50078;-84,109999999999999;-3,900000000000000;-223,900000000000006;67,329999999999998;
4;10655;50079;-171,020000000000010;-35,799999999999997;-334,300000000000011;112,920000000000002;1105,8916016
5;10656;50080;-94,840000000000003;-24,800000000000001;-189,400000000000006;55,909999999999997;
6;10657;50081;-67,390000000000001;-52,299999999999997;-96,700000000000003;12,580000000000000;1106,2868652
7;10658;50082;-202,830000000000013;0,300000000000000;-693,000000000000000;236,460000000000008;1105,8713379
8;10659;50083;-239,789999999999992;-9,000000000000000;-519,899999999999977;159,830000000000013;
9;10660;50084;-183,460000000000008;-26,800000000000001;-415,199999999999989;131,080000000000013;
10;10661;50085;-167,419999999999987;-21,800000000000001;-496,500000000000000;133,719999999999999;
11;10662;50086;-83,459999999999994;-52,899999999999999;-257,800000000000011;59,090000000000003;
12;10663;50087;-423,800000000000011;-2,000000000000000;-850,799999999999955;339,220000000000027;
13;10664;50088;-122,280000000000001;-28,100000000000001;-273,199999999999989;65,730000000000004;
14;10665;50090;-115,670000000000002;-66,299999999999997;-164,500000000000000;40,090000000000003;1097,8505859
15;10666;50091;-355,100000000000023;-38,500000000000000;-1555,400000000000091;477,970000000000027;1096,2937012
16;10667;50092;-174,409999999999997;-57,200000000000003;-584,500000000000000;212,580000000000013;1095,0426025
17;10668;50093;-227,689999999999998;-13,600000000000000;-445,300000000000011;180,189999999999998;
18;10669;50095;-374,399999999999977;-5,200000000000000;-866,200000000000045;311,500000000000000;
19;10670;50096;-76,870000000000005;-2,400000000000000;-163,500000000000000;59,829999999999998;
20;10671;50097;-427,430000000000007;-186,400000000000006;-704,899999999999977;199,879999999999995;
21;10672;50098;-111,590000000000003;-0,400000000000000;-162,199999999999989;52,579999999999998;
22;10673;50099;-273,529999999999973;-3,900000000000000;-723,600000000000023;208,060000000000002;
23;10674;50100;-91,769999999999996;-24,500000000000000;-171,500000000000000;60,570000000000000;
24;10675;50101;-154,969999999999999;-25,000000000000000;-455,600000000000023;139,409999999999997;
25;10676;50103;-113,900000000000006;-31,500000000000000;-192,400000000000006;51,789999999999999;
26;10677;50105;-409,560000000000002;-178,699999999999989;-735,299999999999955;183,849999999999994;
27;10678;50106;-219,870000000000005;-13,900000000000000;-676,500000000000000;219,919999999999987;
28;10679;50107;-317,829999999999984;-16,399999999999999;-899,600000000000023;306,810000000000002;
29;10680;50108;-271,000000000000000;-0,500000000000000;-945,000000000000000;268,490000000000009;
30;10681;50109;-366,290000000000020;-14,199999999999999;-1238,000000000000000;397,360000000000014;
31;10682;50110;-105,349999999999994;-40,600000000000001;-156,300000000000011;41,850000000000001;
32;10683;50112;-797,200000000000045;-724,000000000000000;-833,799999999999955;51,759999999999998;
33;10684;50113;-392,230000000000018;-71,000000000000000;-756,799999999999955;288,050000000000011;
34;10685;50114;-44,969999999999999;-0,900000000000000;-82,700000000000003;31,730000000000000;
35;10686;50115;-202,400000000000006;-83,799999999999997;-396,899999999999977;138,069999999999993;
36;10687;50116;-324,430000000000007;-3,500000000000000;-494,600000000000023;191,629999999999995;
37;10688;50117;-504,310000000000002;-14,699999999999999;-1965,599999999999909;603,809999999999945;
38;10689;50118;-161,969999999999999;-13,500000000000000;-324,699999999999989;93,739999999999995;
39;10690;50119;-1091,849999999999909;-664,500000000000000;-1411,700000000000045;300,709999999999980;
40;10691;50120;-503,129999999999995;-84,599999999999994;-934,500000000000000;347,819999999999993;
41;10692;50121;-498,060000000000002;-9,699999999999999;-692,700000000000045;248,780000000000001;
42;10693;50122;-186,599999999999994;-51,799999999999997;-413,699999999999989;142,030000000000001;1077,9595947
43;10694;50123;-203,639999999999986;-19,300000000000001;-375,100000000000023;159,639999999999986;
44;10695;50124;-804,279999999999973;-62,200000000000003;-2214,400000000000091;652,230000000000018;
45;10696;50125;-1089,700000000000045;-90,599999999999994;-2945,000000000000000;928,639999999999986;
46;10697;50126;-518,230000000000018;-2,500000000000000;-701,200000000000045;297,829999999999984;1084,6246338
47;10698;50127;-145,830000000000013;-52,700000000000003;-463,300000000000011;158,310000000000002;
48;10699;50128;-12,880000000000001;-2,000000000000000;-27,899999999999999;9,670000000000000;
49;10700;50129;-41,840000000000003;-4,200000000000000;-72,200000000000003;24,000000000000000;
50;10701;50130;-72,329999999999998;-48,899999999999999;-114,099999999999994;28,270000000000000;
51;10702;50131;-106,680000000000007;-50,100000000000001;-262,000000000000000;89,739999999999995;
52;10703;50132;-66,689999999999998;-3,100000000000000;-143,199999999999989;47,659999999999997;
53;10704;50133;-46,930000000000000;-19,300000000000001;-64,900000000000006;16,629999999999999;
54;10705;50134;-87,120000000000005;-37,500000000000000;-145,099999999999994;43,710000000000001;
55;10706;50135;-89,150000000000006;-54,799999999999997;-155,900000000000006;39,850000000000001;
56;10707;50136;-767,980000000000018;-214,699999999999989;-2100,699999999999818;772,440000000000055;
57;10708;50137;-241,300000000000011;-171,900000000000006;-276,000000000000000;49,070000000000000;
58;10709;50138;-100,430000000000007;-75,099999999999994;-130,000000000000000;21,609999999999999;
59;10710;50141;-276,120000000000005;-5,400000000000000;-827,200000000000045;354,500000000000000;
60;10711;50142;-274,079999999999984;-19,800000000000001;-1059,500000000000000;395,540000000000020;
61;10712;50145;-61,049999999999997;-8,699999999999999;-108,400000000000006;39,369999999999997;
62;10713;50146;-69,400000000000006;-3,400000000000000;-148,199999999999989;54,530000000000001;
63;10714;50147;-75,620000000000005;-58,200000000000003;-111,900000000000006;16,070000000000000;
64;10715;50153;-892,370000000000005;-177,099999999999994;-1939,900000000000091;669,379999999999995;
65;10716;50156;-106,829999999999998;-23,800000000000001;-180,000000000000000;54,500000000000000;
66;10717;50157;-128,270000000000010;-76,900000000000006;-164,199999999999989;26,590000000000000;
67;10718;50158;-125,849999999999994;-10,699999999999999;-312,199999999999989;86,250000000000000;
68;10719;50166;-119,730000000000004;-116,900000000000006;-123,500000000000000;2,130000000000000;1006,3385620
69;10720;50169;-112,099999999999994;-102,599999999999994;-120,599999999999994;6,980000000000000;
70;10721;50171;-87,840000000000003;-30,100000000000001;-141,699999999999989;47,939999999999998;
71;10722;50179;-62,250000000000000;-53,100000000000001;-85,700000000000003;10,789999999999999;
72;10723;50180;-151,069999999999993;-129,400000000000006;-168,199999999999989;13,449999999999999;
73;10724;50181;-274,430000000000007;-72,200000000000003;-435,500000000000000;145,189999999999998;
74;10725;50185;-217,620000000000005;-106,000000000000000;-310,899999999999977;90,370000000000005;
75;10726;50187;-140,780000000000001;-114,299999999999997;-158,800000000000011;15,600000000000000;964,9980469
76;10727;50188;-78,099999999999994;-28,000000000000000;-132,199999999999989;43,469999999999999;963,5598145
77;10728;50193;-67,569999999999993;-55,200000000000003;-74,200000000000003;6,540000000000000;
78;10729;50194;-118,620000000000005;-109,299999999999997;-127,599999999999994;5,610000000000000;
79;10730;50196;-56,520000000000003;-18,199999999999999;-95,099999999999994;19,539999999999999;
80;10731;50197;-57,390000000000001;-10,600000000000000;-84,200000000000003;19,500000000000000;
81;10732;50199;-69,620000000000005;-26,300000000000001;-134,400000000000006;39,509999999999998;
82;10733;50200;-89,090000000000003;-48,000000000000000;-113,299999999999997;22,559999999999999;
83;10734;50201;-63,770000000000003;-24,600000000000001;-86,299999999999997;20,989999999999998;
84;10735;50202;-93,129999999999995;-28,000000000000000;-202,699999999999989;60,930000000000000;
85;10736;50203;-136,939999999999998;-37,399999999999999;-576,899999999999977;152,669999999999987;
86;10737;50204;-105,319999999999993;-11,000000000000000;-338,800000000000011;93,390000000000001;
87;10738;50205;-88,549999999999997;-8,900000000000000;-167,500000000000000;60,590000000000003;
88;10739;50206;-107,930000000000007;-36,200000000000003;-248,699999999999989;65,659999999999997;
89;10740;50207;-108,469999999999999;-14,800000000000001;-275,899999999999977;89,290000000000006;
90;10741;50208;-66,909999999999997;-12,000000000000000;-147,000000000000000;48,219999999999999;
91;10742;50209;-189,800000000000011;-9,000000000000000;-797,399999999999977;283,610000000000014;
92;10743;50210;-62,479999999999997;-3,400000000000000;-151,400000000000006;49,960000000000001;
93;10744;50211;-199,250000000000000;-18,699999999999999;-529,899999999999977;192,159999999999997;
94;10745;50212;-235,979999999999990;-32,799999999999997;-661,100000000000023;228,360000000000014;
95;10746;50213;-122,709999999999994;-25,899999999999999;-175,599999999999994;47,500000000000000;
96;10747;50214;-86,709999999999994;-20,000000000000000;-323,199999999999989;91,620000000000005;
97;10748;50215;-81,900000000000006;-31,500000000000000;-291,100000000000023;80,090000000000003;
98;10749;50216;-50,000000000000000;-27,800000000000001;-66,799999999999997;13,449999999999999;
99;10750;50217;-82,280000000000001;-1,000000000000000;-267,000000000000000;93,049999999999997;
100;10751;50218;-135,860000000000014;-5,600000000000000;-469,899999999999977;187,479999999999990;
101;10752;50219;-50,549999999999997;-17,399999999999999;-83,299999999999997;25,690000000000001;
102;10753;50220;-259,649999999999977;-9,100000000000000;-1076,599999999999909;358,259999999999991;
103;10754;50221;-89,290000000000006;-3,000000000000000;-289,300000000000011;85,579999999999998;
104;10755;50222;-50,200000000000003;-5,300000000000000;-115,500000000000000;41,329999999999998;
105;10756;50223;-79,980000000000004;-7,900000000000000;-172,699999999999989;55,930000000000000;
106;10757;50224;-309,970000000000027;-4,200000000000000;-996,500000000000000;425,829999999999984;
107;10758;50225;-64,109999999999999;-9,300000000000001;-128,599999999999994;35,430000000000000;
108;10759;50226;-303,490000000000009;-2,600000000000000;-1200,900000000000091;476,519999999999982;
109;10760;50227;-440,889999999999986;-1,400000000000000;-1713,299999999999955;638,799999999999955;
110;10761;50228;-51,340000000000003;-22,100000000000001;-106,200000000000003;26,949999999999999;
111;10762;50229;-40,840000000000003;-8,100000000000000;-70,700000000000003;23,539999999999999;
112;10763;50230;-53,829999999999998;-9,199999999999999;-89,400000000000006;24,879999999999999;
113;10764;50231;-114,040000000000006;-14,300000000000001;-348,000000000000000;111,790000000000006;
114;10765;50232;-206,039999999999992;-3,900000000000000;-1354,599999999999909;355,220000000000027;
115;10766;50233;-52,630000000000003;-7,500000000000000;-99,200000000000003;30,690000000000001;
116;10767;50234;-69,260000000000005;-6,700000000000000;-154,599999999999994;39,479999999999997;
117;10768;50235;-92,209999999999994;-6,300000000000000;-471,500000000000000;128,259999999999991;
118;10769;50236;-86,310000000000002;-0,300000000000000;-267,199999999999989;81,530000000000001;
119;10770;50237;-132,430000000000007;-10,000000000000000;-445,899999999999977;126,250000000000000;
120;10771;50238;-74,700000000000003;-18,100000000000001;-143,199999999999989;47,920000000000002;
121;10772;50239;-53,990000000000002;-7,400000000000000;-101,099999999999994;26,010000000000002;
122;10773;50240;-399,199999999999989;-28,500000000000000;-908,299999999999955;413,000000000000000;
123;10774;50241;-150,699999999999989;12,800000000000001;-527,299999999999955;185,770000000000010;
124;10775;50242;-14,310000000000000;5,100000000000000;-35,700000000000003;13,380000000000001;
125;10776;50243;-279,250000000000000;3,700000000000000;-1093,599999999999909;462,350000000000023;
126;10777;50244;-191,879999999999995;2,200000000000000;-553,700000000000045;248,169999999999987;
127;10778;50245;-143,639999999999986;-8,199999999999999;-766,600000000000023;254,750000000000000;
128;10779;50246;-92,170000000000002;-10,300000000000001;-235,199999999999989;75,170000000000002;
129;10780;50247;-351,100000000000023;0,500000000000000;-1466,400000000000091;555,450000000000045;
130;10781;50248;-220,030000000000001;-20,100000000000001;-421,000000000000000;168,599999999999994;
131;10782;50249;-160,599999999999994;-148,300000000000011;-172,900000000000006;12,300000000000001;
132;10783;50250;-60,399999999999999;-53,000000000000000;-67,799999999999997;7,400000000000000;
133;10784;50253;-245,370000000000005;-14,000000000000000;-666,000000000000000;266,050000000000011;
134;10785;50254;-179,030000000000001;-3,400000000000000;-392,899999999999977;123,180000000000007;
135;10786;50255;-80,129999999999995;-54,700000000000003;-102,799999999999997;20,949999999999999;
136;10787;50256;-198,699999999999989;-21,100000000000001;-378,399999999999977;168,569999999999993;
137;10788;50258;-43,020000000000003;-19,800000000000001;-71,200000000000003;18,699999999999999;
138;10789;50259;-28,899999999999999;11,699999999999999;-98,099999999999994;44,350000000000001;
139;10790;50261;-117,590000000000003;-16,300000000000001;-447,199999999999989;153,659999999999997;
140;10791;50262;-39,899999999999999;-1,200000000000000;-73,299999999999997;26,260000000000002;
141;10792;50265;-65,049999999999997;5,500000000000000;-110,400000000000006;35,740000000000002;
142;10793;50266;-88,310000000000002;-7,500000000000000;-402,000000000000000;135,060000000000002;
143;10794;50267;-11,150000000000000;5,600000000000000;-38,500000000000000;15,320000000000000;
144;10795;50268;-1,980000000000000;13,100000000000000;-27,800000000000001;15,140000000000001;
145;10796;50269;-35,310000000000002;8,900000000000000;-77,900000000000006;21,809999999999999;
146;10797;50270;-68,519999999999996;-40,500000000000000;-186,300000000000011;52,740000000000002;
147;10798;50271;-90,439999999999998;-0,600000000000000;-190,599999999999994;75,900000000000006;
148;10799;50272;-82,959999999999994;-4,100000000000000;-309,899999999999977;103,010000000000005;
149;10800;50273;-43,509999999999998;-32,100000000000001;-68,500000000000000;11,300000000000001;
150;10801;50274;-88,750000000000000;-7,100000000000000;-533,200000000000045;151,150000000000006;
151;10802;50275;-56,020000000000003;-1,600000000000000;-111,200000000000003;45,469999999999999;
152;10803;50276;-392,199999999999989;-244,599999999999994;-811,000000000000000;241,889999999999986;
153;10804;50284;-75,599999999999994;-14,199999999999999;-145,400000000000006;50,659999999999997;
154;10805;50285;-130,629999999999995;-25,899999999999999;-397,899999999999977;147,020000000000010;
155;10806;50288;-384,600000000000023;-186,000000000000000;-583,200000000000045;198,599999999999994;
156;10807;50290;-76,500000000000000;-14,400000000000000;-210,300000000000011;73,450000000000003;
157;10808;50291;-142,469999999999999;-18,500000000000000;-1117,799999999999955;295,949999999999989;
158;10809;50293;-98,560000000000002;-5,100000000000000;-322,100000000000023;124,750000000000000;
159;10810;50296;-55,759999999999998;-6,900000000000000;-141,400000000000006;49,460000000000001;
160;10811;50298;-71,450000000000003;-10,600000000000000;-167,699999999999989;53,070000000000000;
161;10812;50299;-42,159999999999997;-18,699999999999999;-81,599999999999994;19,449999999999999;
162;10813;50300;-20,629999999999999;7,300000000000000;-128,900000000000006;44,960000000000001;
163;10814;50301;-66,140000000000001;-15,000000000000000;-120,400000000000006;33,600000000000001;
164;10815;50302;-132,469999999999999;0,800000000000000;-485,500000000000000;160,180000000000007;
165;10816;50303;-372,379999999999995;-34,100000000000001;-1374,000000000000000;511,149999999999977;
166;10817;50304;-148,629999999999995;-27,399999999999999;-489,800000000000011;176,669999999999987;
167;10818;50305;-59,430000000000000;-43,200000000000003;-95,599999999999994;13,890000000000001;
168;10819;50306;-54,180000000000000;-14,400000000000000;-93,099999999999994;24,579999999999998;816,9309082
169;10820;50310;-191,800000000000011;4,100000000000000;-916,399999999999977;328,550000000000011;
170;10821;50311;-40,159999999999997;2,500000000000000;-96,599999999999994;38,789999999999999;
171;10822;50313;-284,870000000000005;5,400000000000000;-1279,700000000000045;530,139999999999986;
172;10823;50314;-50,000000000000000;5,400000000000000;-115,099999999999994;42,070000000000000;
173;10824;50315;-5,500000000000000;2,100000000000000;-12,800000000000001;6,090000000000000;
174;10825;50316;-26,100000000000001;-26,100000000000001;-26,100000000000001;0,000000000000000;
175;10826;50317;-59,579999999999998;-31,199999999999999;-90,500000000000000;22,190000000000001;
176;10827;50318;-51,850000000000001;-5,700000000000000;-105,400000000000006;26,430000000000000;
177;10828;50319;-27,879999999999999;3,500000000000000;-44,700000000000003;19,070000000000000;
178;10829;50320;-216,110000000000014;-14,800000000000001;-752,700000000000045;266,009999999999991;
179;10830;50321;-16,930000000000000;-2,500000000000000;-34,799999999999997;14,630000000000001;
180;10831;50322;-1,030000000000000;3,800000000000000;-6,700000000000000;4,330000000000000;
181;10832;50323;-62,509999999999998;-42,299999999999997;-94,500000000000000;15,980000000000000;
182;10833;50324;-95,140000000000001;-47,799999999999997;-173,699999999999989;45,719999999999999;
183;10834;50325;-57,990000000000002;-15,000000000000000;-116,099999999999994;35,990000000000002;
184;10835;50326;-79,650000000000006;-28,300000000000001;-158,900000000000006;40,250000000000000;
185;10836;50327;-53,869999999999997;-22,800000000000001;-68,900000000000006;14,539999999999999;
186;10837;50328;-59,070000000000000;-22,300000000000001;-80,200000000000003;21,600000000000001;
187;10838;50329;-77,849999999999994;-45,500000000000000;-89,500000000000000;15,230000000000000;
188;10839;50330;-5,600000000000000;1,500000000000000;-18,699999999999999;9,270000000000000;
189;10840;50331;-11,449999999999999;-5,800000000000000;-17,100000000000001;5,650000000000000;
190;10841;50332;-20,649999999999999;3,100000000000000;-37,600000000000001;14,859999999999999;
191;10842;50333;-56,420000000000002;-45,799999999999997;-73,599999999999994;9,990000000000000;
192;10843;50334;-143,180000000000007;-45,700000000000003;-212,400000000000006;64,689999999999998;
193;10844;50335;-169,270000000000010;-69,700000000000003;-354,000000000000000;130,759999999999991;
194;10845;50337;-91,299999999999997;-44,000000000000000;-177,699999999999989;47,439999999999998;
195;10846;50338;-75,129999999999995;-32,000000000000000;-173,099999999999994;43,399999999999999;
196;10847;50340;-396,129999999999995;-192,699999999999989;-658,200000000000045;193,849999999999994;
197;10848;50341;-23,600000000000001;-6,300000000000000;-49,600000000000001;14,449999999999999;
198;10849;50342;-220,270000000000010;-33,000000000000000;-419,300000000000011;157,930000000000007;
199;10850;50343;-113,969999999999999;-52,399999999999999;-177,599999999999994;53,109999999999999;
200;10851;50347;-176,979999999999990;-42,799999999999997;-447,699999999999989;153,659999999999997;
201;10852;50348;-123,299999999999997;-36,799999999999997;-163,500000000000000;40,149999999999999;
202;10853;50351;-124,340000000000003;-14,900000000000000;-259,500000000000000;81,349999999999994;
203;10854;50352;-208,960000000000008;10,800000000000001;-733,100000000000023;218,879999999999995;
204;10855;50353;-30,500000000000000;-17,300000000000001;-44,100000000000001;10,940000000000000;
205;10856;50355;-22,899999999999999;-1,200000000000000;-38,399999999999999;15,920000000000000;
206;10857;50356;-54,840000000000003;-27,600000000000001;-94,400000000000006;23,300000000000001;
207;10858;50357;-52,899999999999999;-45,399999999999999;-59,100000000000001;5,770000000000000;
208;10859;50358;-138,780000000000001;-59,899999999999999;-278,899999999999977;76,890000000000001;
209;10860;50360;-27,460000000000001;-14,900000000000000;-45,700000000000003;8,900000000000000;
210;10861;50362;-269,759999999999991;-38,299999999999997;-967,700000000000045;364,410000000000025;
211;10862;50363;-39,079999999999998;-6,400000000000000;-64,400000000000006;24,170000000000002;780,3048096
212;10863;50364;-49,530000000000001;-6,400000000000000;-160,500000000000000;55,570000000000000;772,6524048
213;10864;50365;-61,270000000000003;-25,199999999999999;-132,099999999999994;50,090000000000003;
214;10865;50367;-41,579999999999998;5,600000000000000;-115,099999999999994;45,780000000000001;
215;10866;50368;-263,240000000000009;-10,400000000000000;-612,000000000000000;273,089999999999975;748,6418457
216;10867;50369;-151,030000000000001;9,100000000000000;-423,600000000000023;193,719999999999999;
217;10868;50371;-61,460000000000001;-12,400000000000000;-213,599999999999994;77,640000000000001;
218;10869;50373;-151,099999999999994;-151,099999999999994;-151,099999999999994;0,000000000000000;
219;10870;50379;-75,890000000000001;-3,200000000000000;-212,900000000000006;81,989999999999995;
220;10871;50381;-113,370000000000005;4,300000000000000;-221,400000000000006;92,390000000000001;
221;10872;50382;-164,099999999999994;-164,099999999999994;-164,099999999999994;0,000000000000000;
222;10873;50383;-56,899999999999999;-12,400000000000000;-157,599999999999994;58,579999999999998;
223;10874;50384;-225,080000000000013;-2,200000000000000;-475,600000000000023;176,840000000000003;
224;10875;50385;-67,280000000000001;-15,100000000000000;-156,900000000000006;52,090000000000003;
225;10876;50386;-114,450000000000003;-5,200000000000000;-304,899999999999977;86,260000000000005;
226;10877;50387;-19,719999999999999;-10,800000000000001;-30,899999999999999;7,680000000000000;
227;10878;50388;-337,829999999999984;-24,100000000000001;-1457,400000000000091;505,339999999999975;
228;10879;50389;-287,629999999999995;-52,899999999999999;-836,899999999999977;259,839999999999975;
229;10880;50390;-22,629999999999999;-20,199999999999999;-24,899999999999999;1,920000000000000;
230;10881;50393;-223,689999999999998;-86,099999999999994;-768,899999999999977;227,520000000000010;
231;10882;50394;-259,430000000000007;-0,200000000000000;-671,299999999999955;231,539999999999992;
232;10883;50395;-163,129999999999995;-47,700000000000003;-572,600000000000023;169,509999999999991;
233;10884;50401;-74,079999999999998;-10,900000000000000;-256,800000000000011;89,170000000000002;
234;10885;50412;-117,370000000000005;3,500000000000000;-510,199999999999989;159,050000000000011;
235;10886;50413;-42,340000000000003;-2,700000000000000;-134,900000000000006;37,680000000000000;
236;10887;50417;-87,790000000000006;-13,699999999999999;-275,500000000000000;100,769999999999996;
237;10888;50418;-140,349999999999994;-106,299999999999997;-158,199999999999989;20,090000000000000;
238;10889;50420;-32,850000000000001;-9,199999999999999;-78,099999999999994;22,250000000000000;774,4661865
239;10890;50422;-62,520000000000003;16,800000000000001;-272,899999999999977;80,890000000000001;
240;10891;50423;-83,680000000000007;7,700000000000000;-300,000000000000000;94,439999999999998;
241;10892;50427;-50,130000000000003;-31,699999999999999;-60,500000000000000;11,170000000000000;
242;10893;50429;-38,329999999999998;-26,000000000000000;-47,399999999999999;9,039999999999999;
243;10894;50434;-58,229999999999997;-5,100000000000000;-103,900000000000006;44,750000000000000;
244;10895;50436;-69,930000000000007;1,700000000000000;-147,599999999999994;59,009999999999998;
245;10896;50439;-67,150000000000006;-66,200000000000003;-68,099999999999994;0,950000000000000;
246;10897;50440;-159,000000000000000;-91,200000000000003;-198,699999999999989;39,539999999999999;
247;10898;50441;-153,430000000000007;-19,899999999999999;-305,500000000000000;83,930000000000007;
248;10899;50442;-179,370000000000005;-18,600000000000001;-392,800000000000011;126,540000000000006;
249;10900;50443;-289,670000000000016;-204,300000000000011;-599,399999999999977;140,039999999999992;
250;10901;50444;-59,750000000000000;-21,600000000000001;-140,300000000000011;47,189999999999998;
251;10902;50445;-173,039999999999992;-39,500000000000000;-469,600000000000023;137,439999999999998;
252;10903;50446;-244,030000000000001;-11,699999999999999;-578,700000000000045;203,620000000000005;
253;10904;50447;-150,990000000000009;-49,700000000000003;-515,399999999999977;138,780000000000001;
254;10905;50448;-167,849999999999994;-20,000000000000000;-475,000000000000000;140,919999999999987;
255;10906;50449;-178,849999999999994;-37,799999999999997;-516,799999999999955;160,860000000000014;
256;10907;50450;-35,100000000000001;-20,000000000000000;-65,700000000000003;12,710000000000001;
257;10908;50451;-74,510000000000005;-54,299999999999997;-90,500000000000000;12,940000000000000;
258;10909;50452;-163,319999999999993;-42,500000000000000;-762,200000000000045;213,590000000000003;
259;10910;50453;-221,400000000000006;-0,900000000000000;-690,899999999999977;232,400000000000006;
260;10911;50454;-191,199999999999989;4,900000000000000;-372,699999999999989;155,840000000000003;
261;10912;50455;-183,969999999999999;-8,000000000000000;-417,500000000000000;158,689999999999998;
262;10913;50456;-193,110000000000014;-38,799999999999997;-919,700000000000045;263,569999999999993;
263;10914;50457;-148,150000000000006;-63,299999999999997;-252,900000000000006;75,730000000000004;
264;10915;50458;-328,259999999999991;-21,500000000000000;-1067,099999999999909;356,509999999999991;
265;10916;50459;-230,770000000000010;-2,800000000000000;-633,399999999999977;193,159999999999997;
266;10917;50460;-397,579999999999984;-77,599999999999994;-811,000000000000000;284,069999999999993;
267;10918;50461;-262,899999999999977;-22,699999999999999;-644,899999999999977;201,259999999999991;
268;10919;50462;-226,280000000000001;-45,399999999999999;-466,600000000000023;148,069999999999993;
269;10920;50463;-197,990000000000009;-26,199999999999999;-569,899999999999977;200,539999999999992;
270;10921;50464;-154,099999999999994;-4,700000000000000;-359,399999999999977;112,920000000000002;
271;10922;50465;-76,359999999999999;-32,399999999999999;-113,099999999999994;31,100000000000001;
272;10923;50471;-65,489999999999995;-21,600000000000001;-187,400000000000006;51,590000000000003;
273;10924;50480;-54,950000000000003;27,800000000000001;-392,800000000000011;115,980000000000004;
274;10925;50482;-209,259999999999991;-2,100000000000000;-436,699999999999989;157,729999999999990;
275;10926;50484;-61,259999999999998;-0,800000000000000;-146,900000000000006;39,409999999999997;
276;10927;50487;-19,000000000000000;-6,900000000000000;-31,100000000000001;12,100000000000000;
277;10928;50489;-69,780000000000001;-9,199999999999999;-127,400000000000006;44,229999999999997;
278;10929;50491;-112,099999999999994;-22,699999999999999;-338,699999999999989;113,500000000000000;784,0543213
279;10930;50492;-28,559999999999999;-6,400000000000000;-68,799999999999997;15,949999999999999;
280;10931;50493;-82,939999999999998;-42,799999999999997;-153,699999999999989;44,520000000000003;
281;10932;50494;-56,710000000000001;11,600000000000000;-171,599999999999994;47,640000000000001;
282;10933;50495;-55,600000000000001;-14,500000000000000;-98,299999999999997;27,250000000000000;
283;10934;50496;-24,170000000000002;-14,400000000000000;-41,799999999999997;12,490000000000000;
284;10935;50497;-49,030000000000001;-41,799999999999997;-53,000000000000000;4,280000000000000;
285;10936;50498;-59,950000000000003;-44,899999999999999;-71,299999999999997;9,940000000000000;
286;10937;50499;-136,889999999999986;-1,200000000000000;-230,199999999999989;76,730000000000004;
287;10938;50500;-54,799999999999997;-49,100000000000001;-60,200000000000003;4,660000000000000;
288;10939;50501;-164,620000000000005;-4,000000000000000;-516,600000000000023;151,770000000000010;
289;10940;50502;-128,199999999999989;-4,100000000000000;-629,899999999999977;172,280000000000001;
290;10941;50503;-116,739999999999995;-26,399999999999999;-249,699999999999989;80,340000000000003;
291;10942;50506;-139,409999999999997;-1,900000000000000;-280,800000000000011;85,170000000000002;783,4192505
292;10943;50507;-146,680000000000007;-55,100000000000001;-302,000000000000000;84,609999999999999;
293;10944;50508;-119,469999999999999;-31,000000000000000;-215,000000000000000;59,460000000000001;797,3101807
294;10945;50509;-113,060000000000002;-38,399999999999999;-198,400000000000006;54,780000000000001;797,2390747
295;10946;50511;-113,060000000000002;-6,200000000000000;-177,300000000000011;52,130000000000003;
296;10947;50512;-98,500000000000000;-9,800000000000001;-210,099999999999994;61,689999999999998;
297;10948;50514;-113,519999999999996;-1,000000000000000;-212,900000000000006;81,189999999999998;1032,5194092
298;10949;50516;-157,159999999999997;-2,800000000000000;-270,199999999999989;103,489999999999995;
299;10950;50517;-11,949999999999999;59,600000000000001;-141,699999999999989;63,979999999999997;
300;10951;50522;-63,560000000000002;-14,699999999999999;-92,700000000000003;28,309999999999999;
301;10952;50540;-12,800000000000001;-6,900000000000000;-18,000000000000000;4,340000000000000;
302;10953;50553;3,750000000000000;16,100000000000001;-8,600000000000000;12,350000000000000;
303;10954;50555;-33,700000000000003;-33,700000000000003;-33,700000000000003;0,000000000000000;890,8637695
304;10955;50558;-74,099999999999994;-74,099999999999994;-74,099999999999994;0,000000000000000;
305;10956;50559;-62,100000000000001;-62,100000000000001;-62,100000000000001;0,000000000000000;
306;10957;50583;-111,230000000000004;-30,100000000000001;-176,400000000000006;56,200000000000003;
307;10958;50584;-58,299999999999997;-58,299999999999997;-58,299999999999997;0,000000000000000;
308;10959;50590;-141,780000000000001;-63,399999999999999;-300,500000000000000;77,370000000000005;
309;10960;50591;-104,760000000000005;-50,399999999999999;-180,400000000000006;42,380000000000003;
310;10961;50592;-231,319999999999993;-184,699999999999989;-284,600000000000023;35,299999999999997;
311;10962;50593;-60,250000000000000;-51,100000000000001;-69,400000000000006;9,150000000000000;
312;10963;50594;-8,650000000000000;0,200000000000000;-16,600000000000001;5,960000000000000;
313;10964;50595;-44,399999999999999;-21,000000000000000;-67,599999999999994;18,879999999999999;
314;10965;50597;5,030000000000000;27,300000000000001;-33,899999999999999;16,489999999999998;
