OID_;ORIG_FID;FID_ne_50m_coastline_Tes_SymDiff_Buffer_10KM;FID_ne_50m_coastline_Test_Clip_Bufffer10km;FID_ne_50m_coastli_Testmap_ToPoly;Australia_elevation
1035;15;10;-1;38;108
1036;15;10;-1;38;121
1037;15;10;-1;38;106
1038;15;10;-1;38;83
1039;15;10;-1;38;94
1040;15;10;-1;38;93
1041;15;10;-1;38;88
1042;15;10;-1;38;73
1043;15;10;-1;38;83
1044;15;10;-1;38;81
1045;15;10;-1;38;63
1046;15;10;-1;38;43
1047;15;10;-1;38;10
1048;15;10;-1;38;17
1049;15;10;-1;38;31
1050;15;10;-1;38;49
1051;15;10;-1;38;59
1052;15;10;-1;38;79
1053;15;10;-1;38;73
1054;15;10;-1;38;74
1055;15;10;-1;38;60
1056;15;10;-1;38;54
1057;15;10;-1;38;78
1058;15;10;-1;38;85
1059;15;10;-1;38;82
1060;15;10;-1;38;87
1061;15;10;-1;38;84
1062;15;10;-1;38;72
1063;15;10;-1;38;55
1064;15;10;-1;38;42
1065;15;10;-1;38;52
1066;15;10;-1;38;81
1067;15;10;-1;38;43
1068;15;10;-1;38;45
1069;15;10;-1;38;32
1070;15;10;-1;38;81
1071;15;10;-1;38;63
1072;15;10;-1;38;47
1073;15;10;-1;38;61
1074;15;10;-1;38;72
1075;15;10;-1;38;75
1076;15;10;-1;38;68
1077;15;10;-1;38;50
1078;15;10;-1;38;21
1079;15;10;-1;38;17
1080;15;10;-1;38;18
1081;15;10;-1;38;23
1082;15;10;-1;38;21
1083;15;10;-1;38;16
1084;15;10;-1;38;15
1085;15;10;-1;38;115
1086;15;10;-1;38;152
1087;15;10;-1;38;171
1088;15;10;-1;38;142
1089;15;10;-1;38;256
1090;15;10;-1;38;338
1091;15;10;-1;38;404
1092;15;10;-1;38;305
1093;15;10;-1;38;338
1094;15;10;-1;38;356
1095;15;10;-1;38;501
1096;15;10;-1;38;60
1097;15;10;-1;38;36
1098;15;10;-1;38;57
1099;15;10;-1;38;350
1100;15;10;-1;38;278
1101;15;10;-1;38;408
1102;15;10;-1;38;18
1103;15;10;-1;38;0
1104;15;10;-1;38;1
1105;15;10;-1;38;4
1106;15;10;-1;38;19
1107;15;10;-1;38;51
1108;15;10;-1;38;40
1109;15;10;-1;38;27
1110;15;10;-1;38;33
1111;15;10;-1;38;12
1112;15;10;-1;38;116
1113;15;10;-1;38;0
1114;15;10;-1;38;154
1115;15;10;-1;38;168
1116;15;10;-1;38;116
1117;15;10;-1;38;176
1118;15;10;-1;38;184
1119;15;10;-1;38;54
1120;15;10;-1;38;107
1121;15;10;-1;38;12
1122;15;10;-1;38;22
1123;15;10;-1;38;9
1124;15;10;-1;38;41
1125;15;10;-1;38;20
1126;15;10;-1;38;12
1127;15;10;-1;38;17
1128;15;10;-1;38;13
1129;15;10;-1;38;15
1130;15;10;-1;38;11
1131;15;10;-1;38;20
1132;15;10;-1;38;15
1133;15;10;-1;38;10
1134;15;10;-1;38;5
1135;15;10;-1;38;11
1136;15;10;-1;38;3
1137;15;10;-1;38;6
1138;15;10;-1;38;-1
1139;15;10;-1;38;4
1140;15;10;-1;38;3
1141;15;10;-1;38;6
1142;15;10;-1;38;7
1143;15;10;-1;38;0
1144;15;10;-1;38;2
1145;15;10;-1;38;4
1146;15;10;-1;38;2
1147;15;10;-1;38;13
1148;15;10;-1;38;16
1149;15;10;-1;38;25
1150;15;10;-1;38;32
1151;15;10;-1;38;9
1152;15;10;-1;38;55
1153;15;10;-1;38;37
1154;15;10;-1;38;54
1155;15;10;-1;38;61
1156;15;10;-1;38;97
1157;15;10;-1;38;69
1158;15;10;-1;38;63
1159;15;10;-1;38;58
1160;15;10;-1;38;85
1161;15;10;-1;38;84
1162;15;10;-1;38;88
1163;15;10;-1;38;90
1164;15;10;-1;38;96
1165;15;10;-1;38;84
1166;15;10;-1;38;99
1167;15;10;-1;38;90
1168;15;10;-1;38;102
1169;15;10;-1;38;99
1170;15;10;-1;38;90
1171;15;10;-1;38;99
1172;15;10;-1;38;100
1173;15;10;-1;38;88
1174;15;10;-1;38;97
1175;15;10;-1;38;97
1176;15;10;-1;38;96
1177;15;10;-1;38;104
1178;15;10;-1;38;104
1179;15;10;-1;38;115
1180;15;10;-1;38;115
1181;15;10;-1;38;120
1182;15;10;-1;38;119
1183;15;10;-1;38;117
1184;15;10;-1;38;120
1185;15;10;-1;38;124
1186;15;10;-1;38;128
1187;15;10;-1;38;130
1188;15;10;-1;38;139
1189;15;10;-1;38;136
1190;15;10;-1;38;131
1191;15;10;-1;38;140
1192;15;10;-1;38;39
1193;15;10;-1;38;26
1194;15;10;-1;38;28
1195;15;10;-1;38;30
1196;15;10;-1;38;21
1197;15;10;-1;38;19
1198;15;10;-1;38;18
1199;15;10;-1;38;15
1200;15;10;-1;38;16
1201;15;10;-1;38;23
1202;15;10;-1;38;26
1203;15;10;-1;38;24
1204;15;10;-1;38;17
1205;15;10;-1;38;16
1206;15;10;-1;38;17
1207;15;10;-1;38;13
1208;15;10;-1;38;10
1209;15;10;-1;38;7
1210;15;10;-1;38;8
1211;15;10;-1;38;6
1212;15;10;-1;38;39
1213;15;10;-1;38;24
1214;15;10;-1;38;94
1215;15;10;-1;38;85
1216;15;10;-1;38;87
1217;15;10;-1;38;86
1218;15;10;-1;38;83
1219;15;10;-1;38;81
1220;15;10;-1;38;87
1221;15;10;-1;38;86
1222;15;10;-1;38;86
1223;15;10;-1;38;81
1224;15;10;-1;38;79
1225;15;10;-1;38;84
1226;15;10;-1;38;90
1227;15;10;-1;38;86
1228;15;10;-1;38;84
1229;15;10;-1;38;93
1230;15;10;-1;38;88
1231;15;10;-1;38;96
1232;15;10;-1;38;95
1233;15;10;-1;38;98
1234;15;10;-1;38;93
1235;15;10;-1;38;25
1236;15;10;-1;38;15
1237;15;10;-1;38;10
1238;15;10;-1;38;12
1239;15;10;-1;38;9
1240;15;10;-1;38;8
1241;15;10;-1;38;7
1242;15;10;-1;38;8
1243;15;10;-1;38;6
1244;15;10;-1;38;7
1245;15;10;-1;38;9
1246;15;10;-1;38;7
1247;15;10;-1;38;9
1248;15;10;-1;38;9
1249;15;10;-1;38;13
1250;15;10;-1;38;12
1251;15;10;-1;38;12
1252;15;10;-1;38;17
1253;15;10;-1;38;18
1254;15;10;-1;38;18
1255;15;10;-1;38;17
1256;15;10;-1;38;17
1257;15;10;-1;38;17
1258;15;10;-1;38;16
1259;15;10;-1;38;17
1260;15;10;-1;38;15
1261;15;10;-1;38;17
1262;15;10;-1;38;16
1263;15;10;-1;38;19
1264;15;10;-1;38;17
1265;15;10;-1;38;20
1266;15;10;-1;38;21
1267;15;10;-1;38;99
1268;15;10;-1;38;99
1269;15;10;-1;38;97
1270;15;10;-1;38;95
1271;15;10;-1;38;99
1272;15;10;-1;38;33
1273;15;10;-1;38;100
1274;15;10;-1;38;85
1275;15;10;-1;38;53
1276;15;10;-1;38;41
1277;15;10;-1;38;60
1278;15;10;-1;38;79
1279;15;10;-1;38;75
1280;15;10;-1;38;104
1281;15;10;-1;38;83
1282;15;10;-1;38;81
1283;15;10;-1;38;85
1284;15;10;-1;38;59
1285;15;10;-1;38;66
1286;15;10;-1;38;34
1287;15;10;-1;38;28
1288;15;10;-1;38;23
1289;15;10;-1;38;18
1290;15;10;-1;38;25
1291;15;10;-1;38;47
1292;15;10;-1;38;41
1293;15;10;-1;38;14
1294;15;10;-1;38;0
1295;15;10;-1;38;0
1296;15;10;-1;38;19
1297;15;10;-1;38;2
1298;15;10;-1;38;10
1299;15;10;-1;38;50
1300;15;10;-1;38;34
1301;15;10;-1;38;36
1302;15;10;-1;38;61
1303;15;10;-1;38;45
1304;15;10;-1;38;34
1305;15;10;-1;38;1
1306;15;10;-1;38;1
1307;15;10;-1;38;24
1308;15;10;-1;38;24
1309;15;10;-1;38;112
1310;15;10;-1;38;115
1311;15;10;-1;38;91
1312;15;10;-1;38;63
1313;15;10;-1;38;27
1314;15;10;-1;38;6
1315;15;10;-1;38;48
1316;15;10;-1;38;89
1317;15;10;-1;38;38
1318;15;10;-1;38;22
1319;15;10;-1;38;6
1320;15;10;-1;38;12
1321;15;10;-1;38;2
1322;15;10;-1;38;12
1323;15;10;-1;38;32
1324;15;10;-1;38;19
1325;15;10;-1;38;15
1326;15;10;-1;38;10
1327;15;10;-1;38;52
1328;15;10;-1;38;33
1329;15;10;-1;38;30
1330;15;10;-1;38;17
1331;15;10;-1;38;74
1332;15;10;-1;38;83
1333;15;10;-1;38;46
1334;15;10;-1;38;38
1335;15;10;-1;38;34
1336;15;10;-1;38;3
1337;15;10;-1;38;2
1338;15;10;-1;38;3
1339;15;10;-1;38;2
1340;15;10;-1;38;4
1341;15;10;-1;38;39
1342;15;10;-1;38;36
1343;15;10;-1;38;26
1344;15;10;-1;38;30
1345;15;10;-1;38;33
1346;15;10;-1;38;29
1347;15;10;-1;38;39
1348;15;10;-1;38;39
1349;15;10;-1;38;30
1350;15;10;-1;38;27
1351;15;10;-1;38;22
1352;15;10;-1;38;31
1353;15;10;-1;38;21
1354;15;10;-1;38;28
1355;15;10;-1;38;67
1356;15;10;-1;38;90
1357;15;10;-1;38;88
1358;15;10;-1;38;74
1359;15;10;-1;38;18
1360;15;10;-1;38;13
1361;15;10;-1;38;14
1362;15;10;-1;38;6
1363;15;10;-1;38;46
1364;15;10;-1;38;63
1365;15;10;-1;38;61
1366;15;10;-1;38;127
1367;15;10;-1;38;122
1368;15;10;-1;38;202
1369;15;10;-1;38;160
1370;15;10;-1;38;344
1371;15;10;-1;38;314
1372;15;10;-1;38;227
1373;15;10;-1;38;104
1374;15;10;-1;38;79
1375;15;10;-1;38;57
1376;15;10;-1;38;45
1377;15;10;-1;38;32
1378;15;10;-1;38;17
1379;15;10;-1;38;13
1380;15;10;-1;38;26
1381;15;10;-1;38;124
1382;15;10;-1;38;175
1383;15;10;-1;38;191
1384;15;10;-1;38;278
1385;15;10;-1;38;246
1386;15;10;-1;38;113
1387;15;10;-1;38;10
1388;15;10;-1;38;11
1389;15;10;-1;38;20
1390;15;10;-1;38;64
1391;15;10;-1;38;32
1392;15;10;-1;38;30
1393;15;10;-1;38;27
1394;15;10;-1;38;0
1395;15;10;-1;38;66
1396;15;10;-1;38;65
1397;15;10;-1;38;25
1398;15;10;-1;38;9
1399;15;10;-1;38;0
1400;15;10;-1;38;1
1401;15;10;-1;38;1
1402;15;10;-1;38;3
1403;15;10;-1;38;45
1404;15;10;-1;38;83
1405;15;10;-1;38;16
1406;15;10;-1;38;3
1407;15;10;-1;38;3
1408;15;10;-1;38;0
1409;15;10;-1;38;19
1410;15;10;-1;38;17
1411;15;10;-1;38;26
1412;15;10;-1;38;1
1413;15;10;-1;38;191
1414;15;10;-1;38;26
1415;15;10;-1;38;9
1416;15;10;-1;38;6
1417;15;10;-1;38;10
1418;15;10;-1;38;16
1419;15;10;-1;38;35
1420;15;10;-1;38;19
1421;15;10;-1;38;0
1422;15;10;-1;38;0
1423;15;10;-1;38;0
1424;15;10;-1;38;21
1425;15;10;-1;38;11
1426;15;10;-1;38;7
1427;15;10;-1;38;1
1428;15;10;-1;38;0
1429;15;10;-1;38;40
1430;15;10;-1;38;54
1431;15;10;-1;38;0
1432;15;10;-1;38;0
1433;15;10;-1;38;17
1434;15;10;-1;38;11
1435;15;10;-1;38;21
1436;15;10;-1;38;35
1437;15;10;-1;38;20
1438;15;10;-1;38;8
1439;15;10;-1;38;19
1440;15;10;-1;38;43
1441;15;10;-1;38;37
1442;15;10;-1;38;45
1443;15;10;-1;38;53
1444;15;10;-1;38;31
1445;15;10;-1;38;37
1446;15;10;-1;38;54
1447;15;10;-1;38;42
1448;15;10;-1;38;96
1449;15;10;-1;38;44
1450;15;10;-1;38;29
1451;15;10;-1;38;47
1452;15;10;-1;38;64
1453;15;10;-1;38;28
1454;15;10;-1;38;21
1455;15;10;-1;38;52
1456;15;10;-1;38;58
1457;15;10;-1;38;48
1458;15;10;-1;38;56
1459;15;10;-1;38;40
1460;15;10;-1;38;51
1461;15;10;-1;38;38
1462;15;10;-1;38;40
1463;15;10;-1;38;62
1464;15;10;-1;38;104
1465;15;10;-1;38;29
1466;15;10;-1;38;75
1467;15;10;-1;38;127
1468;15;10;-1;38;136
1469;15;10;-1;38;129
1470;15;10;-1;38;75
1471;15;10;-1;38;58
1472;15;10;-1;38;46
1473;15;10;-1;38;45
1474;15;10;-1;38;86
1475;15;10;-1;38;45
1476;15;10;-1;38;45
1477;15;10;-1;38;55
1478;15;10;-1;38;57
1479;15;10;-1;38;59
1480;15;10;-1;38;60
1481;15;10;-1;38;66
1482;15;10;-1;38;65
1483;15;10;-1;38;65
1484;15;10;-1;38;70
1485;15;10;-1;38;76
1486;15;10;-1;38;74
1487;15;10;-1;38;78
1488;15;10;-1;38;82
1489;15;10;-1;38;78
1490;15;10;-1;38;77
1491;15;10;-1;38;80
1492;15;10;-1;38;78
1493;15;10;-1;38;81
1494;15;10;-1;38;79
1495;15;10;-1;38;82
1496;15;10;-1;38;87
1497;15;10;-1;38;89
1498;15;10;-1;38;88
1499;15;10;-1;38;93
1500;15;10;-1;38;92
1501;15;10;-1;38;92
1502;15;10;-1;38;95
1503;15;10;-1;38;94
1504;15;10;-1;38;94
1505;15;10;-1;38;93
1506;15;10;-1;38;78
1507;15;10;-1;38;96
1508;15;10;-1;38;59
1509;15;10;-1;38;72
1510;15;10;-1;38;91
1511;15;10;-1;38;61
1512;15;10;-1;38;58
1513;15;10;-1;38;38
1514;15;10;-1;38;45
1515;15;10;-1;38;8
1516;15;10;-1;38;52
1517;15;10;-1;38;59
1518;15;10;-1;38;51
1519;15;10;-1;38;53
1520;15;10;-1;38;57
1521;15;10;-1;38;55
1522;15;10;-1;38;52
1523;15;10;-1;38;52
1524;15;10;-1;38;49
1525;15;10;-1;38;56
1526;15;10;-1;38;58
1527;15;10;-1;38;52
1528;15;10;-1;38;34
1529;15;10;-1;38;110
1530;15;10;-1;38;132
1531;15;10;-1;38;61
1532;15;10;-1;38;128
1533;15;10;-1;38;263
1534;15;10;-1;38;124
1535;15;10;-1;38;311
1536;15;10;-1;38;123
1537;15;10;-1;38;174
1538;15;10;-1;38;176
1539;15;10;-1;38;20
1540;15;10;-1;38;78
1541;15;10;-1;38;53
1542;15;10;-1;38;251
1543;15;10;-1;38;52
1544;15;10;-1;38;44
1545;15;10;-1;38;8
1546;15;10;-1;38;28
1547;15;10;-1;38;236
1548;15;10;-1;38;17
1549;15;10;-1;38;32
1550;15;10;-1;38;-1
1551;15;10;-1;38;1
1552;15;10;-1;38;0
1553;15;10;-1;38;5
1554;15;10;-1;38;17
1555;15;10;-1;38;4
1556;15;10;-1;38;6
1557;15;10;-1;38;1
1558;15;10;-1;38;2
1559;15;10;-1;38;3
1560;15;10;-1;38;6
1561;15;10;-1;38;28
1562;15;10;-1;38;36
1563;15;10;-1;38;16
1564;15;10;-1;38;29
1565;15;10;-1;38;51
1566;15;10;-1;38;45
1567;15;10;-1;38;35
1568;15;10;-1;38;39
1569;15;10;-1;38;34
1570;15;10;-1;38;27
1571;15;10;-1;38;22
1572;15;10;-1;38;43
1573;15;10;-1;38;25
1574;15;10;-1;38;34
1575;15;10;-1;38;62
1576;15;10;-1;38;62
1577;15;10;-1;38;45
1578;15;10;-1;38;55
1579;15;10;-1;38;52
1580;15;10;-1;38;8
1581;15;10;-1;38;35
1582;15;10;-1;38;24
1583;15;10;-1;38;33
1584;15;10;-1;38;30
1585;15;10;-1;38;19
1586;15;10;-1;38;32
1587;15;10;-1;38;90
1588;15;10;-1;38;119
1589;15;10;-1;38;92
1590;15;10;-1;38;159
1591;15;10;-1;38;188
1592;15;10;-1;38;176
1593;15;10;-1;38;149
1594;15;10;-1;38;121
1595;15;10;-1;38;57
1596;15;10;-1;38;44
1597;15;10;-1;38;122
1598;15;10;-1;38;136
1599;15;10;-1;38;103
1600;15;10;-1;38;95
1601;15;10;-1;38;40
1602;15;10;-1;38;57
1603;15;10;-1;38;59
1604;15;10;-1;38;1
1605;15;10;-1;38;177
1606;15;10;-1;38;231
1607;15;10;-1;38;63
1608;15;10;-1;38;116
1609;15;10;-1;38;43
1610;15;10;-1;38;35
1611;15;10;-1;38;145
1612;15;10;-1;38;45
1613;15;10;-1;38;117
1614;15;10;-1;38;81
1615;15;10;-1;38;2
1616;15;10;-1;38;125
1617;15;10;-1;38;18
1618;15;10;-1;38;9
1619;15;10;-1;38;2
1620;15;10;-1;38;3
1621;15;10;-1;38;5
1622;15;10;-1;38;3
1623;15;10;-1;38;8
1624;15;10;-1;38;16
1625;15;10;-1;38;19
1626;15;10;-1;38;41
1627;15;10;-1;38;4
1628;15;10;-1;38;0
1629;15;10;-1;38;3
1630;15;10;-1;38;23
1631;15;10;-1;38;9
1632;15;10;-1;38;13
1633;15;10;-1;38;58
1634;15;10;-1;38;117
1635;15;10;-1;38;58
1636;15;10;-1;38;41
1637;15;10;-1;38;138
1638;15;10;-1;38;175
1639;15;10;-1;38;161
1640;15;10;-1;38;149
1641;15;10;-1;38;149
1642;15;10;-1;38;118
1643;15;10;-1;38;156
1644;15;10;-1;38;147
1645;15;10;-1;38;143
1646;15;10;-1;38;146
1647;15;10;-1;38;161
1648;15;10;-1;38;22
1649;15;10;-1;38;174
1650;15;10;-1;38;177
1651;15;10;-1;38;142
1652;15;10;-1;38;115
1653;15;10;-1;38;103
1654;15;10;-1;38;157
1655;15;10;-1;38;148
1656;15;10;-1;38;122
1657;15;10;-1;38;106
1658;15;10;-1;38;94
1659;15;10;-1;38;107
1660;15;10;-1;38;89
1661;15;10;-1;38;83
1662;15;10;-1;38;69
1663;15;10;-1;38;71
1664;15;10;-1;38;52
1665;15;10;-1;38;47
1666;15;10;-1;38;62
1667;15;10;-1;38;103
1668;15;10;-1;38;27
1669;15;10;-1;38;44
1670;15;10;-1;38;16
1671;15;10;-1;38;21
1672;15;10;-1;38;23
1673;15;10;-1;38;9
1674;15;10;-1;38;21
1675;15;10;-1;38;20
1676;15;10;-1;38;18
1677;15;10;-1;38;53
1678;15;10;-1;38;46
1679;15;10;-1;38;6
1680;15;10;-1;38;17
1681;15;10;-1;38;48
1682;15;10;-1;38;7
1683;15;10;-1;38;8
1684;15;10;-1;38;2
1685;15;10;-1;38;120
1686;15;10;-1;38;25
1687;15;10;-1;38;91
1688;15;10;-1;38;12
1689;15;10;-1;38;5
1690;15;10;-1;38;3
1691;15;10;-1;38;3
1692;15;10;-1;38;7
1693;15;10;-1;38;26
1694;15;10;-1;38;2
1695;15;10;-1;38;11
1696;15;10;-1;38;6
1697;15;10;-1;38;-1
1698;15;10;-1;38;2
1699;15;10;-1;38;8
1700;15;10;-1;38;3
1701;15;10;-1;38;3
1702;15;10;-1;38;34
1703;15;10;-1;38;22
1704;15;10;-1;38;85
1705;15;10;-1;38;38
1706;15;10;-1;38;2
1707;15;10;-1;38;16
1708;15;10;-1;38;9
1709;15;10;-1;38;23
1710;15;10;-1;38;2
1711;15;10;-1;38;28
1712;15;10;-1;38;50
1713;15;10;-1;38;13
1714;15;10;-1;38;16
1715;15;10;-1;38;102
1716;7;10;-1;38;34
1717;15;10;-1;38;42
1718;15;10;-1;38;68
1719;15;10;-1;38;45
1720;15;10;-1;38;25
1721;15;10;-1;38;37
1722;15;10;-1;38;35
1723;15;10;-1;38;41
1724;15;10;-1;38;24
1725;15;10;-1;38;24
1726;15;10;-1;38;33
1727;15;10;-1;38;35
1728;15;10;-1;38;42
1729;15;10;-1;38;25
1730;15;10;-1;38;25
1731;15;10;-1;38;34
1732;15;10;-1;38;21
1733;15;10;-1;38;27
1734;15;10;-1;38;11
1735;15;10;-1;38;17
1736;15;10;-1;38;16
1737;15;10;-1;38;17
1738;15;10;-1;38;17
1739;15;10;-1;38;16
1740;15;10;-1;38;14
1741;15;10;-1;38;15
1742;15;10;-1;38;17
1743;15;10;-1;38;15
1744;15;10;-1;38;14
1745;15;10;-1;38;16
1746;15;10;-1;38;16
1747;15;10;-1;38;13
1748;15;10;-1;38;12
1749;15;10;-1;38;11
1750;15;10;-1;38;13
1751;15;10;-1;38;10
1752;15;10;-1;38;16
1753;15;10;-1;38;13
1754;15;10;-1;38;11
1755;15;10;-1;38;12
1756;15;10;-1;38;10
1757;15;10;-1;38;9
1758;15;10;-1;38;2
1759;15;10;-1;38;31
1760;15;10;-1;38;28
1761;15;10;-1;38;16
1762;15;10;-1;38;5
1763;15;10;-1;38;25
1764;15;10;-1;38;17
1765;15;10;-1;38;22
1766;15;10;-1;38;17
1767;15;10;-1;38;14
1768;15;10;-1;38;7
1769;15;10;-1;38;15
1770;15;10;-1;38;7
1771;15;10;-1;38;11
1772;15;10;-1;38;14
1773;15;10;-1;38;11
1774;15;10;-1;38;31
1775;15;10;-1;38;37
1776;15;10;-1;38;41
1777;8;5;-1;16;114
1778;8;5;-1;16;97
1779;15;10;-1;38;11
1780;15;10;-1;38;12
1781;15;10;-1;38;8
1782;15;10;-1;38;5
1783;15;10;-1;38;13
1784;15;10;-1;38;20
1785;15;10;-1;38;17
1786;15;10;-1;38;23
1787;15;10;-1;38;23
1788;15;10;-1;38;30
1789;15;10;-1;38;22
1790;15;10;-1;38;28
1791;15;10;-1;38;0
1792;15;10;-1;38;24
1793;15;10;-1;38;5
1794;15;10;-1;38;6
1795;15;10;-1;38;29
1796;15;10;-1;38;18
1797;15;10;-1;38;6
1798;15;10;-1;38;4
1799;15;10;-1;38;2
1800;15;10;-1;38;23
1801;15;10;-1;38;42
1802;15;10;-1;38;3
1803;15;10;-1;38;3
1804;15;10;-1;38;1
1805;15;10;-1;38;0
1806;15;10;-1;38;0
1807;15;10;-1;38;1
1808;15;10;-1;38;-2
1809;15;10;-1;38;-2
1810;15;10;-1;38;15
1811;15;10;-1;38;10
1812;15;10;-1;38;4
1813;15;10;-1;38;11
1814;15;10;-1;38;6
1815;15;10;-1;38;4
1816;15;10;-1;38;0
1817;15;10;-1;38;1
1818;15;10;-1;38;3
1819;15;10;-1;38;6
1820;15;10;-1;38;24
1821;15;10;-1;38;20
1822;15;10;-1;38;46
1823;15;10;-1;38;55
1824;15;10;-1;38;58
1825;15;10;-1;38;52
1826;15;10;-1;38;37
1827;15;10;-1;38;32
1828;15;10;-1;38;19
1829;15;10;-1;38;6
1830;15;10;-1;38;7
1831;15;10;-1;38;24
1832;15;10;-1;38;44
1833;15;10;-1;38;38
1834;15;10;-1;38;55
1835;15;10;-1;38;66
1836;15;10;-1;38;57
1837;15;10;-1;38;52
1838;15;10;-1;38;83
1839;15;10;-1;38;51
1840;15;10;-1;38;64
1841;15;10;-1;38;84
1842;15;10;-1;38;50
1843;15;10;-1;38;51
1844;15;10;-1;38;25
1845;15;10;-1;38;35
1846;15;10;-1;38;22
1847;15;10;-1;38;4
1848;15;10;-1;38;1
1849;15;10;-1;38;0
1850;15;10;-1;38;0
1851;15;10;-1;38;-2
1852;15;10;-1;38;0
1853;15;10;-1;38;31
1854;15;10;-1;38;109
1855;15;10;-1;38;78
1856;15;10;-1;38;65
1857;15;10;-1;38;266
1858;15;10;-1;38;42
1859;15;10;-1;38;18
1860;15;10;-1;38;55
1861;15;10;-1;38;84
1862;15;10;-1;38;10
1863;15;10;-1;38;21
1864;15;10;-1;38;21
1865;15;10;-1;38;1
1866;15;10;-1;38;20
1867;15;10;-1;38;14
1868;15;10;-1;38;24
1869;15;10;-1;38;158
1870;15;10;-1;38;51
1871;15;10;-1;38;41
1872;15;10;-1;38;23
1873;15;10;-1;38;48
1874;15;10;-1;38;21
1875;15;10;-1;38;53
1876;15;10;-1;38;25
1877;15;10;-1;38;21
1878;15;10;-1;38;26
1879;15;10;-1;38;8
1880;15;10;-1;38;10
1881;15;10;-1;38;15
1882;15;10;-1;38;21
1883;15;10;-1;38;2
1884;15;10;-1;38;15
1885;15;10;-1;38;26
1886;15;10;-1;38;13
1887;15;10;-1;38;53
1888;15;10;-1;38;38
1889;15;10;-1;38;43
1890;15;10;-1;38;56
1891;15;10;-1;38;50
1892;15;10;-1;38;43
1893;15;10;-1;38;35
1894;15;10;-1;38;41
1895;15;10;-1;38;93
1896;15;10;-1;38;100
1897;15;10;-1;38;131
1898;15;10;-1;38;132
1899;15;10;-1;38;139
1900;15;10;-1;38;148
1901;15;10;-1;38;133
1902;15;10;-1;38;134
1903;15;10;-1;38;149
1904;15;10;-1;38;219
1905;15;10;-1;38;245
1906;15;10;-1;38;294
1907;15;10;-1;38;180
1908;15;10;-1;38;218
1909;15;10;-1;38;302
1910;15;10;-1;38;253
1911;15;10;-1;38;163
1912;15;10;-1;38;70
1913;15;10;-1;38;44
1914;15;10;-1;38;25
1915;15;10;-1;38;32
1916;15;10;-1;38;83
1917;15;10;-1;38;63
1918;15;10;-1;38;36
1919;15;10;-1;38;4
1920;15;10;-1;38;10
1921;15;10;-1;38;22
1922;15;10;-1;38;37
1923;15;10;-1;38;18
1924;15;10;-1;38;2
1925;15;10;-1;38;2
1926;15;10;-1;38;2
1927;15;10;-1;38;3
1928;15;10;-1;38;0
1929;15;10;-1;38;5
1930;15;10;-1;38;0
1931;15;10;-1;38;1
1932;15;10;-1;38;3
1933;15;10;-1;38;5
1934;15;10;-1;38;2
1935;15;10;-1;38;2
1936;15;10;-1;38;14
1937;15;10;-1;38;1
1938;15;10;-1;38;2
1939;15;10;-1;38;-1
1940;15;10;-1;38;5
1941;15;10;-1;38;5
1942;15;10;-1;38;9
1943;15;10;-1;38;4
1944;15;10;-1;38;9
1945;15;10;-1;38;5
1946;15;10;-1;38;7
1947;15;10;-1;38;5
1948;15;10;-1;38;5
1949;15;10;-1;38;4
1950;15;10;-1;38;8
1951;15;10;-1;38;11
1952;15;10;-1;38;12
1953;15;10;-1;38;6
1954;15;10;-1;38;7
1955;15;10;-1;38;6
1956;15;10;-1;38;8
1957;15;10;-1;38;11
1958;15;10;-1;38;9
1959;15;10;-1;38;9
1960;15;10;-1;38;13
1961;15;10;-1;38;12
1962;15;10;-1;38;12
1963;15;10;-1;38;19
1964;15;10;-1;38;22
1965;15;10;-1;38;25
1966;15;10;-1;38;11
1967;15;10;-1;38;3
1968;15;10;-1;38;13
1969;15;10;-1;38;16
1970;15;10;-1;38;20
1971;15;10;-1;38;39
1972;15;10;-1;38;54
1973;15;10;-1;38;21
1974;15;10;-1;38;38
1975;15;10;-1;38;23
1976;15;10;-1;38;252
1977;15;10;-1;38;99
1978;15;10;-1;38;352
1979;15;10;-1;38;120
1980;15;10;-1;38;55
1981;15;10;-1;38;32
1982;15;10;-1;38;29
1983;15;10;-1;38;12
1984;15;10;-1;38;4
1985;15;10;-1;38;4
1986;15;10;-1;38;3
1987;15;10;-1;38;11
1988;15;10;-1;38;4
1989;15;10;-1;38;8
1990;15;10;-1;38;41
1991;15;10;-1;38;53
1992;15;10;-1;38;113
1993;15;10;-1;38;92
1994;15;10;-1;38;273
1995;15;10;-1;38;16
1996;15;10;-1;38;8
1997;15;10;-1;38;8
1998;15;10;-1;38;38
1999;15;10;-1;38;24
2000;15;10;-1;38;16
2001;15;10;-1;38;4
2002;15;10;-1;38;8
2003;15;10;-1;38;5
2004;15;10;-1;38;5
2005;15;10;-1;38;18
2006;15;10;-1;38;6
2007;15;10;-1;38;19
2008;15;10;-1;38;44
2009;15;10;-1;38;60
2010;15;10;-1;38;232
2011;15;10;-1;38;127
2012;15;10;-1;38;258
2013;15;10;-1;38;26
2014;15;10;-1;38;18
2015;15;10;-1;38;18
2016;15;10;-1;38;247
2017;15;10;-1;38;35
2018;15;10;-1;38;0
2019;15;10;-1;38;61
2020;15;10;-1;38;102
2021;15;10;-1;38;73
2022;15;10;-1;38;35
2023;15;10;-1;38;24
2024;15;10;-1;38;8
2025;15;10;-1;38;38
2026;15;10;-1;38;70
