OID_;ORIG_FID;FID_ne_50m_coastline_Tes_SymDiff_Buffer_10KM;FID_ne_50m_coastline_Test_Clip_Bufffer10km;FID_ne_50m_coastli_Testmap_ToPoly;Australia_elevation
2027;15;10;-1;38;59
2028;15;10;-1;38;11
2029;15;10;-1;38;6
2030;15;10;-1;38;5
2031;15;10;-1;38;9
2032;15;10;-1;38;13
2033;15;10;-1;38;15
2034;15;10;-1;38;17
2035;15;10;-1;38;15
2036;15;10;-1;38;26
2037;15;10;-1;38;22
2038;15;10;-1;38;40
2039;15;10;-1;38;26
2040;15;10;-1;38;24
2041;15;10;-1;38;40
2042;15;10;-1;38;25
2043;15;10;-1;38;15
2044;15;10;-1;38;15
2045;15;10;-1;38;12
2046;15;10;-1;38;9
2047;15;10;-1;38;10
2048;15;10;-1;38;3
2049;15;10;-1;38;0
2050;15;10;-1;38;11
2051;15;10;-1;38;9
2052;15;10;-1;38;36
2053;15;10;-1;38;5
2054;15;10;-1;38;7
2055;15;10;-1;38;14
2056;15;10;-1;38;45
2057;15;10;-1;38;10
2058;15;10;-1;38;7
2059;15;10;-1;38;6
2060;15;10;-1;38;7
2061;15;10;-1;38;7
2062;15;10;-1;38;7
2063;15;10;-1;38;5
2064;15;10;-1;38;7
2065;15;10;-1;38;7
2066;15;10;-1;38;6
2067;15;10;-1;38;9
2068;15;10;-1;38;4
2069;15;10;-1;38;6
2070;15;10;-1;38;4
2071;15;10;-1;38;6
2072;15;10;-1;38;6
2073;15;10;-1;38;8
2074;15;10;-1;38;9
2075;15;10;-1;38;8
2076;15;10;-1;38;11
2077;15;10;-1;38;12
2078;15;10;-1;38;13
2079;15;10;-1;38;14
2080;15;10;-1;38;14
2081;15;10;-1;38;13
2082;15;10;-1;38;14
2083;15;10;-1;38;10
2084;15;10;-1;38;10
2085;15;10;-1;38;13
2086;15;10;-1;38;11
2087;15;10;-1;38;8
2088;15;10;-1;38;13
2089;15;10;-1;38;7
2090;15;10;-1;38;9
2091;15;10;-1;38;12
2092;15;10;-1;38;15
2093;15;10;-1;38;8
2094;15;10;-1;38;3
2095;15;10;-1;38;3
2096;15;10;-1;38;3
2097;15;10;-1;38;5
2098;15;10;-1;38;6
2099;15;10;-1;38;8
2100;15;10;-1;38;7
2101;15;10;-1;38;14
2102;15;10;-1;38;9
2103;15;10;-1;38;9
2104;15;10;-1;38;9
2105;15;10;-1;38;12
2106;15;10;-1;38;15
2107;15;10;-1;38;17
2108;15;10;-1;38;17
2109;15;10;-1;38;10
2110;15;10;-1;38;22
2111;15;10;-1;38;11
2112;15;10;-1;38;11
2113;15;10;-1;38;10
2114;15;10;-1;38;12
2115;15;10;-1;38;23
2116;15;10;-1;38;39
2117;15;10;-1;38;26
2118;15;10;-1;38;30
2119;15;10;-1;38;15
2120;15;10;-1;38;23
2121;15;10;-1;38;32
2122;15;10;-1;38;29
2123;15;10;-1;38;39
2124;15;10;-1;38;34
2125;15;10;-1;38;31
2126;15;10;-1;38;43
2127;15;10;-1;38;26
2128;15;10;-1;38;27
2129;15;10;-1;38;26
2130;15;10;-1;38;23
2131;15;10;-1;38;30
2132;15;10;-1;38;29
2133;15;10;-1;38;25
2134;15;10;-1;38;33
2135;15;10;-1;38;26
2136;15;10;-1;38;12
2137;15;10;-1;38;7
2138;15;10;-1;38;10
2139;15;10;-1;38;8
2140;15;10;-1;38;8
2141;15;10;-1;38;12
2142;15;10;-1;38;0
2143;15;10;-1;38;5
2144;15;10;-1;38;5
2145;15;10;-1;38;5
2146;15;10;-1;38;2
2147;15;10;-1;38;7
2148;15;10;-1;38;3
2149;15;10;-1;38;4
2150;15;10;-1;38;14
2151;15;10;-1;38;20
2152;15;10;-1;38;23
2153;15;10;-1;38;7
2154;15;10;-1;38;15
2155;15;10;-1;38;197
2156;15;10;-1;38;47
2157;15;10;-1;38;15
2158;15;10;-1;38;23
2159;15;10;-1;38;15
2160;15;10;-1;38;21
2161;15;10;-1;38;11
2162;15;10;-1;38;16
2163;15;10;-1;38;5
2164;15;10;-1;38;3
2165;15;10;-1;38;5
2166;15;10;-1;38;189
2167;15;10;-1;38;423
2168;15;10;-1;38;108
2169;15;10;-1;38;34
2170;15;10;-1;38;225
2171;15;10;-1;38;37
2172;15;10;-1;38;7
2173;15;10;-1;38;4
2174;15;10;-1;38;2
2175;15;10;-1;38;16
2176;15;10;-1;38;21
2177;15;10;-1;38;26
2178;15;10;-1;38;67
2179;15;10;-1;38;15
2180;15;10;-1;38;26
2181;15;10;-1;38;112
2182;15;10;-1;38;14
2183;15;10;-1;38;10
2184;15;10;-1;38;1
2185;15;10;-1;38;56
2186;15;10;-1;38;174
2187;15;10;-1;38;106
2188;15;10;-1;38;17
2189;15;10;-1;38;81
2190;15;10;-1;38;23
2191;15;10;-1;38;19
2192;15;10;-1;38;12
2193;15;10;-1;38;12
2194;15;10;-1;38;9
2195;15;10;-1;38;5
2196;15;10;-1;38;12
2197;15;10;-1;38;8
2198;15;10;-1;38;9
2199;15;10;-1;38;10
2200;15;10;-1;38;10
2201;15;10;-1;38;9
2202;15;10;-1;38;10
2203;15;10;-1;38;8
2204;15;10;-1;38;8
2205;15;10;-1;38;5
2206;15;10;-1;38;10
2207;15;10;-1;38;8
2208;15;10;-1;38;17
2209;15;10;-1;38;9
2210;15;10;-1;38;9
2211;15;10;-1;38;26
2212;15;10;-1;38;14
2213;15;10;-1;38;9
2214;15;10;-1;38;35
2215;15;10;-1;38;17
2216;15;10;-1;38;11
2217;15;10;-1;38;30
2218;15;10;-1;38;26
2219;15;10;-1;38;31
2220;15;10;-1;38;9
2221;15;10;-1;38;5
2222;15;10;-1;38;17
2223;15;10;-1;38;30
2224;15;10;-1;38;24
2225;15;10;-1;38;24
2226;15;10;-1;38;35
2227;15;10;-1;38;47
2228;15;10;-1;38;35
2229;15;10;-1;38;58
2230;15;10;-1;38;27
2231;15;10;-1;38;16
2232;15;10;-1;38;22
2233;15;10;-1;38;13
2234;15;10;-1;38;8
2235;15;10;-1;38;40
2236;15;10;-1;38;25
2237;15;10;-1;38;6
2238;15;10;-1;38;5
2239;15;10;-1;38;4
2240;15;10;-1;38;8
2241;15;10;-1;38;21
2242;15;10;-1;38;26
2243;15;10;-1;38;22
2244;15;10;-1;38;29
2245;15;10;-1;38;84
2246;15;10;-1;38;6
2247;15;10;-1;38;6
2248;15;10;-1;38;8
2249;15;10;-1;38;964
2250;15;10;-1;38;590
2251;15;10;-1;38;649
2252;15;10;-1;38;407
2253;15;10;-1;38;45
2254;15;10;-1;38;310
2255;15;10;-1;38;99
2256;15;10;-1;38;12
2257;15;10;-1;38;10
2258;15;10;-1;38;9
2259;15;10;-1;38;15
2260;15;10;-1;38;10
2261;15;10;-1;38;8
2262;15;10;-1;38;11
2263;15;10;-1;38;174
2264;15;10;-1;38;154
2265;15;10;-1;38;22
2266;15;10;-1;38;114
2267;15;10;-1;38;741
2268;15;10;-1;38;500
2269;15;10;-1;38;433
2270;15;10;-1;38;78
2271;15;10;-1;38;45
2272;15;10;-1;38;29
2273;15;10;-1;38;42
2274;15;10;-1;38;23
2275;15;10;-1;38;23
2276;15;10;-1;38;14
2277;15;10;-1;38;7
2278;15;10;-1;38;13
2279;15;10;-1;38;9
2280;15;10;-1;38;172
2281;15;10;-1;38;1
2282;15;10;-1;38;6
2283;15;10;-1;38;4
2284;15;10;-1;38;1
2285;15;10;-1;38;2
2286;15;10;-1;38;1
2287;15;10;-1;38;1
2288;15;10;-1;38;4
2289;15;10;-1;38;6
2290;15;10;-1;38;8
2291;15;10;-1;38;1
2292;15;10;-1;38;5
2293;15;10;-1;38;8
2294;15;10;-1;38;10
2295;15;10;-1;38;27
2296;15;10;-1;38;52
2297;15;10;-1;38;25
2298;15;10;-1;38;23
2299;15;10;-1;38;41
2300;15;10;-1;38;55
2301;15;10;-1;38;73
2302;15;10;-1;38;83
2303;15;10;-1;38;110
2304;15;10;-1;38;111
2305;15;10;-1;38;68
2306;15;10;-1;38;35
2307;15;10;-1;38;48
2308;15;10;-1;38;29
2309;15;10;-1;38;23
2310;15;10;-1;38;34
2311;15;10;-1;38;35
2312;15;10;-1;38;66
2313;15;10;-1;38;65
2314;15;10;-1;38;52
2315;15;10;-1;38;51
2316;15;10;-1;38;43
2317;15;10;-1;38;6
2318;15;10;-1;38;25
2319;15;10;-1;38;68
2320;15;10;-1;38;90
2321;15;10;-1;38;89
2322;15;10;-1;38;43
2323;15;10;-1;38;2
2324;15;10;-1;38;20
2325;15;10;-1;38;33
2326;15;10;-1;38;47
2327;15;10;-1;38;16
2328;15;10;-1;38;33
2329;15;10;-1;38;52
2330;15;10;-1;38;65
2331;15;10;-1;38;61
2332;15;10;-1;38;55
2333;15;10;-1;38;46
2334;15;10;-1;38;32
2335;15;10;-1;38;23
2336;15;10;-1;38;39
2337;15;10;-1;38;40
2338;15;10;-1;38;36
2339;15;10;-1;38;24
2340;15;10;-1;38;49
2341;15;10;-1;38;56
2342;15;10;-1;38;26
2343;15;10;-1;38;6
2344;15;10;-1;38;5
2345;15;10;-1;38;2
2346;15;10;-1;38;38
2347;15;10;-1;38;57
2348;15;10;-1;38;14
2349;15;10;-1;38;7
2350;15;10;-1;38;5
2351;15;10;-1;38;12
2352;15;10;-1;38;8
2353;15;10;-1;38;12
2354;15;10;-1;38;14
2355;15;10;-1;38;4
2356;15;10;-1;38;4
2357;15;10;-1;38;8
2358;15;10;-1;38;3
2359;15;10;-1;38;0
2360;15;10;-1;38;6
2361;15;10;-1;38;21
2362;15;10;-1;38;16
2363;15;10;-1;38;53
2364;15;10;-1;38;19
2365;15;10;-1;38;153
2366;15;10;-1;38;-1
2367;15;10;-1;38;25
2368;15;10;-1;38;38
2369;15;10;-1;38;16
2370;15;10;-1;38;10
2371;15;10;-1;38;7
2372;15;10;-1;38;6
2373;15;10;-1;38;0
2374;15;10;-1;38;7
2375;15;10;-1;38;4
2376;15;10;-1;38;7
2377;15;10;-1;38;5
2378;15;10;-1;38;15
2379;15;10;-1;38;17
2380;15;10;-1;38;2
2381;15;10;-1;38;5
2382;15;10;-1;38;14
2383;15;10;-1;38;44
2384;15;10;-1;38;30
2385;15;10;-1;38;33
2386;15;10;-1;38;149
2387;15;10;-1;38;30
2388;15;10;-1;38;94
2389;15;10;-1;38;41
2390;15;10;-1;38;223
2391;15;10;-1;38;260
2392;15;10;-1;38;191
2393;15;10;-1;38;68
2394;15;10;-1;38;90
2395;15;10;-1;38;143
2396;15;10;-1;38;59
2397;15;10;-1;38;174
2398;15;10;-1;38;0
2399;15;10;-1;38;79
2400;15;10;-1;38;85
2401;15;10;-1;38;173
2402;15;10;-1;38;103
2403;15;10;-1;38;98
2404;15;10;-1;38;143
2405;15;10;-1;38;312
2406;15;10;-1;38;258
2407;15;10;-1;38;276
2408;15;10;-1;38;164
2409;15;10;-1;38;207
2410;15;10;-1;38;170
2411;15;10;-1;38;7
2412;15;10;-1;38;18
2413;15;10;-1;38;70
2414;15;10;-1;38;278
2415;15;10;-1;38;205
2416;15;10;-1;38;150
2417;15;10;-1;38;136
2418;15;10;-1;38;158
2419;15;10;-1;38;159
2420;15;10;-1;38;57
2421;15;10;-1;38;137
2422;15;10;-1;38;3
2423;15;10;-1;38;5
2424;15;10;-1;38;5
2425;15;10;-1;38;4
2426;15;10;-1;38;7
2427;15;10;-1;38;7
2428;15;10;-1;38;6
2429;15;10;-1;38;8
2430;15;10;-1;38;13
2431;15;10;-1;38;10
2432;15;10;-1;38;14
2433;15;10;-1;38;13
2434;15;10;-1;38;12
2435;15;10;-1;38;15
2436;15;10;-1;38;11
2437;15;10;-1;38;8
2438;15;10;-1;38;7
2439;15;10;-1;38;4
2440;15;10;-1;38;4
2441;15;10;-1;38;9
2442;15;10;-1;38;4
2443;15;10;-1;38;3
2444;15;10;-1;38;3
2445;15;10;-1;38;2
2446;15;10;-1;38;3
2447;15;10;-1;38;4
2448;15;10;-1;38;3
2449;15;10;-1;38;2
2450;15;10;-1;38;4
2451;15;10;-1;38;4
2452;15;10;-1;38;3
2453;15;10;-1;38;5
2454;15;10;-1;38;5
2455;15;10;-1;38;3
2456;15;10;-1;38;3
2457;15;10;-1;38;3
2458;15;10;-1;38;5
2459;15;10;-1;38;5
2460;15;10;-1;38;6
2461;15;10;-1;38;5
2462;15;10;-1;38;7
2463;15;10;-1;38;7
2464;9;6;-1;25;11
2465;9;6;-1;25;18
2466;9;6;-1;25;21
2467;9;6;-1;25;20
2468;9;6;-1;25;14
2469;9;6;-1;25;14
2470;9;6;-1;25;21
2471;15;10;-1;38;7
2472;15;10;-1;38;6
2473;15;10;-1;38;6
2474;15;10;-1;38;4
2475;15;10;-1;38;3
2476;15;10;-1;38;0
2477;15;10;-1;38;0
2478;15;10;-1;38;0
2479;15;10;-1;38;0
2480;15;10;-1;38;0
2481;15;10;-1;38;2
2482;15;10;-1;38;0
2483;15;10;-1;38;0
2484;15;10;-1;38;0
2485;15;10;-1;38;1
2486;15;10;-1;38;3
2487;15;10;-1;38;0
2488;15;10;-1;38;3
2489;15;10;-1;38;-1
2490;15;10;-1;38;3
2491;15;10;-1;38;9
2492;15;10;-1;38;3
2493;15;10;-1;38;5
2494;15;10;-1;38;0
2495;15;10;-1;38;1
2496;15;10;-1;38;0
2497;15;10;-1;38;0
2498;15;10;-1;38;0
2499;15;10;-1;38;0
2500;15;10;-1;38;1
2501;15;10;-1;38;4
2502;15;10;-1;38;1
2503;15;10;-1;38;0
2504;15;10;-1;38;2
2505;15;10;-1;38;3
2506;15;10;-1;38;1
2507;15;10;-1;38;0
2508;15;10;-1;38;7
2509;15;10;-1;38;3
2510;15;10;-1;38;4
2511;15;10;-1;38;5
2512;15;10;-1;38;1
2513;15;10;-1;38;4
2514;15;10;-1;38;3
2515;15;10;-1;38;0
2516;15;10;-1;38;2
2517;15;10;-1;38;0
2518;15;10;-1;38;3
2519;15;10;-1;38;1
2520;15;10;-1;38;2
2521;15;10;-1;38;1
2522;15;10;-1;38;0
2523;15;10;-1;38;3
2524;15;10;-1;38;2
2525;15;10;-1;38;3
2526;15;10;-1;38;3
2527;15;10;-1;38;6
2528;15;10;-1;38;5
2529;15;10;-1;38;2
2530;15;10;-1;38;4
2531;15;10;-1;38;4
2532;15;10;-1;38;5
2533;15;10;-1;38;3
2534;15;10;-1;38;4
2535;15;10;-1;38;3
2536;15;10;-1;38;4
2537;15;10;-1;38;6
2538;15;10;-1;38;5
2539;15;10;-1;38;74
2540;15;10;-1;38;147
2541;15;10;-1;38;206
2542;15;10;-1;38;25
2543;15;10;-1;38;98
2544;15;10;-1;38;27
2545;15;10;-1;38;157
2546;15;10;-1;38;367
2547;15;10;-1;38;372
2548;15;10;-1;38;474
2549;15;10;-1;38;459
2550;15;10;-1;38;409
2551;15;10;-1;38;440
2552;15;10;-1;38;345
2553;15;10;-1;38;419
2554;15;10;-1;38;442
2555;15;10;-1;38;189
2556;15;10;-1;38;273
2557;15;10;-1;38;1
2558;15;10;-1;38;1
2559;15;10;-1;38;26
2560;15;10;-1;38;13
2561;15;10;-1;38;93
2562;15;10;-1;38;611
2563;15;10;-1;38;750
2564;15;10;-1;38;209
2565;15;10;-1;38;232
2566;15;10;-1;38;6
2567;15;10;-1;38;5
2568;15;10;-1;38;15
2569;15;10;-1;38;16
2570;15;10;-1;38;11
2571;15;10;-1;38;10
2572;15;10;-1;38;18
2573;15;10;-1;38;14
2574;15;10;-1;38;16
2575;15;10;-1;38;22
2576;15;10;-1;38;225
2577;15;10;-1;38;23
2578;15;10;-1;38;52
2579;15;10;-1;38;78
2580;15;10;-1;38;43
2581;15;10;-1;38;141
2582;15;10;-1;38;169
2583;15;10;-1;38;189
2584;15;10;-1;38;85
2585;15;10;-1;38;140
2586;15;10;-1;38;15
2587;15;10;-1;38;168
2588;15;10;-1;38;18
2589;15;10;-1;38;86
2590;15;10;-1;38;41
2591;15;10;-1;38;25
2592;15;10;-1;38;34
2593;15;10;-1;38;65
2594;15;10;-1;38;70
2595;15;10;-1;38;149
2596;15;10;-1;38;83
2597;15;10;-1;38;164
2598;15;10;-1;38;26
2599;15;10;-1;38;97
2600;15;10;-1;38;75
2601;15;10;-1;38;46
2602;15;10;-1;38;26
2603;15;10;-1;38;46
2604;15;10;-1;38;201
2605;15;10;-1;38;184
2606;15;10;-1;38;160
2607;15;10;-1;38;116
2608;15;10;-1;38;122
2609;15;10;-1;38;90
2610;15;10;-1;38;132
2611;15;10;-1;38;67
2612;15;10;-1;38;52
2613;15;10;-1;38;60
2614;15;10;-1;38;6
2615;15;10;-1;38;106
2616;15;10;-1;38;188
2617;15;10;-1;38;86
2618;15;10;-1;38;96
2619;15;10;-1;38;149
2620;15;10;-1;38;131
2621;15;10;-1;38;47
2622;15;10;-1;38;60
2623;15;10;-1;38;0
2624;15;10;-1;38;0
2625;15;10;-1;38;37
2626;15;10;-1;38;171
2627;15;10;-1;38;0
2628;15;10;-1;38;56
2629;15;10;-1;38;177
2630;15;10;-1;38;199
2631;15;10;-1;38;88
2632;15;10;-1;38;7
2633;15;10;-1;38;19
2634;15;10;-1;38;6
2635;15;10;-1;38;239
2636;15;10;-1;38;274
2637;15;10;-1;38;40
2638;15;10;-1;38;154
2639;15;10;-1;38;152
2640;15;10;-1;38;90
2641;15;10;-1;38;46
2642;15;10;-1;38;94
2643;15;10;-1;38;73
2644;15;10;-1;38;44
2645;15;10;-1;38;34
2646;15;10;-1;38;100
2647;15;10;-1;38;203
2648;15;10;-1;38;63
2649;15;10;-1;38;76
2650;15;10;-1;38;93
2651;15;10;-1;38;41
2652;15;10;-1;38;46
2653;15;10;-1;38;6
2654;15;10;-1;38;163
2655;15;10;-1;38;206
2656;15;10;-1;38;243
2657;15;10;-1;38;263
2658;15;10;-1;38;226
2659;15;10;-1;38;293
2660;15;10;-1;38;11
2661;15;10;-1;38;48
2662;15;10;-1;38;63
2663;15;10;-1;38;23
2664;15;10;-1;38;61
2665;15;10;-1;38;185
2666;15;10;-1;38;107
2667;15;10;-1;38;259
2668;15;10;-1;38;189
2669;15;10;-1;38;127
2670;15;10;-1;38;42
2671;15;10;-1;38;77
2672;15;10;-1;38;20
2673;15;10;-1;38;150
2674;15;10;-1;38;138
2675;15;10;-1;38;141
2676;15;10;-1;38;205
2677;15;10;-1;38;126
2678;15;10;-1;38;151
2679;15;10;-1;38;234
2680;15;10;-1;38;199
2681;15;10;-1;38;243
2682;15;10;-1;38;265
2683;15;10;-1;38;210
2684;15;10;-1;38;110
2685;15;10;-1;38;1
2686;15;10;-1;38;1
2687;15;10;-1;38;1
2688;15;10;-1;38;0
2689;15;10;-1;38;0
2690;15;10;-1;38;0
2691;15;10;-1;38;0
2692;15;10;-1;38;1
2693;15;10;-1;38;3
2694;15;10;-1;38;4
2695;15;10;-1;38;18
2696;15;10;-1;38;34
2697;15;10;-1;38;25
2698;15;10;-1;38;11
2699;15;10;-1;38;34
2700;15;10;-1;38;33
2701;15;10;-1;38;0
2702;15;10;-1;38;1
2703;15;10;-1;38;0
2704;15;10;-1;38;0
2705;15;10;-1;38;0
2706;15;10;-1;38;4
2707;15;10;-1;38;0
2708;15;10;-1;38;0
2709;15;10;-1;38;0
2710;15;10;-1;38;0
2711;15;10;-1;38;0
2712;15;10;-1;38;0
2713;15;10;-1;38;0
2714;15;10;-1;38;0
2715;15;10;-1;38;0
2716;15;10;-1;38;0
2717;15;10;-1;38;0
2718;15;10;-1;38;0
2719;15;10;-1;38;0
2720;15;10;-1;38;18
2721;15;10;-1;38;5
2722;15;10;-1;38;1
2723;15;10;-1;38;7
2724;15;10;-1;38;15
2725;15;10;-1;38;7
2726;15;10;-1;38;5
2727;15;10;-1;38;0
2728;15;10;-1;38;4
2729;15;10;-1;38;0
2730;15;10;-1;38;0
2731;15;10;-1;38;4
2732;15;10;-1;38;0
2733;15;10;-1;38;0
2734;15;10;-1;38;4
2735;15;10;-1;38;12
2736;15;10;-1;38;8
2737;15;10;-1;38;9
2738;15;10;-1;38;74
2739;15;10;-1;38;28
2740;15;10;-1;38;0
2741;15;10;-1;38;2
2742;15;10;-1;38;148
2743;15;10;-1;38;180
2744;15;10;-1;38;158
2745;15;10;-1;38;5
2746;15;10;-1;38;38
2747;15;10;-1;38;64
2748;15;10;-1;38;0
2749;15;10;-1;38;108
2750;15;10;-1;38;20
2751;15;10;-1;38;7
2752;15;10;-1;38;33
2753;15;10;-1;38;7
2754;15;10;-1;38;100
2755;15;10;-1;38;120
2756;15;10;-1;38;76
2757;15;10;-1;38;87
2758;15;10;-1;38;0
2759;15;10;-1;38;0
2760;15;10;-1;38;37
2761;15;10;-1;38;31
2762;15;10;-1;38;32
2763;15;10;-1;38;0
2764;15;10;-1;38;1
2765;15;10;-1;38;1
2766;15;10;-1;38;8
2767;15;10;-1;38;2
2768;15;10;-1;38;0
2769;15;10;-1;38;0
2770;15;10;-1;38;2
2771;15;10;-1;38;6
2772;15;10;-1;38;4
2773;15;10;-1;38;10
2774;15;10;-1;38;5
2775;15;10;-1;38;9
2776;15;10;-1;38;0
2777;15;10;-1;38;1
2778;15;10;-1;38;7
2779;15;10;-1;38;16
2780;15;10;-1;38;16
2781;15;10;-1;38;15
2782;15;10;-1;38;14
2783;15;10;-1;38;13
2784;15;10;-1;38;8
2785;15;10;-1;38;11
2786;15;10;-1;38;10
2787;15;10;-1;38;9
2788;15;10;-1;38;8
2789;15;10;-1;38;7
2790;15;10;-1;38;9
2791;15;10;-1;38;13
2792;15;10;-1;38;16
2793;15;10;-1;38;11
2794;15;10;-1;38;6
2795;15;10;-1;38;12
2796;15;10;-1;38;11
2797;15;10;-1;38;10
2798;15;10;-1;38;0
2799;15;10;-1;38;0
2800;15;10;-1;38;0
2801;15;10;-1;38;2
2802;15;10;-1;38;1
2803;15;10;-1;38;1
2804;15;10;-1;38;0
2805;15;10;-1;38;4
2806;15;10;-1;38;0
2807;15;10;-1;38;4
2808;15;10;-1;38;0
2809;15;10;-1;38;0
2810;15;10;-1;38;0
2811;15;10;-1;38;7
2812;15;10;-1;38;3
2813;15;10;-1;38;6
2814;15;10;-1;38;9
2815;15;10;-1;38;12
2816;15;10;-1;38;7
2817;15;10;-1;38;10
2818;15;10;-1;38;6
2819;15;10;-1;38;5
2820;15;10;-1;38;3
2821;15;10;-1;38;4
2822;15;10;-1;38;9
2823;15;10;-1;38;0
2824;15;10;-1;38;0
2825;15;10;-1;38;3
2826;15;10;-1;38;4
2827;15;10;-1;38;6
2828;15;10;-1;38;5
2829;15;10;-1;38;5
2830;15;10;-1;38;6
2831;15;10;-1;38;6
2832;15;10;-1;38;6
2833;15;10;-1;38;7
2834;15;10;-1;38;5
2835;15;10;-1;38;8
2836;15;10;-1;38;6
2837;15;10;-1;38;5
2838;15;10;-1;38;4
2839;15;10;-1;38;5
2840;15;10;-1;38;2
2841;15;10;-1;38;4
2842;15;10;-1;38;4
2843;15;10;-1;38;6
2844;15;10;-1;38;3
2845;15;10;-1;38;4
2846;15;10;-1;38;5
2847;15;10;-1;38;6
2848;15;10;-1;38;7
2849;15;10;-1;38;7
2850;15;10;-1;38;6
2851;15;10;-1;38;8
2852;15;10;-1;38;11
2853;15;10;-1;38;6
2854;15;10;-1;38;6
2855;15;10;-1;38;7
2856;15;10;-1;38;5
2857;15;10;-1;38;4
2858;15;10;-1;38;3
2859;15;10;-1;38;3
2860;15;10;-1;38;28
2861;15;10;-1;38;188
2862;15;10;-1;38;55
2863;15;10;-1;38;22
2864;15;10;-1;38;25
2865;15;10;-1;38;80
2866;15;10;-1;38;69
2867;15;10;-1;38;29
2868;15;10;-1;38;24
2869;15;10;-1;38;20
2870;15;10;-1;38;29
2871;15;10;-1;38;51
2872;15;10;-1;38;150
2873;15;10;-1;38;237
2874;15;10;-1;38;30
2875;15;10;-1;38;35
2876;15;10;-1;38;37
2877;15;10;-1;38;9
2878;15;10;-1;38;15
2879;15;10;-1;38;42
2880;15;10;-1;38;63
2881;15;10;-1;38;32
2882;15;10;-1;38;29
2883;15;10;-1;38;19
2884;15;10;-1;38;13
2885;15;10;-1;38;10
2886;15;10;-1;38;64
2887;15;10;-1;38;31
2888;15;10;-1;38;42
2889;15;10;-1;38;75
2890;15;10;-1;38;188
2891;15;10;-1;38;186
2892;15;10;-1;38;377
2893;15;10;-1;38;412
2894;15;10;-1;38;213
2895;15;10;-1;38;189
2896;15;10;-1;38;319
2897;15;10;-1;38;491
2898;15;10;-1;38;561
2899;15;10;-1;38;1190
2900;15;10;-1;38;307
2901;15;10;-1;38;150
2902;15;10;-1;38;135
2903;15;10;-1;38;64
2904;15;10;-1;38;134
2905;15;10;-1;38;57
2906;15;10;-1;38;29
2907;15;10;-1;38;4
2908;15;10;-1;38;49
2909;15;10;-1;38;12
2910;15;10;-1;38;15
2911;15;10;-1;38;35
2912;15;10;-1;38;53
2913;15;10;-1;38;65
2914;15;10;-1;38;45
2915;15;10;-1;38;186
2916;15;10;-1;38;10
2917;15;10;-1;38;0
2918;15;10;-1;38;29
2919;15;10;-1;38;16
2920;15;10;-1;38;17
2921;15;10;-1;38;68
2922;15;10;-1;38;29
2923;15;10;-1;38;40
2924;15;10;-1;38;32
2925;15;10;-1;38;6
2926;15;10;-1;38;52
2927;15;10;-1;38;41
2928;15;10;-1;38;36
2929;15;10;-1;38;55
2930;15;10;-1;38;47
2931;15;10;-1;38;65
2932;15;10;-1;38;76
2933;15;10;-1;38;7
2934;15;10;-1;38;117
2935;15;10;-1;38;119
2936;15;10;-1;38;141
2937;15;10;-1;38;107
2938;15;10;-1;38;156
2939;15;10;-1;38;117
2940;15;10;-1;38;131
2941;15;10;-1;38;174
2942;15;10;-1;38;167
2943;15;10;-1;38;147
2944;15;10;-1;38;119
2945;15;10;-1;38;147
2946;15;10;-1;38;129
2947;15;10;-1;38;59
2948;15;10;-1;38;46
2949;15;10;-1;38;160
2950;15;10;-1;38;98
2951;15;10;-1;38;6
2952;15;10;-1;38;17
2953;15;10;-1;38;4
2954;15;10;-1;38;6
2955;15;10;-1;38;2
2956;15;10;-1;38;25
2957;15;10;-1;38;52
2958;15;10;-1;38;44
2959;15;10;-1;38;59
2960;15;10;-1;38;15
2961;15;10;-1;38;26
2962;15;10;-1;38;6
2963;15;10;-1;38;20
2964;15;10;-1;38;57
2965;15;10;-1;38;28
2966;15;10;-1;38;0
2967;15;10;-1;38;1
2968;15;10;-1;38;3
2969;15;10;-1;38;28
2970;15;10;-1;38;18
2971;15;10;-1;38;5
2972;15;10;-1;38;3
2973;15;10;-1;38;6
2974;15;10;-1;38;48
2975;15;10;-1;38;53
2976;15;10;-1;38;12
2977;15;10;-1;38;2
2978;15;10;-1;38;5
2979;15;10;-1;38;4
2980;15;10;-1;38;16
2981;15;10;-1;38;44
2982;15;10;-1;38;4
2983;15;10;-1;38;3
2984;15;10;-1;38;1
2985;15;10;-1;38;5
2986;15;10;-1;38;6
2987;15;10;-1;38;4
2988;15;10;-1;38;4
2989;15;10;-1;38;10
2990;15;10;-1;38;10
2991;15;10;-1;38;8
2992;15;10;-1;38;11
2993;15;10;-1;38;4
2994;15;10;-1;38;-1
2995;15;10;-1;38;-1
2996;15;10;-1;38;2
2997;15;10;-1;38;3
2998;15;10;-1;38;26
2999;15;10;-1;38;23
3000;15;10;-1;38;7
3001;15;10;-1;38;7
3002;15;10;-1;38;12
3003;15;10;-1;38;10
3004;15;10;-1;38;17
3005;15;10;-1;38;12
3006;15;10;-1;38;8
3007;10;7;-1;31;97
3008;10;7;-1;31;84
3009;10;7;-1;31;20
3010;10;7;-1;31;38
3011;10;7;-1;31;41
3012;10;7;-1;31;72
3013;10;7;-1;31;45
3014;10;7;-1;31;83
3015;10;7;-1;31;24
3016;10;7;-1;31;28
3017;10;7;-1;31;10
3018;10;7;-1;31;40
